,Common Name,Kingdom,Phylum,Class,Link,Description,biogeographic realm,eats,geographic distribution includes,habitat,has host,life span,litters per year,locomotion,population trend,prenatal development duration,preys on,weight,auditory system,ecoregion,hearing range,hearing threshold,mineralized skeleton contains,type specimen repository,visual system,body mass,genome size,behavioral circadian rhythm,is vector for,has ectoparasite,conservation status,bill length,body length,ecomorphological guild,foraging habitat,tarsometatarsus + middle toe length,temperature at range midpoint latitude,trophic guild,clutch/brood/litter size,parasitized by,body shape,diet includes,mating system,native range includes,parental care,social system,growth rate,motility,trophic level,onset of fertility,mutualistic with,visits flowers of,basal metabolic rate,initial mortality rate,sensory system,parasite of,number of public records in bold,symbiont of,host of,tarsus length,middle toe length,body temperature,is eaten by,has endoparasite,egg mass,harvested in,used for
0,San Cristóbal mockingbird,Animalia,Chordata,Aves,https://eol.org/pages/1047772,Mimus melanotis (San Cristobal Mockingbird) is a species of birds in the family Mimidae. They are listed as near threatened by IUCN. They rely on flight to move around.,,Vallesia glabra (Cav.) Link (pearlberry),Ecuador,"arid,terrestrial",,,,flight,Stable,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sand lark,Animalia,Chordata,Aves,https://eol.org/pages/45517002,Alaudala raytal (Sand Lark) is a species of birds in the family larks. They rely on flight to move around.,,,India,terrestrial,,,,bipedal movement,Stable,,,,otoliths,,1000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sand martin,Animalia,Chordata,Aves,https://eol.org/pages/45515375,"Riparia paludicola (African Sand Martin) is a species of birds in the family swallows. They are found in the indo-malayan realm, the palearctic, and Afrotropics. They rely on flight to move around.",the indo-malayan realm,,Mozambique,mountain,,,,flight,,,,,tympanic middle ear,Tian Shan Foothill Arid Steppe,5000 Hz,10 dB,apatite,,corneal eyes,16 g,,,,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sand partridge,Animalia,Chordata,Aves,https://eol.org/pages/45513764,Ammoperdix heyi (Sand Partridge) is a species of birds in the family Phasianidae. They are found in Afrotropics and the palearctic. They rely on flight to move around.,Afrotropics,,United States,terrestrial,,,,flight,Stable,,,,tympanic middle ear,Southwestern Arabian Foothills Savanna,5000 Hz,20 dB,apatite,,corneal eyes,200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sanderling,Animalia,Chordata,Aves,https://eol.org/pages/45509224,"Calidris alba (Sanderling) is a species of birds in the family Scolopacidae. They are native to The Nearctic, Asia, Ethiopia, Australia, the Palearctic, and The Neotropics. They are diurnal carnivores. Individuals can grow to 45 cm. They have parental care (paternal care, female provides care, and pair provides care). They rely on flight to move around.",,,Red Sea,,,,1.5 /year,,Unknown,27 days,,,,,,,,,,,,,,,,,,nectonic,terrestrial,,,invertivore,,,bilaterally symmetric,eggs,polyandrous,the Palearctic,,group living,,,,,,,,,,,,,,,,,,,,,
0,Sandhill crane,Animalia,Chordata,Aves,https://eol.org/pages/49993950,Antigone canadensis (Sandhill Crane) is a species of birds in the family cranes. They rely on flight to move around.,,Oryza sativa L. (rice),United States,,,,,flight,,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sandstone shrikethrush,Animalia,Chordata,Aves,https://eol.org/pages/45518633,Colluricincla woodwardi (Sandstone Shrike Thrush) is a species of birds in the family whistlers. They are found in australasia. They rely on flight to move around.,australasia,,Australia,terrestrial,,,,bipedal movement,Stable,,,,tympanic middle ear,Kimberly Tropical Savanna,5000 Hz,10 dB,apatite,,corneal eyes,62 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sandwich tern,Animalia,Chordata,Aves,https://eol.org/pages/56886965,They are diurnal carnivores. They have parental care (female provides care and paternal care). They rely on flight to move around.,,,,coastal,,,,flight,,,,,,,,,,,,,,diurnal,,,,,,,,,,piscivore,,,bilaterally symmetric,fish,monogamous,Indian Ocean,provisioning,group living,,actively mobile,carnivore,,,,,,,,,,,,,,,,,,
0,Sandy gallito,Animalia,Chordata,Aves,https://eol.org/pages/45512899,Teledromas fuscus (Sandy Gallito) is a species of birds in the family tapaculos. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Argentina,"subtropical,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,Low Monte,,10 dB,apatite,,corneal eyes,41.8 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sandy scops owl,Animalia,Chordata,Aves,https://eol.org/pages/1178226,Otus icterorhynchus (Sandy Scops Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Liberia,"tropical,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,,,,apatite,NHMUK,corneal eyes,73.3 g,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sanfords sea eagle,Animalia,Chordata,Aves,https://eol.org/pages/914529,Haliaeetus sanfordi (Forest Fish Eagle) is a species of birds in the family Accipitridae. They are listed as vulnerable by IUCN and in cites appendix ii. They are found in australasia. They rely on flight to move around.,australasia,,Solomon Islands,freshwater habitat,,,,bipedal movement,Decreasing,,,,tympanic middle ear,Solomon Islands Rain Forests,,20 dB,apatite,,corneal eyes,2500 g,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sanfords whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45518692,Woodfordia lacertosa (Sanford's White Eye) is a species of birds in the family white-eyes. They are found in australasia. They rely on flight to move around.,australasia,,South Pacific,tropical,,,,flight,,,,,tympanic middle ear,Vanuatu Rain Forests,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sangihe hanging parrot,Animalia,Chordata,Aves,https://eol.org/pages/1177941,Loriculus catamene (Sangihe Hanging Parrot) is a species of birds in the family Psittaculidae. They are listed as near threatened by IUCN and in cites appendix ii. They are found in australasia. They rely on flight to move around.,australasia,,Indonesia,terrestrial,,,,bipedal movement,Decreasing,,,,tympanic middle ear,Sulawesi Lowland Rain Forests,5000 Hz,20 dB,apatite,,corneal eyes,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sangihe pitta,Animalia,Chordata,Aves,https://eol.org/pages/43501689,Erythropitta caeruleitorques (Sangihe Pitta) is a species of birds in the family pittas. They rely on flight to move around.,,,Indonesia,tropical,,,,flight,,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sangihe scops owl,Animalia,Chordata,Aves,https://eol.org/pages/1036380,Otus collari (Sangihe Scops Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They rely on flight to move around.,,,Indonesia,terrestrial,,,,flight,Stable,,,,tympanic middle ear,,5000 Hz,-15 dB,apatite,Museum of Zoology Senckenberg Dresden,corneal eyes,76 g,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sangihe shrikethrush,Animalia,Chordata,Aves,https://eol.org/pages/45516804,Coracornis sanghirensis (Sangihe Shrikethrush) is a species of birds in the family whistlers. They are listed as critically endangered by IUCN. They rely on flight to move around.,,,Indonesia,"tropical,terrestrial",,,,flight,Decreasing,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sangihe whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45517345,Zosterops nehrkorni (Sangihe White Eye) is a species of birds in the family white-eyes. They are listed as critically endangered by IUCN. They rely on flight to move around.,,,,"tropical,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sangkar whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/52571284,Zosterops melanurus (Sangkar White Eye) is a species of birds in the family white-eyes. They are listed as vulnerable by IUCN. They rely on flight to move around.,,,,terrestrial,,,,flight,Decreasing,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Santa Cruz ground dove,Animalia,Chordata,Aves,https://eol.org/pages/1049819,Alopecoenas sanctaecrucis (Santa Cruz Ground Dove) is a species of birds in the family Columbidae. They are listed as endangered by IUCN. They rely on flight to move around.,,,,"tropical,terrestrial",,,,flight,Decreasing,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,,corneal eyes,,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Santa Cruz shrikebill,Animalia,Chordata,Aves,https://eol.org/pages/45518238,Clytorhynchus sanctaecrucis (Santa Cruz Shrikebill) is a species of birds in the family monarch flycatchers. They are listed as endangered by IUCN. They rely on flight to move around.,,,,"subtropical,terrestrial",,,,flight,Decreasing,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Santa Cruz whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45518705,Zosterops sanctaecrucis (Santa Cruz White Eye) is a species of birds in the family white-eyes. They rely on flight to move around.,,,South Pacific,terrestrial,,,,flight,Unknown,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Santa Marta antbird,Animalia,Chordata,Aves,https://eol.org/pages/45512740,Drymophila hellmayri (Santa Marta Antbird) is a species of birds in the family typical antbirds. They rely on flight to move around.,,,Colombia,,,,,flight,,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Santa Marta antpitta,Animalia,Chordata,Aves,https://eol.org/pages/45512848,Grallaria bangsi (Santa Marta Antpitta) is a species of birds in the family antpittas. They are listed as vulnerable by IUCN. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Colombia,"subtropical,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,,10 dB,apatite,,corneal eyes,62 g,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Santa Marta blossomcrown,Animalia,Chordata,Aves,https://eol.org/pages/45512328,Anthocephala floriceps (Blossomcrown) is a species of birds in the family hummingbirds. They are listed as vulnerable by IUCN and in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Colombia,"subtropical,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,Santa Marta Montane Forests,,20 dB,apatite,,corneal eyes,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Santa Marta brushfinch,Animalia,Chordata,Aves,https://eol.org/pages/45513511,Atlapetes melanocephalus (Santa Marta Brush Finch) is a species of birds in the family Passerellidae. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Colombia,"subtropical,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,Santa Marta Montane Forests,,10 dB,apatite,,corneal eyes,25 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Santa Marta bush tyrant,Animalia,Chordata,Aves,https://eol.org/pages/45513224,Myiotheretes pernix (Santa Marta Bush Tyrant) is a species of birds in the family tyrant flycatchers. They are listed as endangered by IUCN. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Colombia,"tropical,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,,10 dB,apatite,"Harvard UNiversity, Museum of Comparative Zoology",corneal eyes,,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Santa Marta foliagegleaner,Animalia,Chordata,Aves,https://eol.org/pages/52570872,Clibanornis rufipectus (Santa Marta Foliage Gleaner) is a species of birds in the family ovenbirds. They are listed as vulnerable by IUCN. They rely on flight to move around.,,,Colombia,terrestrial,,,,flight,Decreasing,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Santa Marta mountain tanager,Animalia,Chordata,Aves,https://eol.org/pages/921289,Anisognathus melanogenys (Black Cheeked Mountain Tanager) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Colombia,"mountain,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,Santa Marta Montane Forests,,10 dB,apatite,,corneal eyes,41 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Santa Marta parakeet,Animalia,Chordata,Aves,https://eol.org/pages/1178003,Pyrrhura viridicata (Santa Marta Conure) is a species of birds in the family parrots. They are listed as endangered by IUCN and in cites appendix ii. They are found in The Neotropics. They are diurnal. They rely on flight to move around.,The Neotropics,,Colombia,"mountain,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,,,apatite,(CM) - CM Birds Collection {http://www.carnegiemnh.org/birds/index.html},corneal eyes,,,diurnal,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Santa Marta sabrewing,Animalia,Chordata,Aves,https://eol.org/pages/45512250,Campylopterus phainopeplus (Santa Marta Sabrewing) is a species of birds in the family hummingbirds. They are listed as critically endangered by IUCN and in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Colombia,"montane forest,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,,20 dB,apatite,NHMUK,corneal eyes,,,,,,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Santa Marta screech owl,Animalia,Chordata,Aves,https://eol.org/pages/52570747,Megascops gilesi (Santa Marta Screech Owl) is a species of birds in the family typical owls. They are listed as vulnerable by IUCN. They rely on flight to move around.,,,,"mountain,terrestrial",,,,bipedal movement,Decreasing,,,,otoliths,,1000 Hz,-15 dB,apatite,,corneal eyes,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Santa Marta tapaculo,Animalia,Chordata,Aves,https://eol.org/pages/45512922,Scytalopus sanctaemartae (Santa Marta Tapaculo) is a species of birds in the family tapaculos. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Colombia,"montane forest,terrestrial",,,,bipedal movement,Stable,,,,otoliths,Santa Marta Montane Forests,1000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Santa Marta warbler,Animalia,Chordata,Aves,https://eol.org/pages/43503034,Myiothlypis basilica (Santa Marta Warbler) is a species of birds in the family New World warblers. They are listed as vulnerable by IUCN. They rely on flight to move around.,,,Colombia,"mountain,terrestrial",,,,flight,Decreasing,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Santa Marta woodstar,Animalia,Chordata,Aves,https://eol.org/pages/45512487,Chaetocercus astreans (Santa Marta Woodstar) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They rely on flight to move around.,,,Colombia,terrestrial,,,,bipedal movement,Stable,,,,otoliths,,1000 Hz,20 dB,apatite,,corneal eyes,,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Santa Marta wren,Animalia,Chordata,Aves,https://eol.org/pages/1052960,Troglodytes monticola (Santa Marta Wren) is a species of birds in the family wrens. They are listed as critically endangered by IUCN. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Colombia,"mountain,terrestrial",,,,flight,Decreasing,,,,tympanic middle ear,,,10 dB,apatite,(CM) - CM Birds Collection {http://www.carnegiemnh.org/birds/index.html},corneal eyes,,,,,,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Santarem parakeet,Animalia,Chordata,Aves,https://eol.org/pages/1227873,Pyrrhura amazonum (Santarem Parakeet) is a species of birds in the family parrots. They are listed as endangered by IUCN. They are diurnal. They rely on flight to move around.,,,Bolivia,"tropical,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,,corneal eyes,,,diurnal,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
