,Common Name,Kingdom,Phylum,Class,Link,Description,biogeographic realm,eats,geographic distribution includes,habitat,has host,life span,litters per year,locomotion,population trend,prenatal development duration,preys on,weight,auditory system,ecoregion,hearing range,hearing threshold,mineralized skeleton contains,type specimen repository,visual system,body mass,genome size,behavioral circadian rhythm,is vector for,has ectoparasite,conservation status,bill length,body length,ecomorphological guild,foraging habitat,tarsometatarsus + middle toe length,temperature at range midpoint latitude,trophic guild,clutch/brood/litter size,parasitized by,body shape,diet includes,mating system,native range includes,parental care,social system,growth rate,motility,trophic level,onset of fertility,mutualistic with,visits flowers of,basal metabolic rate,initial mortality rate,sensory system,parasite of,number of public records in bold,symbiont of,host of,tarsus length,middle toe length,body temperature,is eaten by,has endoparasite,egg mass,harvested in,used for
0,Smiths longspur,Animalia,Chordata,Aves,https://eol.org/pages/45511249,Calcarius pictus (Smith's Longspur) is a species of birds in the family calcariid buntings. They are found in The Nearctic. They rely on flight to move around.,The Nearctic,Euphorbia (spurge),United States,,,5 years,1 /year,flight,Stable,12 days,,26.65 g,tympanic middle ear,,,,,,corneal eyes,29 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Smoky bush tyrant,Animalia,Chordata,Aves,https://eol.org/pages/45513225,Myiotheretes fumigatus (Smoky Bush Tyrant) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Colombia,"subtropical,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,Cordillera Oriental Montane Forests,,10 dB,apatite,,corneal eyes,35 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Smoky robin,Animalia,Chordata,Aves,https://eol.org/pages/45518289,Peneothello cryptoleuca (Smoky Robin) is a species of birds in the family australasian robins. They rely on flight to move around.,,,South Pacific,"subtropical,terrestrial",,,,flight,Stable,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Smoky warbler,Animalia,Chordata,Aves,https://eol.org/pages/45517017,Phylloscopus fuligiventer (Smoky Warbler) is a species of birds in the family Phylloscopidae. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,the palearctic,,China,freshwater habitat,,,,bipedal movement,Stable,,,,tympanic middle ear,Brahmaputra Valley Semi-Evergreen Forests,5000 Hz,10 dB,apatite,,corneal eyes,12 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Snail kite,Animalia,Chordata,Aves,https://eol.org/pages/1265572,Rostrhamus sociabilis plumbeus (Everglade Snail Kite) is a subspecies of birds in the family Accipitridae. They rely on flight to move around.,,Pomacea,,,,,,bipedal movement,,,,,otoliths,,1000 Hz,20 dB,apatite,,corneal eyes,570 g,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Snares penguin,Animalia,Chordata,Aves,https://eol.org/pages/45512081,"Eudyptes robustus (Snares Crested Penguin) is a species of birds in the family penguins. They are listed as vulnerable by IUCN. They are native to Pacific Ocean and Australia. They are diurnal carnivores. They rely on swimming, flight, and lift powered swimming to move around.",,,New Zealand,,,,,swimming,Stable,,,,,,,,,,,,,,,,,51.4 mm,,nectonic,,,14.99 degrees celsius,invertivore,,,bilaterally symmetric,crustaceans,,Pacific Ocean,,group living,,,,,,,,,,,,,,,73.7 mm,,,,,,
0,Snares snipe,Animalia,Chordata,Aves,https://eol.org/pages/4373934,Coenocorypha huegeli (Snares Snipe) is a species of birds in the family Scolopacidae. They are listed as near threatened by IUCN. They rely on flight to move around.,,,New Zealand,"marine,terrestrial",,,,bipedal movement,Increasing,,,,otoliths,,1000 Hz,20 dB,apatite,,corneal eyes,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Snethlages antpitta,Animalia,Chordata,Aves,https://eol.org/pages/45512869,Hylopezus paraensis (Snethlage's Antpitta) is a species of birds in the family antpittas. They rely on flight to move around.,,,South Atlantic,,,,,flight,,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Snethlages todytyrant,Animalia,Chordata,Aves,https://eol.org/pages/45513098,Hemitriccus minor (Snethlage's Tody Tyrant) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Bolivia,"tropical,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,Purus-Madeira Moist Forests,,10 dB,apatite,,corneal eyes,8 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Snoring rail,Animalia,Chordata,Aves,https://eol.org/pages/45516102,Aramidopsis plateni (Platen's Rail) is a species of birds in the family rails. They are listed as vulnerable by IUCN. They are found in australasia. They rely on flight to move around.,australasia,,Indonesia,"river,terrestrial",,,,flight,Decreasing,,,,tympanic middle ear,Sulawesi Lowland Rain Forests,,20 dB,apatite,,corneal eyes,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Snow bunting,Animalia,Chordata,Aves,https://eol.org/pages/45511252,"Plectrophenax nivalis (Snow Bunting) is a species of birds in the family calcariid buntings. They are native to the Palearctic and The Nearctic. They are diurnal carnivores. They have parental care (pair provides care, paternal care, and female provides care). They rely on flight to move around.",,,United States,,,,1 /year,,Decreasing,12 days,,,,,,,,,,,,,,,,,,,terrestrial,,,granivore,,,bilaterally symmetric,seeds,monogamous,the Palearctic,,group living,,,,,,,,,,,,,,,,109.67 degrees fahrenheit,,,,,
0,Snow goose,Animalia,Chordata,Aves,https://eol.org/pages/1048460,"Anser caerulescens (Snow Goose) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They are native to The Nearctic. They are diurnal herbivores. They have parental care (female provides care, pair provides care, and paternal care). They rely on drag powered swimming and flight to move around.",,,United States,coastal plain,,,,flight,Increasing,,,,,,,,,,,,,,,,,,,,freshwater,,,folivore,,,bilaterally symmetric,fruit,monogamous,The Nearctic,protection,group living,,,,,,,,,,,,,,,,,,,,,
0,Snow Mountain quail,Animalia,Chordata,Aves,https://eol.org/pages/45515963,Anurophasis monorthonyx (Snow Mountain Quail) is a species of birds in the family Phasianidae. They are listed as near threatened by IUCN. They are found in australasia. They rely on flight to move around.,australasia,,Indonesia,"mountain,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,,20 dB,apatite,,corneal eyes,401 g,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Snow Mountains robin,Animalia,Chordata,Aves,https://eol.org/pages/45518321,Petroica archboldi (Snow Mountain Robin) is a species of birds in the family australasian robins. They are found in australasia. They rely on flight to move around.,australasia,,Indonesia,"mountain,terrestrial",,,,flight,Decreasing,,,,tympanic middle ear,Central Range Sub-Alpine Grasslands,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Snow partridge,Animalia,Chordata,Aves,https://eol.org/pages/45515938,Lerwa lerwa (Snow Partridge) is a species of birds in the family Phasianidae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,the indo-malayan realm,,Nepal,"alpine,terrestrial",,,,flight,Decreasing,,,,tympanic middle ear,Hengduan Mountains Subalpine Conifer Forests,,20 dB,apatite,,corneal eyes,709 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Snow petrel,Animalia,Chordata,Aves,https://eol.org/pages/45512106,Pagodroma nivea (Snow Petrel) is a species of birds in the family Procellariidae. They are found in Antarctica. They are nocturnal. They have parental care (pair provides care). They rely on flight to move around.,Antarctica,,Antarctic,marine,,46 years,,flight,Stable,,Anuropus antarcticus Hale 1982,268 g,,,,,,,,,,,,,,,,nectonic,marine pelagic,,,invertivore,,,,,,,,,0.183 /day,,,,,,,,,,,,,,,,,,,,
0,Snow pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516182,Columba leuconota (Snow Pigeon) is a species of birds in the family Columbidae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,the indo-malayan realm,,Tibet,"mountain,terrestrial",,,,flight,Stable,,,,tympanic middle ear,Northern Indochina Subtropical Forests,5000 Hz,20 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Snowcap,Animalia,Chordata,Aves,https://eol.org/pages/45509603,Microchera albocoronata (Snowcap) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They visit flowers of porterweed. They rely on flight to move around.,The Neotropics,Sarcopera sessiliflora (Triana & Planch.) H. G. Bedell,Nicaragua,"mountain,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,,,,,corneal eyes,2.7 g,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,Stachytarpheta (porterweed),,,,,,,,,,,,,,,
0,Snowy cotinga,Animalia,Chordata,Aves,https://eol.org/pages/45509877,Carpodectes nitidus (Snowy Cotinga) is a species of birds in the family cotingas. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Colombia,"tropical,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,,10 dB,apatite,NHMUK,corneal eyes,116 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Snowy egret,Animalia,Chordata,Aves,https://eol.org/pages/45511357,"Egretta thula (Snowy Egret) is a species of birds in the family Ardeidae. They are associated with freshwater habitat. They are native to The Neotropics and The Nearctic. They are crepuscular carnivores. They have parental care (female provides care, paternal care, and pair provides care). They rely on flight to move around.",,,North America,,,,1 /year,,Increasing,18 days,,,,,,,,,,,,,,,,,,nectonic,freshwater,,,invertivore,,,bilaterally symmetric,fish,monogamous,The Neotropics,,group living,,,,,,,,,,,,,,,,,,,,,
0,Snowy owl,Animalia,Chordata,Aves,https://eol.org/pages/45510727,Bubo scandiacus (Snowy Owl) is a species of birds in the family typical owls. They are listed as vulnerable by IUCN. They rely on flight to move around.,,Fratercula cirrhata (Pallas 1769) (Tufted puffin),United States,temperate,,28 years,1 /year,flight,Decreasing,32 days,Bonasa umbellus (Linnaeus 1766) (Pheasant),45 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.148 /day,,,,,,4.2244 watts,,,,,,,,,,,,,,
0,Snowy plover,Animalia,Chordata,Aves,https://eol.org/pages/28264712,Charadrius nivosus nivosus (Western Snowy Plover) is a subspecies of birds in the family Charadriidae. They rely on flight to move around.,,,,,,,,flight,,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,,corneal eyes,,,,,,threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Snowy sheathbill,Animalia,Chordata,Aves,https://eol.org/pages/45513945,Chionis albus (American Sheathbill) is a species of birds in the family sheathbills. They rely on flight to move around.,,Aptenodytes patagonicus Miller & JF 1778 (King penguin),Chile,terrestrial,,,,flight,Stable,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,,corneal eyes,720 g,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sociable lapwing,Animalia,Chordata,Aves,https://eol.org/pages/45509147,"Vanellus gregarius (Sociable Lapwing) is a species of birds in the family Charadriidae. They are listed as critically endangered by IUCN. They are found in the indo-malayan realm, Afrotropics, and the palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",the indo-malayan realm,,North Sea,"grassland,terrestrial",,,,flight,Decreasing,,,,tympanic middle ear,,,,,,corneal eyes,224 g,,,,,,,,nectonic,terrestrial,,,invertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sociable weaver,Animalia,Chordata,Aves,https://eol.org/pages/45515588,Philetairus socius (Sociable Weaver) is a species of birds in the family Weavers & allies. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,Lophiocarpus,Botswana,"temperate,terrestrial",,,,flight,Stable,,,,tympanic middle ear,,,,apatite,,corneal eyes,32 g,1.465 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Social flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45510914,Myiozetetes similis (Social Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,Roystonea (royal palm),United States,"pasture,terrestrial",,,,flight,Stable,,,,tympanic middle ear,,,,,,corneal eyes,28 g,1.338 pg,,,,,,,,,,,,,,,,,,,,,,,,Cavendishia,,,,,,,,,,,,,,,,
0,Society kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/1064911,Todiramphus veneratus (Society Kingfisher) is a species of birds in the family Alcedinidae. They rely on flight to move around.,,,French Polynesia,"montane forest,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Socorro dove,Animalia,Chordata,Aves,https://eol.org/pages/45509403,Zenaida graysoni (Socorro Dove) is a species of birds in the family Columbidae. They are listed as extinct in the wild by IUCN. They are associated with freshwater habitat. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,United States,"coastal,terrestrial",,,,bipedal movement,,,,,tympanic middle ear,Islas Revillagigedo Dry Forests,,20 dB,apatite,,corneal eyes,215 g,,,,,extinct in the wild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Socorro mockingbird,Animalia,Chordata,Aves,https://eol.org/pages/45510152,Mimus graysoni (Socorro Mockingbird) is a species of birds in the family Mimidae. They are listed as critically endangered by IUCN. They rely on flight to move around.,,Johngarthia oceanica Perger 2019,North Pacific,"arid,terrestrial",,,,bipedal movement,Stable,,Urosaurus auriculatus (Cope 1871) (Socorro Island Tree Lizard),,tympanic middle ear,,,,apatite,,corneal eyes,74 g,,,,,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Socorro parakeet,Animalia,Chordata,Aves,https://eol.org/pages/45511632,Psittacara brevipes (Socorro Parakeet) is a species of birds in the family parrots. They are diurnal. They rely on flight to move around.,,,,,,,,flight,,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,,corneal eyes,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Socorro wren,Animalia,Chordata,Aves,https://eol.org/pages/45510122,Troglodytes sissonii (Socorro Wren) is a species of birds in the family wrens. They are listed as near threatened by IUCN. They rely on flight to move around.,,,North Pacific,"arid,terrestrial",,,,flight,Unknown,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,9.800000000000001 g,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Socotra bunting,Animalia,Chordata,Aves,https://eol.org/pages/917264,Emberiza socotrana (Socotra Bunting) is a species of birds in the family New World sparrows. They are listed as near threatened by IUCN. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,,"subtropical,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,Socotra Island Xeric Shrublands,,10 dB,apatite,,corneal eyes,16 g,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Socotra buzzard,Animalia,Chordata,Aves,https://eol.org/pages/45515837,Buteo socotraensis (Socotra Buzzard) is a species of birds in the family Accipitridae. They are listed as vulnerable by IUCN and in cites appendix ii. They rely on flight to move around.,,,Yemen,terrestrial,,,,flight,Stable,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,NHMUK,corneal eyes,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Socotra cisticola,Animalia,Chordata,Aves,https://eol.org/pages/45514506,Cisticola haesitatus (Socotra Cisticola) is a species of birds in the family African warblers. They are listed as near threatened by IUCN. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,,"tropical,marine",,,,flight,Stable,,,,tympanic middle ear,Socotra Island Xeric Shrublands,,10 dB,apatite,,corneal eyes,8 g,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Socotra cormorant,Animalia,Chordata,Aves,https://eol.org/pages/45516074,Phalacrocorax nigrogularis (Socotra) is a species of birds in the family cormorants. They are listed as vulnerable by IUCN. They are found in the palearctic and Afrotropics. They rely on flight to move around.,the palearctic,,Indian Ocean,"coastal,terrestrial",,,,flight,Decreasing,,,,tympanic middle ear,,,,apatite,NHMUK,corneal eyes,,,,,,vulnerable,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Socotra scops owl,Animalia,Chordata,Aves,https://eol.org/pages/1231260,Otus socotranus (Socotra Scops Owl) is a species of birds in the family typical owls. They rely on flight to move around.,,,,"marine,terrestrial",,,,bipedal movement,Stable,,,,otoliths,,1000 Hz,-15 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Socotra sparrow,Animalia,Chordata,Aves,https://eol.org/pages/1052112,Passer insularis (Socotra Sparrow) is a species of birds in the family Old World sparrows. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,,"marine,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,Socotra Island Xeric Shrublands,,10 dB,apatite,Uebersee-Museum,corneal eyes,29.2 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Socotra starling,Animalia,Chordata,Aves,https://eol.org/pages/1052515,Onychognathus frater (Socotra Chestnut Winged Starling) is a species of birds in the family starlings. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,,"subtropical,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,Socotra Island Xeric Shrublands,5000 Hz,10 dB,apatite,,corneal eyes,100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Socotra sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45514871,Chalcomitra balfouri (Socotra Sunbird) is a species of birds in the family Sunbirds. They rely on flight to move around.,,,,"tropical,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,15 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Socotra warbler,Animalia,Chordata,Aves,https://eol.org/pages/45514516,Incana incana (Socotra Cisticola) is a species of birds in the family African warblers. They rely on flight to move around.,,,,"tropical,freshwater habitat",,,,bipedal movement,Stable,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,NHMUK,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Socotra whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/52571314,Zosterops socotranus (Socotra White Eye) is a species of birds in the family white-eyes. They rely on flight to move around.,,,,,,,,flight,,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sokoke pipit,Animalia,Chordata,Aves,https://eol.org/pages/45515086,Anthus sokokensis (Sokoke Pipit) is a species of birds in the family Motacillidae. They are listed as endangered by IUCN. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Kenya,"subtropical,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,,10 dB,apatite,,corneal eyes,17 g,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sokoke scops owl,Animalia,Chordata,Aves,https://eol.org/pages/1178223,Otus ireneae (Morden's Scops Owl) is a species of birds in the family typical owls. They are listed as endangered by IUCN and in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Tanzania,"mountain,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,,-15 dB,apatite,,corneal eyes,50.3 g,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Solitary cacique,Animalia,Chordata,Aves,https://eol.org/pages/45513435,Cacicus solitarius (Solitary Black Cacique) is a species of birds in the family New World blackbirds. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,Inga acrocephala Steud.,South Pacific,"subtropical,terrestrial",,,,flight,Stable,,,,tympanic middle ear,,,10 dB,apatite,,corneal eyes,85 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Solitary sandpiper,Animalia,Chordata,Aves,https://eol.org/pages/45509206,"Tringa solitaria (Solitary Sandpiper) is a species of birds in the family Scolopacidae. They are associated with freshwater habitat. They are native to The Nearctic and The Neotropics. They are solitary, diurnal carnivores. They have parental care (pair provides care, female provides care, and paternal care). They rely on flight to move around.",The Neotropics,,United States,,,,,flight,Decreasing,,,,,,,,,,,,,,,,,,,,freshwater,,,invertivore,,,bilaterally symmetric,amphibians,monogamous,The Nearctic,protection,solitary,,,,,,,,,,,,,,,,,,,,,
0,Solitary snipe,Animalia,Chordata,Aves,https://eol.org/pages/45509175,Gallinago solitaria (Solitary Snipe) is a species of birds in the family Scolopacidae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,the indo-malayan realm,,North Pacific,"mountain,terrestrial",,,,flight,Stable,,,,tympanic middle ear,,,20 dB,apatite,NHMUK,corneal eyes,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Solitary tinamou,Animalia,Chordata,Aves,https://eol.org/pages/45511962,Tinamus solitarius (Solitary Tinamou) is a species of birds in the family tinamous. They are listed as near threatened by IUCN and in cites appendix i. They are found in The Neotropics. They are diurnal.,The Neotropics,,Paraguay,"valley,terrestrial",,15 years,,bipedal movement,Decreasing,,,1390.5 g,tympanic middle ear,,,,,,corneal eyes,1710 g,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Solomons boobook,Animalia,Chordata,Aves,https://eol.org/pages/45517859,Ninox jacquinoti (Solomon Hawk Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,australasia,,Papua New Guinea,"tropical,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,Solomon Islands Rain Forests,,-15 dB,apatite,,corneal eyes,,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Solomons cockatoo,Animalia,Chordata,Aves,https://eol.org/pages/1178091,Cacatua ducorpsii (Solomons Cockatoo) is a species of birds in the family cockatoos. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,australasia,,Papua New Guinea,terrestrial,,30.5 years,,bipedal movement,Decreasing,,,394 g,tympanic middle ear,,,,apatite,,corneal eyes,460 g,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Solomons cuckooshrike,Animalia,Chordata,Aves,https://eol.org/pages/49114150,Edolisoma holopolium (Solomons Cuckooshrike) is a species of birds in the family cuckoo-shrikes. They rely on flight to move around.,,,South Pacific,,,,,flight,,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Solomons frogmouth,Animalia,Chordata,Aves,https://eol.org/pages/1269638,Rigidipenna inexpectata (Solomons Frogmouth) is a species of birds in the family frogmouths. They are listed as near threatened by IUCN. They rely on flight to move around.,,,South Pacific,terrestrial,,,,flight,Decreasing,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,,corneal eyes,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Solomons monarch,Animalia,Chordata,Aves,https://eol.org/pages/45518245,Symposiachrus barbatus (Solomons Monarch) is a species of birds in the family monarch flycatchers. They rely on flight to move around.,,,South Pacific,tropical,,,,flight,,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Solomons nightjar,Animalia,Chordata,Aves,https://eol.org/pages/45517869,Eurostopodus nigripennis (Solomons Nightjar) is a species of birds in the family Caprimulgidae. They are listed as vulnerable by IUCN. They rely on flight to move around.,,,,"subtropical,freshwater habitat",,,,flight,Decreasing,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,,corneal eyes,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Solomons whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45518701,Zosterops kulambangrae (New Georgia White Eye) is a species of birds in the family white-eyes. They are found in australasia. They rely on flight to move around.,australasia,,Solomon Islands,terrestrial,,,,bipedal movement,Decreasing,,,,tympanic middle ear,Solomon Islands Rain Forests,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Somali beeeater,Animalia,Chordata,Aves,https://eol.org/pages/45514077,Merops revoilii (Somali Bee Eater) is a species of birds in the family bee-eaters. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Ethiopia,"arid,terrestrial",,,,bipedal movement,Increasing,,,,tympanic middle ear,Masai Xeric Grasslands And Shrublands,,20 dB,apatite,,corneal eyes,15 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Somali bulbul,Animalia,Chordata,Aves,https://eol.org/pages/45514320,Pycnonotus somaliensis (Somali Bulbul) is a species of birds in the family bulbuls. They rely on flight to move around.,,,,,,,,flight,,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Somali bunting,Animalia,Chordata,Aves,https://eol.org/pages/45515769,Emberiza poliopleura (Somali Bunting) is a species of birds in the family New World sparrows. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Ethiopia,"subtropical,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,East African Montane Forests,,10 dB,apatite,,corneal eyes,17.9 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Somali courser,Animalia,Chordata,Aves,https://eol.org/pages/45513959,Cursorius somalensis (Somali Courser) is a species of birds in the family pratincoles. They rely on flight to move around.,,,Ethiopia,"desert,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Somali crombec,Animalia,Chordata,Aves,https://eol.org/pages/45514423,Sylvietta isabellina (Somali Crombec) is a species of birds in the family Macrosphenidae. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Ethiopia,"tropical,terrestrial",,,,bipedal movement,Stable,,,,otoliths,Somali Acacia-Commiphora Bushlands And Thickets,,10 dB,apatite,,corneal eyes,10 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Somali crow,Animalia,Chordata,Aves,https://eol.org/pages/45515248,Corvus edithae (Somali Crow Or Dwarf Raven) is a species of birds in the family Corvidae. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Ethiopia,terrestrial,,,,bipedal movement,Stable,,,,tympanic middle ear,Ethiopian Xeric Grasslands And Shrublands,,10 dB,apatite,NHMUK,corneal eyes,450 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
