,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,body mass,eats,geographic distribution includes,habitat,hearing threshold,locomotion,mineralized skeleton contains,population trend,visual system,ecoregion,hearing range,conservation status,type specimen repository,mutualistic with,is vector for,body shape,litters per year,native range includes,prenatal development duration,weight,ecomorphological guild,life span,parasitized by,has endoparasite,preys on,bill length,tarsus length,temperature at range midpoint latitude,foraging habitat,trophic guild,genome size,behavioral circadian rhythm,body temperature,diet includes,mating system,social system,Leaf Complexity,leaf morphology,life cycle habit,photosynthetic pathway,plant growth form,plant lifeform,produces,seed dry mass,basal metabolic rate,growth rate,body length,has ectoparasite,has pathogen,parental care,visits flowers of,sensory system,mineralized tissue contains,reproduction,Total length,water depth,preyed upon by,clutch/brood/litter size,onset of fertility,is eaten by,used for,number of public records in bold,after harvest regrowth rate,anaerobic soil tolerance,bloom period,calcareous soil tolerance,fire resistance,fire tolerance,fruit or seed color,planting density,precipitation tolerance,seeds per pound,has host,pathogen of,visits,egg mass,tarsometatarsus + middle toe length,initial mortality rate,mortality rate doubling time,host of,is killed by,middle toe length
0,Ibisbill,Animalia,Chordata,Aves,https://eol.org/pages/45516134,Ibidorhyncha struthersii (Ibisbill) is a species of birds in the family ibisbills. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,320 g,,Indian Ocean,"river,terrestrial",20 dB,flight,apatite,Unknown,corneal eyes,Tian Shan Montane Steppe And Meadows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Iceland gull,Animalia,Chordata,Aves,https://eol.org/pages/45509298,Larus glaucoides (Iceland Gull) is a species of birds in the family Laridae. They are found in the palearctic and The Nearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,the palearctic,,,North Atlantic,,,flight,,,,,,,,,,,1 /year,,25 days,,nectonic,33 years,,,,41.9 mm,,-4.54 degrees celsius,coastal,vertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86 mm,,,,,
0,Icterine greenbul,Animalia,Chordata,Aves,https://eol.org/pages/45514376,Phyllastrephus icterinus (Icterine Greenbul) is a species of birds in the family bulbuls. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,24.5 g,Ficus (fig),South Atlantic,savanna,10 dB,flight,apatite,,corneal eyes,Western Guinean Lowland Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Icterine warbler,Animalia,Chordata,Aves,https://eol.org/pages/45515440,Hippolais icterina (Icterine Warbler) is a species of birds in the family Acrocephalidae. They are found in the palearctic and Afrotropics. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,the palearctic,,Cornus sanguinea L. (Common Dogwood),Mozambique,mountain,,flight,,Decreasing,,,,,,,,,,,,13.2 g,,10.8 years,,,,,,,terrestrial,invertivore,1.293 pg,,,,,,,,,,,,,,0.252 watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Iherings antwren,Animalia,Chordata,Aves,https://eol.org/pages/45512694,Myrmotherula iheringi (Ihering's Antwren) is a species of birds in the family typical antbirds. They are found in The Neotropics. They rely on flight to move around.,otoliths,The Neotropics,8 g,,Bolivia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,Iquitos Varzea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Iiwi,Animalia,Chordata,Aves,https://eol.org/pages/47043290,Drepanis coccinea (Iiwi) is a species of birds in the family finches. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,,,Metrosideros polymorpha Gaud. ('ohi'a lehua),United States,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,5000 Hz,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ijimas leaf warbler,Animalia,Chordata,Aves,https://eol.org/pages/45517035,Phylloscopus ijimae (Ijima's Leaf Warbler) is a species of birds in the family Phylloscopidae. They are listed as vulnerable by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,8.699999999999999 g,,China,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Imeri warbling antbird,Animalia,Chordata,Aves,https://eol.org/pages/45512773,Hypocnemis flavescens (Imeri Warbling Antbird) is a species of birds in the family typical antbirds. They rely on flight to move around.,otoliths,,,,Brazil,terrestrial,10 dB,bipedal movement,apatite,Increasing,corneal eyes,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Imitator goshawk,Animalia,Chordata,Aves,https://eol.org/pages/913214,Accipiter imitator (Imitator Goshawk) is a species of birds in the family Accipitridae. They are listed as vulnerable by IUCN and in cites appendix ii. They are found in australasia. They rely on flight to move around.,otoliths,australasia,250 g,,South Pacific,"tropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Imperial amazon,Animalia,Chordata,Aves,https://eol.org/pages/1178078,Amazona imperialis (Imperial Amazon) is a species of birds in the family parrots. They are listed as critically endangered by IUCN and in cites appendix i. They are native to The Neotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,The Neotropics,,,Dominica,"river valley,terrestrial",,flight,,Decreasing,corneal eyes,,,critically endangered,,,,bilaterally symmetric,,The Neotropics,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Imperial shag,Animalia,Chordata,Aves,https://eol.org/pages/60026180,Phalacrocorax atriceps atriceps (Imperial Shag) is a subspecies of .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Imperial snipe,Animalia,Chordata,Aves,https://eol.org/pages/1049575,Gallinago imperialis (Imperial Snipe) is a species of birds in the family Scolopacidae. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,,Ecuador,terrestrial,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,Central Andean Wet Puna,,near threatened,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Imperial woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/45509790,Campephilus imperialis (Imperial Woodpecker) is a species of birds in the family woodpeckers. They are listed as critically endangered by IUCN. They rely on flight to move around.,tympanic middle ear,,,,Mexico,terrestrial,20 dB,bipedal movement,apatite,Unknown,corneal eyes,,5000 Hz,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Inaccessible Island finch,Animalia,Chordata,Aves,https://eol.org/pages/1050358,Nesospiza acunhae (Inaccessible Bunting) is a species of birds in the family tanagers. They are listed as vulnerable by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,34 g,,Saint Helena,"temperate,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Inaccessible Island rail,Animalia,Chordata,Aves,https://eol.org/pages/914953,Atlantisia rogersi (Inaccessible Island Rail) is a species of birds in the family rails. They are found in Afrotropics.,tympanic middle ear,Afrotropics,42 g,,South Atlantic,temperate,20 dB,bipedal movement,apatite,,corneal eyes,Tristan Da Cunha-Gough Islands Shrub And Grasslands,5000 Hz,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Inagua woodstar,Animalia,Chordata,Aves,https://eol.org/pages/47042771,Calliphlox lyrura (Inagua Woodstar) is a species of birds in the family hummingbirds. They rely on flight to move around.,tympanic middle ear,,,,,,20 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Inambari gnatcatcher,Animalia,Chordata,Aves,https://eol.org/pages/45513395,Polioptila attenboroughi (Inambari Gnatcatcher) is a species of birds in the family gnatcatchers. They rely on flight to move around.,tympanic middle ear,,,,Brazil,sandy soil,10 dB,flight,apatite,,corneal eyes,,5000 Hz,,Museu Paraense Emilio Goeldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Inambari woodcreeper,Animalia,Chordata,Aves,https://eol.org/pages/42636764,Lepidocolaptes fatimalimae (Inambari Woodcreeper) is a species of birds in the family ovenbirds. They rely on flight to move around.,otoliths,,,,Bolivia,tropical,10 dB,bipedal movement,apatite,,corneal eyes,,1000 Hz,,Museu Paraense Emilio Goeldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Inca dove,Animalia,Chordata,Aves,https://eol.org/pages/45509408,Columbina inca (Inca Dove) is a species of birds in the family Columbidae. They are native to The Neotropics and The Nearctic. They are solitary herbivores. They have parental care (female provides care and paternal care). They rely on flight to move around.,,The Neotropics,,,United States,,,flight,,Increasing,,,,,,,,bilaterally symmetric,3.5 /year,The Neotropics,14 days,,,,,,,,,,,granivore,,,,seeds,monogamous,group living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Inca flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45513071,Leptopogon taczanowskii (Inca Flycatcher) is a species of birds in the family tyrant flycatchers. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,11.5 g,,Peru,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Inca jay,Animalia,Chordata,Aves,https://eol.org/pages/1177354,Cyanocorax yncas (Green Jay) is a species of birds in the family Corvidae. They are native to The Nearctic and The Neotropics. They rely on flight to move around.,,The Nearctic,,,United States,scrubland,,flight,,Increasing,,,,,,Talisia,Myrsine coriacea (Sw.) R. Br. (leathery colicwood),bilaterally symmetric,1.5 /year,The Nearctic,17 days,78.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Inca tern,Animalia,Chordata,Aves,https://eol.org/pages/45509337,Larosterna inca (Inca Tern) is a species of birds in the family Laridae. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,,The Neotropics,,,South Pacific,coastal,,flight,,Decreasing,,,,,,,,,,,28 days,219 g,nectonic,26 years,,,,44 mm,,26.73 degrees celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 mm,,,,,
0,Inca wren,Animalia,Chordata,Aves,https://eol.org/pages/1052972,Pheugopedius eisenmanni (Inca Wren) is a species of birds in the family wrens. They rely on flight to move around.,tympanic middle ear,,,,Peru,"montane forest,terrestrial",10 dB,flight,apatite,Increasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,1.251 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian blackbird,Animalia,Chordata,Aves,https://eol.org/pages/12120831,Turdus simillimus (Indian Blackbird) is a species of birds in the family thrushes. They rely on flight to move around.,otoliths,,,,India,,10 dB,bipedal movement,apatite,,corneal eyes,,1000 Hz,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian blue robin,Animalia,Chordata,Aves,https://eol.org/pages/45517500,Larvivora brunnea (Indian Blue Robin) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,,,,Bhutan,terrestrial,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,5000 Hz,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian bush lark,Animalia,Chordata,Aves,https://eol.org/pages/45516994,Mirafra erythroptera (Indian Bush Lark) is a species of birds in the family larks. They rely on flight to move around.,tympanic middle ear,,27 g,,India,"arid,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian cormorant,Animalia,Chordata,Aves,https://eol.org/pages/45516071,Phalacrocorax fuscicollis (Indian Cormorant) is a species of birds in the family cormorants. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,790 g,Apogonidae (cardinalfishes),Asia,"coastal,freshwater habitat",,flight,apatite,Unknown,corneal eyes,,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian courser,Animalia,Chordata,Aves,https://eol.org/pages/1049247,Cursorius coromandelicus (Indian Courser) is a species of birds in the family pratincoles. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,,Pakistan,"valley,terrestrial",20 dB,flight,apatite,Stable,corneal eyes,Baluchistan Xeric Woodlands,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian cuckoo,Animalia,Chordata,Aves,https://eol.org/pages/45517838,Cuculus micropterus (Indian Cuckoo) is a species of birds in the family Cuculidae. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,,,Indian Ocean,"valley,terrestrial",20 dB,flight,apatite,Decreasing,corneal eyes,Mentawai Islands Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dicrurus macrocercus Vieillot 1817 (Black Drongo),,,,,,,,,
0,Indian eagleowl,Animalia,Chordata,Aves,https://eol.org/pages/1274658,Bubo bengalensis (Rock Eagle Owl) is a species of birds in the family typical owls. They rely on flight to move around.,tympanic middle ear,,1100 g,,India,"arid,terrestrial",-15 dB,bipedal movement,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian golden oriole,Animalia,Chordata,Aves,https://eol.org/pages/4386853,Oriolus kundoo (Indian Golden Oriole) is a species of birds in the family orioles. They rely on flight to move around.,tympanic middle ear,,,Ficus benghalensis L. (Banyan),Afghanistan,,10 dB,flight,apatite,,corneal eyes,,5000 Hz,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian grassbird,Animalia,Chordata,Aves,https://eol.org/pages/1052226,Graminicola bengalensis (Indian Grassbird) is a species of birds in the family Pellorneidae. They are associated with freshwater habitat. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,16.5 g,,Nepal,freshwater,10 dB,flight,apatite,,corneal eyes,Brahmaputra Valley Semi-Evergreen Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian grey hornbill,Animalia,Chordata,Aves,https://eol.org/pages/1048408,Ocyceros birostris (Indian Grey Hornbill) is a species of birds in the family hornbills. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,375 g,,United States,terrestrial,20 dB,flight,apatite,Stable,corneal eyes,North Western Ghats Moist Deciduous Forests,,,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian jungle crow,Animalia,Chordata,Aves,https://eol.org/pages/17924459,Corvus culminatus (Indian Jungle Crow) is a species of birds in the family Corvidae. They rely on flight to move around.,tympanic middle ear,,,Ficus amplissima Sm.,,desert,10 dB,flight,apatite,,corneal eyes,,5000 Hz,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian nightjar,Animalia,Chordata,Aves,https://eol.org/pages/45515855,Caprimulgus asiaticus (Indian Nightjar) is a species of birds in the family Caprimulgidae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,42 g,,Indian Ocean,"desert,terrestrial",20 dB,flight,apatite,Stable,corneal eyes,,,,SNSB-Zoologische Staatssammlung Muenchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian nuthatch,Animalia,Chordata,Aves,https://eol.org/pages/1051082,Sitta castanea (Chestnut Bellied Nuthatch) is a species of birds in the family Sittidae. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,20.9 g,,Vietnam,subtropical,10 dB,flight,apatite,,corneal eyes,Kayah-Karen Montane Rain Forests,5000 Hz,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian paradise flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45516878,"Terpsiphone paradisi (Asian Paradise Flycatcher) is a species of birds in the family monarch flycatchers. They are found in australasia, the indo-malayan realm, and the palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",tympanic middle ear,australasia,19 g,,Indian Ocean,tropical,10 dB,flight,apatite,,corneal eyes,Mizoram-Manipur-Kachin Rain Forests,,,,,,,,,,,,,,,,,,,terrestrial,invertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian peafowl,Animalia,Chordata,Aves,https://eol.org/pages/45510662,"Pavo cristatus (Indian Blue Peafowl) is a species of birds in the family Phasianidae. They are listed in cites appendix iii. They are native to Asia. They are solitary, diurnal omnivores. They have parental care (female provides care). They rely on flight to move around.",,the indo-malayan realm,,,United States,,,,,Stable,,,,,,,,bilaterally symmetric,,Asia,28 days,,,,,,,,,,,,,,,worms,polygynous,solitary,,,,,,,,,,0.03 /day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06 /year,2.2 years,,,
0,Indian pitta,Animalia,Chordata,Aves,https://eol.org/pages/919372,Pitta brachyura (Indian Pitta) is a species of birds in the family pittas. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,66 g,,United States,"desert,freshwater habitat",10 dB,flight,apatite,Decreasing,corneal eyes,,,,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian pond heron,Animalia,Chordata,Aves,https://eol.org/pages/45513565,"Ardeola grayii (Indian Pond Heron) is a species of birds in the family Ardeidae. They are found in Afrotropics, the palearctic, and the indo-malayan realm. They rely on flight to move around.",tympanic middle ear,Afrotropics,276 g,,Gulf Of Oman,"grassland,terrestrial",20 dB,flight,apatite,Unknown,corneal eyes,Khathiar-Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian robin,Animalia,Chordata,Aves,https://eol.org/pages/45517421,Copsychus fulicatus (Indian Robin) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,,,,India,tropical,10 dB,bipedal movement,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian roller,Animalia,Chordata,Aves,https://eol.org/pages/45515856,"Coracias benghalensis (Indian Roller) is a species of birds in the family rollers. They are found in Afrotropics, the indo-malayan realm, and the palearctic. They rely on flight to move around.",tympanic middle ear,Afrotropics,166 g,,United States,"grassland,terrestrial",,flight,apatite,Increasing,corneal eyes,,,,,,,,,,,158 g,,8.9 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian scimitar babbler,Animalia,Chordata,Aves,https://eol.org/pages/45517108,Pomatorhinus horsfieldii (Indian Scimitar Babbler) is a species of birds in the family babblers. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,53 g,,India,"tropical,terrestrial",10 dB,bipedal movement,apatite,Increasing,corneal eyes,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian scops owl,Animalia,Chordata,Aves,https://eol.org/pages/45518925,Otus bakkamoena (Little Horned Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,,Hong Kong,terrestrial,-15 dB,flight,apatite,Stable,corneal eyes,Manchurian Mixed Forests,5000 Hz,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian silverbill,Animalia,Chordata,Aves,https://eol.org/pages/45511032,Euodice malabarica (Indian Silverbill) is a species of birds in the family Estrildid finches. They rely on flight to move around.,tympanic middle ear,,,,United States,"coastal,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian skimmer,Animalia,Chordata,Aves,https://eol.org/pages/45516169,Rynchops albicollis (Indian Skimmer) is a species of birds in the family Laridae. They are listed as endangered by IUCN. They are associated with freshwater habitat. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,,Asia,"freshwater,freshwater habitat",20 dB,flight,apatite,Decreasing,corneal eyes,,,endangered,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian spotted creeper,Animalia,Chordata,Aves,https://eol.org/pages/47043211,Salpornis spilonota (Indian Spotted Creeper) is a species of birds in the family treecreepers. They rely on flight to move around.,tympanic middle ear,,,,,arid,10 dB,bipedal movement,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian spotted eagle,Animalia,Chordata,Aves,https://eol.org/pages/36642485,Clanga hastata (Indian Spotted Eagle) is a species of birds in the family Accipitridae. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,,,,Cambodia,"tropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,5000 Hz,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian swiftlet,Animalia,Chordata,Aves,https://eol.org/pages/45516380,Aerodramus unicolor (Indian Swiftlet) is a species of birds in the family swifts. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,11 g,,India,"cave,terrestrial",,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,insectivore,,,,,,,,,,,,,,,,,,,,,,echolocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian vulture,Animalia,Chordata,Aves,https://eol.org/pages/1047562,Gyps indicus (Indian Vulture) is a species of birds in the family Accipitridae. They are listed as critically endangered by IUCN and in cites appendix ii. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,6250 g,,Afghanistan,terrestrial,20 dB,flight,apatite,Decreasing,corneal eyes,,,critically endangered,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45517329,"Zosterops palpebrosus (Indian White Eye) is a species of birds in the family white-eyes. They are found in australasia, the palearctic, and the indo-malayan realm. They visit flowers of tiger's claw. They rely on flight to move around.",tympanic middle ear,australasia,11 g,Magnolia baillonii Pierre,United States,"desert,terrestrial",,flight,,Decreasing,corneal eyes,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erythrina variegata L. (tiger's claw),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indigo bunting,Animalia,Chordata,Aves,https://eol.org/pages/1052079,"Passerina cyanea (Indigo Bunting) is a species of birds in the family cardinals. They are native to The Neotropics and The Nearctic. They are solitary, diurnal omnivores. They have parental care (pair provides care and female provides care). They rely on flight to move around.",,,,,United States,,,,,Decreasing,,,,,"Harvard UNiversity, Museum of Comparative Zoology",,,bilaterally symmetric,1 /year,The Neotropics,12 days,,,,,,,,,,terrestrial,omnivore,,,,insects,monogamous,solitary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indigo flowerpiercer,Animalia,Chordata,Aves,https://eol.org/pages/921771,Diglossa indigotica (Indigo Flower Piercer) is a species of birds in the family tanagers. They rely on flight to move around.,otoliths,,,,Colombia,terrestrial,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indigo flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45517483,Eumyias indigo (Indigo Flycatcher) is a species of birds in the family Old World flycatchers. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,,Malaysia,tropical,10 dB,bipedal movement,apatite,,corneal eyes,Sumatran Tropical Pine Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
