,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,body mass,eats,geographic distribution includes,habitat,hearing threshold,locomotion,mineralized skeleton contains,population trend,visual system,ecoregion,hearing range,conservation status,type specimen repository,mutualistic with,is vector for,body shape,litters per year,native range includes,prenatal development duration,weight,ecomorphological guild,life span,parasitized by,has endoparasite,preys on,bill length,tarsus length,temperature at range midpoint latitude,foraging habitat,trophic guild,genome size,behavioral circadian rhythm,body temperature,diet includes,mating system,social system,Leaf Complexity,leaf morphology,life cycle habit,photosynthetic pathway,plant growth form,plant lifeform,produces,seed dry mass,basal metabolic rate,growth rate,body length,has ectoparasite,has pathogen,parental care,visits flowers of,sensory system,mineralized tissue contains,reproduction,Total length,water depth,preyed upon by,clutch/brood/litter size,onset of fertility,is eaten by,used for,number of public records in bold,after harvest regrowth rate,anaerobic soil tolerance,bloom period,calcareous soil tolerance,fire resistance,fire tolerance,fruit or seed color,planting density,precipitation tolerance,seeds per pound,has host,pathogen of,visits,egg mass,tarsometatarsus + middle toe length,initial mortality rate,mortality rate doubling time,host of,is killed by,middle toe length
0,Indochinese barbet,Animalia,Chordata,Aves,https://eol.org/pages/45516524,Psilopogon annamensis (Indochinese Barbet) is a species of birds in the family Asian barbets. They rely on flight to move around.,tympanic middle ear,,,,Vietnam,"subtropical,terrestrial",20 dB,flight,apatite,Decreasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indochinese bush lark,Animalia,Chordata,Aves,https://eol.org/pages/45516993,Mirafra erythrocephala (Indochinese Bush Lark) is a species of birds in the family larks. They rely on flight to move around.,otoliths,,,,Cambodia,terrestrial,10 dB,bipedal movement,apatite,Stable,corneal eyes,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indochinese cuckooshrike,Animalia,Chordata,Aves,https://eol.org/pages/47363686,Lalage polioptera (Indochinese Cuckooshrike) is a species of birds in the family cuckoo-shrikes. They rely on flight to move around.,tympanic middle ear,,,,Vietnam,terrestrial,10 dB,flight,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indochinese fulvetta,Animalia,Chordata,Aves,https://eol.org/pages/28354644,Fulvetta danisi (Indochinese Fulvetta) is a species of birds in the family Sylviidae. They rely on flight to move around.,tympanic middle ear,,,,Vietnam,"temperate,terrestrial",10 dB,flight,apatite,Increasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indochinese green magpie,Animalia,Chordata,Aves,https://eol.org/pages/916445,Cissa hypoleuca (Indochinese Green Magpie) is a species of birds in the family Corvidae. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,,,Cambodia,terrestrial,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,Hainan Island Monsoon Rain Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indochinese roller,Animalia,Chordata,Aves,https://eol.org/pages/58799978,Coracias affinis (Indochinese Roller) is a species of  in the family rollers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indochinese yuhina,Animalia,Chordata,Aves,https://eol.org/pages/45517283,Yuhina torqueola (Indochinese Yuhina) is a species of birds in the family white-eyes. They rely on flight to move around.,otoliths,,,,China,terrestrial,10 dB,bipedal movement,apatite,Unknown,corneal eyes,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indonesian honeyeater,Animalia,Chordata,Aves,https://eol.org/pages/1265141,Lichmera limbata (Indonesian Honeyeater) is a species of birds in the family honeyeaters. They are found in australasia and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,australasia,,,Indonesia,subtropical,10 dB,bipedal movement,apatite,,corneal eyes,Lesser Sundas Deciduous Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Inland dotterel,Animalia,Chordata,Aves,https://eol.org/pages/1049130,Peltohyas australis (Inland Dotterel) is a species of birds in the family Charadriidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,107 g,,Australia,"desert,terrestrial",20 dB,bipedal movement,apatite,Unknown,corneal eyes,Mount Lofty Woodlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Inland thornbill,Animalia,Chordata,Aves,https://eol.org/pages/45518124,Acanthiza apicalis (Inland Thornbill) is a species of birds in the family Acanthizidae. They rely on flight to move around.,tympanic middle ear,,8.5 g,,Australia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,5000 Hz,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Intermediate egret,Animalia,Chordata,Aves,https://eol.org/pages/1065040,Ardea intermedia (Intermediate Egret) is a species of birds in the family Ardeidae. They are associated with freshwater habitat. They rely on flight to move around.,tympanic middle ear,,,,Australia,"freshwater,marine",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,5000 Hz,,SNSB-Zoologische Staatssammlung Muenchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Invisible rail,Animalia,Chordata,Aves,https://eol.org/pages/45516120,Habroptila wallacii (Drummer Rail) is a species of birds in the family rails. They are listed as vulnerable by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,,Indonesia,"swamp forest,freshwater habitat",20 dB,flight,apatite,Decreasing,corneal eyes,,,vulnerable,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Iphis monarch,Animalia,Chordata,Aves,https://eol.org/pages/45518225,"Pomarea iphis (Iphis Monarch) is a species of birds in the family monarch flycatchers. They are listed as critically endangered by IUCN. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",23.9 g,,South Pacific,"tropical,terrestrial",10 dB,flight,apatite,Stable,corneal eyes,,,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Iquitos gnatcatcher,Animalia,Chordata,Aves,https://eol.org/pages/45513396,Polioptila clementsi (Iquitos Gnatcatcher) is a species of birds in the family gnatcatchers. They rely on flight to move around.,tympanic middle ear,,6 g,,Peru,,10 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Iraq babbler,Animalia,Chordata,Aves,https://eol.org/pages/52571172,Argya altirostris (Iraq Babbler) is a species of birds in the family Leiothrichidae. They rely on flight to move around.,tympanic middle ear,,,,,freshwater habitat,10 dB,flight,apatite,Decreasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Iringa akalat,Animalia,Chordata,Aves,https://eol.org/pages/45514772,Sheppardia lowei (Iringa Akalat) is a species of birds in the family Old World flycatchers. They are listed as vulnerable by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,21.2 g,,Indian Ocean,"tropical,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Iriomote tit,Animalia,Chordata,Aves,https://eol.org/pages/47043472,Sittiparus olivaceus (Iriomote Tit) is a species of birds in the family Paridae. They rely on flight to move around.,tympanic middle ear,,,,,,10 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Iris lorikeet,Animalia,Chordata,Aves,https://eol.org/pages/1178093,Psitteuteles iris (Iris Lorikeet) is a species of birds in the family Psittaculidae. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,,Indonesia,,20 dB,bipedal movement,apatite,,corneal eyes,Timor And Wetar Deciduous Forests,5000 Hz,cites appendix ii,,,,,,,,,,24.1 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Isabela oriole,Animalia,Chordata,Aves,https://eol.org/pages/1051829,Oriolus isabellae (Isabela Oriole) is a species of birds in the family orioles. They are listed as critically endangered by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,50 g,,,"mountain,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,Luzon Rain Forests,,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Isabelline bushhen,Animalia,Chordata,Aves,https://eol.org/pages/45516108,Amaurornis isabellina (Isabelline Bush Hen) is a species of birds in the family rails. They rely on flight to move around.,otoliths,,,,Indonesia,freshwater habitat,20 dB,bipedal movement,apatite,Unknown,corneal eyes,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Isabelline shrike,Animalia,Chordata,Aves,https://eol.org/pages/45513629,"Lanius isabellinus (Isabelline Shrike) is a species of birds in the family true shrikes. They are found in Afrotropics, the palearctic, and the indo-malayan realm. They rely on flight to move around.",tympanic middle ear,Afrotropics,30.3 g,,Bahrain,,10 dB,flight,apatite,,corneal eyes,Central Asian Southern Desert,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pseudocerastes urarachnoides Bostanchi, Anderson, Kami & Papenfuss 2006",,,,,,,,,,,,,,,,,,,,,,,Cuculus canorus Linnaeus 1758 (Common cuckoo),,
0,Isabelline wheatear,Animalia,Chordata,Aves,https://eol.org/pages/45513721,"Oenanthe isabellina (Isabelline Wheatear) is a species of birds in the family Old World flycatchers. They are found in the palearctic, Afrotropics, and the indo-malayan realm. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",tympanic middle ear,the palearctic,29 g,,Bahrain,"steppe,terrestrial",,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,terrestrial,invertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Island imperial pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516317,Ducula pistrinaria (Floury Imperial Pigeon) is a species of birds in the family Columbidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,525 g,,Solomon Islands,"forest,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Island leaf warbler,Animalia,Chordata,Aves,https://eol.org/pages/45517053,Phylloscopus maforensis (Island Leaf Warbler) is a species of birds in the family Phylloscopidae. They rely on flight to move around.,tympanic middle ear,,,,Indonesia,,10 dB,bipedal movement,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Island monarch,Animalia,Chordata,Aves,https://eol.org/pages/45516898,Monarcha cinerascens (Island Monarch) is a species of birds in the family monarch flycatchers. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,41 g,,South Pacific,"subtropical,terrestrial",10 dB,flight,apatite,Stable,corneal eyes,,,,Museum of Zoology Senckenberg Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Island scrub jay,Animalia,Chordata,Aves,https://eol.org/pages/45509988,Aphelocoma insularis (Island Scrub Jay) is a species of birds in the family Corvidae. They are found in The Nearctic. They rely on flight to move around.,tympanic middle ear,The Nearctic,117 g,,United States,cave,,bipedal movement,,,corneal eyes,,,,,,,,1 /year,,18 days,114 g,,15.3 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
0,Island swiftlet,Animalia,Chordata,Aves,https://eol.org/pages/1178569,Aerodramus inquietus (Caroline Islands Swiftlet) is a species of birds in the family swifts. They rely on flight to move around.,tympanic middle ear,,,,Micronesia,"subtropical,terrestrial",20 dB,bipedal movement,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,insectivore,,,,,,,,,,,,,,,,,,,,,,echolocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Island thrush,Animalia,Chordata,Aves,https://eol.org/pages/45518359,"Turdus poliocephalus (Island Thrush) is a species of birds in the family thrushes. They are found in Oceania continent (Australia, NZ and islands), the palearctic, australasia, and the indo-malayan realm. They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",69.3 g,,South Pacific,mountain,10 dB,flight,apatite,,corneal eyes,New Caledonia Rain Forests,5000 Hz,,(CM) - CM Birds Collection {http://www.carnegiemnh.org/birds/index.html},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Island whistler,Animalia,Chordata,Aves,https://eol.org/pages/45516811,Pachycephala phaionota (Island Whistler) is a species of birds in the family whistlers. They rely on flight to move around.,tympanic middle ear,,,,Indonesia,"mangrove swamp,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Islet kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/47042867,Todiramphus colonus (Islet Kingfisher) is a species of birds in the family Alcedinidae. They rely on flight to move around.,tympanic middle ear,,,,,tropical,20 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Isthmian wren,Animalia,Chordata,Aves,https://eol.org/pages/47043048,Cantorchilus elutus (Isthmian Wren) is a species of birds in the family wrens. They rely on flight to move around.,tympanic middle ear,,,,,,10 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Italian sparrow,Animalia,Chordata,Aves,https://eol.org/pages/45513731,Passer italiae (Italian Sparrow) is a species of birds in the family Old World sparrows. They rely on flight to move around.,tympanic middle ear,,,,Austria,,10 dB,bipedal movement,apatite,,corneal eyes,,5000 Hz,,NHMUK,,,,,,,,,,,,Harmonia axyridis (Pallas 1773) (Harlequin Ladybird),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accipiter nisus (Linnaeus 1758) (Eurasian Sparrowhawk),,,,,,,,,,,,,,,Eucalyptus tereticornis Sm. (forest redgum),,,,,,Felis catus Linnaeus 1758 (cat),
0,Itatiaia spinetail,Animalia,Chordata,Aves,https://eol.org/pages/284051,Asthenes moreirae (Itatiaia Spinetail) is a species of birds in the family ovenbirds. They rely on flight to move around.,tympanic middle ear,,,,Brazil,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Itombwe flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45514725,Muscicapa itombwensis (Itombwe Flycatcher) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,,Democratic Republic Of The Congo,subtropical,10 dB,flight,apatite,,corneal eyes,Albertine Rift Montane Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ituri batis,Animalia,Chordata,Aves,https://eol.org/pages/45515138,Batis ituriensis (Ituri Batis) is a species of birds in the family Afrikansiepot. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,,Uganda,terrestrial,10 dB,flight,apatite,Stable,corneal eyes,Northeastern Congolian Lowland Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ivory gull,Animalia,Chordata,Aves,https://eol.org/pages/45509269,Pagophila eburnea (Ivory Gull) is a species of birds in the family Laridae. They are listed as near threatened by IUCN and as endangered by COSEWIC. They are found in The Nearctic and the palearctic. Individuals can grow to 120 cm. They rely on flight to move around.,,The Nearctic,,Micromesistius poutassou (Risso 1827) (blue whiting),arctic,sea ice,,flight,,Decreasing,,,,,,,,,1 /year,,25 days,550 g,nectonic,23.9 years,,,,,,,,,,,,,,,,,,,,,,,,,120 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Izu thrush,Animalia,Chordata,Aves,https://eol.org/pages/45518879,Turdus celaenops (Izu Thrush) is a species of birds in the family thrushes. They are listed as vulnerable by IUCN. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,the palearctic,90 g,,Japan,terrestrial,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,Mongolian-Manchurian Grassland,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jabiru,Animalia,Chordata,Aves,https://eol.org/pages/45511327,Jabiru mycteria (Jabiru Stork) is a species of birds in the family Ciconiidae. They are listed in cites appendix i. They are associated with freshwater habitat. They are native to The Nearctic and The Neotropics. They are diurnal carnivores. They have parental care (female provides care and paternal care). They rely on flight to move around.,,The Neotropics,,,United States,,,flight,,Unknown,,,,,,,,bilaterally symmetric,,The Nearctic,,,,27.4 years,,,,,,,,piscivore,,,,carrion,monogamous,group living,,,,,,,,,,,,,,protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jack snipe,Animalia,Chordata,Aves,https://eol.org/pages/45509173,"Lymnocryptes minimus (Jack Snipe) is a species of birds in the family Scolopacidae. They are associated with freshwater habitat. They are found in Afrotropics, the indo-malayan realm, and the palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",tympanic middle ear,Afrotropics,50 g,,United States,marsh,,flight,,Stable,corneal eyes,,,,,,,,,,,50.2 g,,12.3 years,,,,,,,freshwater,invertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jackal buzzard,Animalia,Chordata,Aves,https://eol.org/pages/1048448,Buteo rufofuscus (Jackal Buzzard) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in Afrotropics. They are diurnal. They have parental care (cooperative breeding). They rely on flight to move around.,tympanic middle ear,Afrotropics,1531 g,,Zimbabwe,"mountain,terrestrial",,flight,,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,terrestrial,vertivore,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jacksons hornbill,Animalia,Chordata,Aves,https://eol.org/pages/45514105,Tockus jacksoni (Jackson's Hornbill) is a species of birds in the family hornbills. They rely on flight to move around.,otoliths,,,,Kenya,"lake,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jacksons spurfowl,Animalia,Chordata,Aves,https://eol.org/pages/45513792,Pternistis jacksoni (Jackson's Francolin) is a species of birds in the family Phasianidae. They rely on flight to move around.,otoliths,,,,,terrestrial,20 dB,bipedal movement,apatite,Stable,corneal eyes,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jacksons widowbird,Animalia,Chordata,Aves,https://eol.org/pages/45515040,Euplectes jacksoni (Jackson's Whydah) is a species of birds in the family Weavers & allies. They are listed as near threatened by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,43 g,,United States,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jacky winter,Animalia,Chordata,Aves,https://eol.org/pages/45518315,Microeca fascinans (Jacky Winter) is a species of birds in the family australasian robins. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,,Indian Ocean,"pasture,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,Great Sandy-Tanami Desert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,
0,Jacobin cuckoo,Animalia,Chordata,Aves,https://eol.org/pages/45518919,Clamator jacobinus (Jacobin Cuckoo) is a species of birds in the family Cuculidae. They rely on flight to move around.,tympanic middle ear,,100 g,,Mozambique,"tropical,terrestrial",,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,CORRUPTED VALUE for trait R20-PK36770998,,,,,,1.399 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CORRUPTED VALUE for trait R20-PK36822047,,,,,,,,,
0,Jalca tapaculo,Animalia,Chordata,Aves,https://eol.org/pages/58799949,Scytalopus frankeae (Jalca Tapaculo) is a species of  in the family Formicariidae.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jamaican becard,Animalia,Chordata,Aves,https://eol.org/pages/45509912,Pachyramphus niger (Jamaican Becard) is a species of birds in the family Tityridae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,41.5 g,,Colombia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
