,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,ecoregion,geographic distribution includes,habitat,has ectoparasite,hearing range,hearing threshold,locomotion,mineralized skeleton contains,population trend,visual system,body mass,conservation status,type specimen repository,foraging habitat,trophic guild,is vector for,eats,body shape,body temperature,diet includes,ecomorphological guild,mating system,native range includes,prenatal development duration,social system,litters per year,life span,visits flowers of,weight,growth rate,trophic level,used for,behavioral circadian rhythm,preys on,preyed upon by,basal metabolic rate,bill length,tarsus length,temperature at range midpoint latitude,parasitized by,is eaten by,host of,egg mass,initial mortality rate,clutch/brood/litter size,parental care,tarsometatarsus + middle toe length,sensory system,genome size,has host,body length,diet breadth,geographic range (size of area),habitat breadth,social group size,onset of fertility,mineralized tissue contains,reproduction,Total length,territorial,mutualistic with,pathogen of
0,Whiskered myiobius,Animalia,Chordata,Aves,https://eol.org/pages/1053204,Myiobius barbatus (Bearded Flycatcher) is a species of birds in the family Tityridae. They rely on flight to move around.,tympanic middle ear,,,Belize,"subtropical,terrestrial",,5000 Hz,10 dB,bipedal movement,apatite,Stable,corneal eyes,13.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,,,,,,,,,,,
0,Whiskered pitta,Animalia,Chordata,Aves,https://eol.org/pages/50950483,Pitta kochi (Whiskered Pitta) is a species of . They are listed in cites appendix i. They are found in the indo-malayan realm.,,the indo-malayan realm,Luzon Montane Rain Forests,The Philippines,,,,,,,,,,cites appendix i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Whiskered screech owl,Animalia,Chordata,Aves,https://eol.org/pages/45510725,Megascops trichopsis (Whiskered Screech Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are nocturnal. They rely on flight to move around.,tympanic middle ear,,,United States,terrestrial,,,-15 dB,flight,apatite,Increasing,corneal eyes,121 g,cites appendix ii,(MLZ) - MLZ Bird Collection (Arctos) {http://www.oxy.edu/moore-lab-zoology},,,,,,,,,,,,,,,,,,,,nocturnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Whiskered treeswift,Animalia,Chordata,Aves,https://eol.org/pages/1048638,Hemiprocne comata (Whiskered Treeswift) is a species of birds in the family crested-swifts. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,Peninsular Malaysian Peat Swamp Forests,Indian Ocean,"subtropical,terrestrial",,,20 dB,flight,apatite,Decreasing,corneal eyes,,,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Whiskered wren,Animalia,Chordata,Aves,https://eol.org/pages/1052985,Pheugopedius mystacalis (Whiskered Wren) is a species of birds in the family wrens. They rely on flight to move around.,tympanic middle ear,,,Bolivia,terrestrial,,5000 Hz,10 dB,bipedal movement,apatite,Unknown,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Whiskered yuhina,Animalia,Chordata,Aves,https://eol.org/pages/45517286,Yuhina flavicollis (Whiskered Yuhina) is a species of birds in the family white-eyes. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,,Vietnam,"subtropical,terrestrial",,,10 dB,flight,apatite,Unknown,corneal eyes,22 g,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Whistlers warbler,Animalia,Chordata,Aves,https://eol.org/pages/52571047,Phylloscopus whistleri (Whistler's Warbler) is a species of birds in the family Phylloscopidae. They rely on flight to move around.,tympanic middle ear,,,,terrestrial,,5000 Hz,10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Whistling cisticola,Animalia,Chordata,Aves,https://eol.org/pages/45514468,Cisticola lateralis (Whistling Cisticola) is a species of birds in the family African warblers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,Western Guinean Lowland Forests,North Atlantic,"coastal,terrestrial",,,10 dB,flight,apatite,Stable,corneal eyes,19 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Whistling fruit dove,Animalia,Chordata,Aves,https://eol.org/pages/1049870,"Ptilinopus layardi (Whistling Dove) is a species of birds in the family Columbidae. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",fiji tropical moist forests,Fiji,tropical,,5000 Hz,20 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Whistling green pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516267,Treron formosae (Taiwan Green Pigeon) is a species of birds in the family Columbidae. They are listed as near threatened by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,Japan,"tropical,terrestrial",,,,flight,,Decreasing,corneal eyes,140 g,near threatened,NHMUK,,,,Ardisia (marlberry),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Whistling heron,Animalia,Chordata,Aves,https://eol.org/pages/45511518,Syrigma sibilatrix (Whistling Heron) is a species of birds in the family Ardeidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,Uruguayan Savanna,United States,"tropical,terrestrial",,,20 dB,flight,apatite,Unknown,corneal eyes,555 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Whistling kite,Animalia,Chordata,Aves,https://eol.org/pages/914573,Haliastur sphenurus (Whistling Kite) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in australasia. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,australasia,,New Caledonia,"mountain,freshwater habitat",,,,flight,,Decreasing,corneal eyes,753 g,cites appendix ii,,terrestrial,vertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Whistling warbler,Animalia,Chordata,Aves,https://eol.org/pages/1052089,Catharopeza bishopi (Whistling Warbler) is a species of birds in the family New World warblers. They are listed as endangered by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Saint Vincent And The Grenadines,"river,terrestrial",,,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,17.5 g,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,White bellbird,Animalia,Chordata,Aves,https://eol.org/pages/904336,Procnias albus (White Bellbird) is a species of birds in the family cotingas. They rely on flight to move around.,tympanic middle ear,,,Brazil,terrestrial,,5000 Hz,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,210 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,White cockatoo,Animalia,Chordata,Aves,https://eol.org/pages/45509794,Cacatua alba (White Cockatoo) is a species of birds in the family cockatoos. They are listed as endangered by IUCN and in cites appendix ii. They are native to Australia. They are diurnal herbivores. They have parental care (female provides care and paternal care). They rely on flight to move around.,,australasia,,United States,,,,,flight,,Decreasing,,,,,,frugivore,,,bilaterally symmetric,,fruit,,monogamous,Australia,30 days,group living,,,,,0.13 /day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,White eared pheasant,Animalia,Chordata,Aves,https://eol.org/pages/45516028,Crossoptilon crossoptilon (White Eared Pheasant) is a species of birds in the family Phasianidae. They are listed as near threatened by IUCN and in cites appendix i. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,Tibetan Plateau Alpine Shrub And Meadows,United States,"alpine,terrestrial",,,20 dB,flight,apatite,Decreasing,corneal eyes,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,White hawk,Animalia,Chordata,Aves,https://eol.org/pages/45511553,Pseudastur albicollis (White Hawk) is a species of birds in the family Accipitridae. They rely on flight to move around.,tympanic middle ear,,,Belize,"tropical,terrestrial",,5000 Hz,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,White monjita,Animalia,Chordata,Aves,https://eol.org/pages/57691242,Xolmis dominicanus (Black And White Monjita) is a species of  in the family tyrant flycatchers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,White stork,Animalia,Chordata,Aves,https://eol.org/pages/45513558,"Ciconia ciconia (White Stork) is a species of birds in the family Ciconiidae. They are native to Asia, the Palearctic, and Ethiopia. They are diurnal carnivores. They have parental care (female provides care, occasionally breeds cooperatively, and paternal care). They rely on flight to move around.",,the palearctic,,United States,,,,,,,Increasing,,,,,terrestrial,vertivore,,,bilaterally symmetric,,worms,,monogamous,Asia,33 days,group living,,,,,0.17 /day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,White swamphen,Animalia,Chordata,Aves,https://eol.org/pages/915924,Porphyrio albus (White Fulica) is a species of birds in the family rails. This species is extinct. They rely on flight to move around.,tympanic middle ear,,,South Pacific,terrestrial,,5000 Hz,20 dB,flight,apatite,,corneal eyes,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,White tern,Animalia,Chordata,Aves,https://eol.org/pages/45509260,"Gygis alba (Angel Tern) is a species of birds in the family Laridae. They are found in the indo-malayan realm, Afrotropics, Oceania continent (Australia, NZ and islands), australasia, and The Neotropics. They rely on flight to move around.",,the indo-malayan realm,,New Zealand,,,,,flight,,Stable,,,,,,,,,,,,nectonic,,,36 days,,,35.9 years,,,0.094 /day,,,,,,0.82236 watts,39 mm,,28.8 degrees celsius,,,,,,,,32 mm,,,,,,,,,,,,,,,
0,White wagtail,Animalia,Chordata,Aves,https://eol.org/pages/45511047,"Motacilla alba (White Wagtail) is a species of birds in the family Motacillidae. They are found in the palearctic, Afrotropics, The Nearctic, the indo-malayan realm, and australasia. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",,the indo-malayan realm,,United States,,,,,flight,,Stable,,,,Zoologisches Forschungsmuseum Alexander Koenig,terrestrial,invertivore,,,,,,,,,14 days,,1 /year,13.7 years,,24.1 g,,,,,,,0.3 watts,,,,,,,,,,,,,,,,,,,,,,,,,,
0,White woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/1177488,Melanerpes candidus (White Woodpecker) is a species of birds in the family woodpeckers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,United States,"scrubland,terrestrial",,,,flight,apatite,Increasing,corneal eyes,130 g,,"University Museum of Zoology, Cambridge",,,,Erythroxylum (coca),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Whitehead,Animalia,Chordata,Aves,https://eol.org/pages/45516427,Harpactes whiteheadi (Whitehead's Trogon) is a species of birds in the family Trogonidae. They are listed as near threatened by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,Borneo Montane Rain Forests,Malaysia,"mountain,terrestrial",,,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Whiteheads broadbill,Animalia,Chordata,Aves,https://eol.org/pages/45516627,Calyptomena whiteheadi (Whitehead's Broadbill) is a species of birds in the family broadbills. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,Kinabalu Montane Alpine Meadows,Malaysia,terrestrial,,5000 Hz,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,171 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Whiteheads spiderhunter,Animalia,Chordata,Aves,https://eol.org/pages/45517650,Arachnothera juliae (Whitehead's Spiderhunter) is a species of birds in the family Sunbirds. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,Kinabalu Montane Alpine Meadows,Malaysia,"subtropical,terrestrial",,5000 Hz,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Whiteheads swiftlet,Animalia,Chordata,Aves,https://eol.org/pages/45516388,Aerodramus whiteheadi (Whitehead's Swiftlet) is a species of birds in the family swifts. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,The Philippines,"subtropical,terrestrial",,,,flight,apatite,Decreasing,corneal eyes,14 g,,,,insectivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echolocation,,,,,,,,,,,,,,
0,Whiteheads trogon,Animalia,Chordata,Aves,https://eol.org/pages/45516427,Harpactes whiteheadi (Whitehead's Trogon) is a species of birds in the family Trogonidae. They are listed as near threatened by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,Borneo Montane Rain Forests,Malaysia,"mountain,terrestrial",,,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Whites thrush,Animalia,Chordata,Aves,https://eol.org/pages/45518862,Zoothera aurea (White's Thrush) is a species of birds in the family thrushes. They rely on flight to move around.,tympanic middle ear,,,China,terrestrial,,5000 Hz,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Whooper swan,Animalia,Chordata,Aves,https://eol.org/pages/45510546,"Cygnus cygnus (Whooper Swan) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They are native to Asia, the Palearctic, and The Nearctic. They are diurnal omnivores. They have parental care (pair provides care, paternal care, and female provides care). They rely on swimming, drag powered swimming, and flight to move around.",,the palearctic,,United States,,,,,flight,,Unknown,,,,Staatliches Museum fuer Naturkund Stuttgart,freshwater,insectivore,,,bilaterally symmetric,,insects,,monogamous,Asia,,group living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Whooping crane,Animalia,Chordata,Aves,https://eol.org/pages/45510672,"Grus americana (Whooping Crane) is a species of birds in the family cranes. They are listed as endangered by IUCN, as endangered by COSEWIC, and in cites appendix i. They are associated with freshwater habitat. They are native to United States and The Nearctic. They are solitary, diurnal omnivores. They have parental care (paternal care, pair provides care, and female provides care). They rely on gliding and flight to move around.",,The Nearctic,,United States,,,,,,,Increasing,,,,,freshwater,invertivore,,,bilaterally symmetric,,reptiles,,monogamous,United States,31 days,solitary,,,,,0.072 /day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Whooping motmot,Animalia,Chordata,Aves,https://eol.org/pages/45509683,Momotus subrufescens (Whooping Motmot) is a species of birds in the family motmots. They rely on flight to move around.,otoliths,,,Colombia,terrestrial,,1000 Hz,20 dB,bipedal movement,apatite,Stable,corneal eyes,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Whytes barbet,Animalia,Chordata,Aves,https://eol.org/pages/1177705,Stactolaema whytii (Whyte's Barbet) is a species of birds in the family African barbets. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,Mozambique,terrestrial,,,,flight,,Decreasing,corneal eyes,62.5 g,,,,,,Tabebuia (roble),,,,,,,,,,,,,,,,,,,,18.8 mm,20.9 mm,13.96 degrees celsius,,,,,,,,,,,,,,,,,,,,,,,
0,Wild turkey,Animalia,Chordata,Aves,https://eol.org/pages/1276294,Meleagris gallopavo mexicana (Gould's Wild Turkey) is a subspecies of birds in the family Phasianidae. They rely on flight to move around.,tympanic middle ear,,,,,,5000 Hz,20 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,28 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Willards sooty boubou,Animalia,Chordata,Aves,https://eol.org/pages/45515192,Laniarius willardi (Willard's Sooty Boubou) is a species of birds in the family Bushshrike. They rely on flight to move around.,tympanic middle ear,,,Uganda,banana plantation,,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Willet,Animalia,Chordata,Aves,https://eol.org/pages/45509210,Tringa semipalmata (Willet) is a species of birds in the family Scolopacidae. They are associated with freshwater habitat. They rely on flight to move around.,,,,United States,freshwater,,,,flight,,Stable,corneal eyes,,,,,,,Emerita analoga (Stimpson 1857) (Pacific Mole Crab),,,,nectonic,,,22 days,,1 /year,12.6 years,,270 g,,,,,Emerita talpoida (Say 1817) (Atlantic Mole Crab),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Williamsons sapsucker,Animalia,Chordata,Aves,https://eol.org/pages/45509743,Sphyrapicus thyroideus (Williamson's Sapsucker) is a species of birds in the family woodpeckers. They are listed as endangered by COSEWIC. They are found in The Neotropics and The Nearctic. They rely on flight to move around.,tympanic middle ear,The Neotropics,,United States,"marine,terrestrial",,,,flight,,Stable,corneal eyes,1.62 oz,endangered,,,,,Coccinellidae (ladybird beetles),,108.2 degrees fahrenheit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Willie wagtail,Animalia,Chordata,Aves,https://eol.org/pages/45518649,Rhipidura leucophrys (Willie Wagtail) is a species of birds in the family Rhipiduridae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,South Pacific,"grassland,freshwater habitat",,,,flight,apatite,Increasing,corneal eyes,,,"University Museum of Zoology, Cambridge",,,,Anisoptera,,,,,,,,,,,,,,,,,Orthetrum caledonicum (Brauer 1865),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Willow flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/1249190,Empidonax traillii extimus (Southwestern Willow Flycatcher) is a subspecies of birds in the family tyrant flycatchers. They rely on flight to move around.,tympanic middle ear,,,,,,5000 Hz,10 dB,flight,apatite,,corneal eyes,,endangered,,,,,,,,,,,,,,,,,,,,,,,Thamnophis sirtalis dorsalis (Baird & Girard 1853),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Willow ptarmigan,Animalia,Chordata,Aves,https://eol.org/pages/45510637,"Lagopus lagopus (Willow Ptarmigan) is a species of birds in the family Phasianidae. They are native to The Nearctic and the Palearctic. They are diurnal omnivores. They have parental care (pair provides care, female provides care, and paternal care). They rely on flight to move around.",,,,United States,,,,,,,,,,,,terrestrial,,,,bilaterally symmetric,,seeds,,monogamous,The Nearctic,26 days,group living,1 /year,,,,,,,,,,,14.1 mm,36.4 mm,-15.69 degrees celsius,,,,,,,,,,,,,,,,,,,,,,,
0,Willow tit,Animalia,Chordata,Aves,https://eol.org/pages/12120115,Poecile montanus uralensis (Willow Tit) is a subspecies of birds in the family Paridae. They rely on flight to move around.,tympanic middle ear,,,,,,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Willow warbler,Animalia,Chordata,Aves,https://eol.org/pages/45510046,"Phylloscopus trochilus (Willow Warbler) is a species of birds in the family Phylloscopidae. They are found in Afrotropics, Antarctica, and the palearctic. They are diurnal. They have parental care (occasionally breeds cooperatively). They rely on flight to move around.",,Afrotropics,,Mozambique,,,,,flight,,Decreasing,,,,,terrestrial,invertivore,,,,,,,,,13 days,,,11.8 years,,8.7 g,0.574 /day,,,,,,0.208 watts,,,,,,,,,,,,,1.323 pg,,,,,,,,,,,,,
0,Wilsons indigobird,Animalia,Chordata,Aves,https://eol.org/pages/45515047,Vidua wilsoni (Wilson's Indigobird) is a species of birds in the family Viduidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,Western Congolian Forest-Savanna Mosaic,Ghana,"coastal,freshwater habitat",,,10 dB,bipedal movement,apatite,Stable,corneal eyes,14 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Wilsons phalarope,Animalia,Chordata,Aves,https://eol.org/pages/45509250,"Phalaropus tricolor (Wilson's Phalarope) is a species of birds in the family Scolopacidae. They are found in The Nearctic, The Neotropics, and Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,The Nearctic,,Manitoba,lake,,,,flight,,,corneal eyes,2.34 oz,,,,,,Artemia (Brine shrimp),,,,nectonic,,,23 days,,,10 years,,57 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Wilsons plover,Animalia,Chordata,Aves,https://eol.org/pages/45509158,Charadrius wilsonia (Wilson's Plover) is a species of birds in the family Charadriidae. They are found in The Neotropics and The Nearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,The Neotropics,,Mexico,"beach,marine",,,,flight,,Decreasing,corneal eyes,55 g,,,aquatic,invertivore,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Wilsons snipe,Animalia,Chordata,Aves,https://eol.org/pages/45509178,Gallinago delicata (Common Snipe) is a species of birds in the family Scolopacidae. They rely on flight to move around.,tympanic middle ear,,,United States,tundra,,,,flight,,Increasing,corneal eyes,5 oz,,"University Museum of Zoology, Cambridge",,,,Neoscapteriscus didactylus (Latreille 1804),,,,,,,,,,9.2 years,,122 g,,,,,,,,,,,,,,,,,,,,,Gallinago delicata (Ord 1825) (Common snipe),,,,,,,,,,,,
0,Wilsons storm petrel,Animalia,Chordata,Aves,https://eol.org/pages/45509003,"Oceanites oceanicus (Wilson's Storm Petrel) is a species of birds in the family Oceanitidae. They are found in Afrotropics, Antarctica, and australasia. They are diurnal. Individuals can grow to 42 cm. They have parental care (pair provides care). They rely on flight to move around.",,Afrotropics,,Marshall Islands,coastal,,,,flight,,Stable,,,,"Harvard UNiversity, Museum of Comparative Zoology",marine pelagic,invertivore,,Illex Steenstrup 1880,,,,nectonic,,,,,,,,,,,,,Electrona antarctica (Günther 1878) (Antarctic lanternfish),,,,,,,,,,,,,,,,,38 cm,,,,,,,,,,,
0,Wilsons warbler,Animalia,Chordata,Aves,https://eol.org/pages/45511124,Cardellina pusilla (Wilson's Warbler) is a species of birds in the family New World warblers. They visit flowers of black cherry. They rely on flight to move around.,tympanic middle ear,,,United States,"river,freshwater habitat",,5000 Hz,10 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,Fremontodendron (flannelbush),,,,,,,,,,,Prunus serotina Ehrh. (black cherry),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Winchells kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/45516473,Todiramphus winchelli (Winchell's Kingfisher) is a species of birds in the family Alcedinidae. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,,,The Philippines,terrestrial,,5000 Hz,20 dB,flight,apatite,Decreasing,corneal eyes,64.09999999999999 g,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Winding cisticola,Animalia,Chordata,Aves,https://eol.org/pages/45514487,Cisticola marginatus (Winding Cisticola) is a species of birds in the family African warblers. They rely on flight to move around.,tympanic middle ear,,,Democratic Republic Of The Congo,grassland,,5000 Hz,10 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Winifreds warbler,Animalia,Chordata,Aves,https://eol.org/pages/45514598,Scepomycter winifredae (Winifred's Warbler) is a species of birds in the family African warblers. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,,,Indian Ocean,"montane forest,terrestrial",,5000 Hz,10 dB,flight,apatite,Decreasing,corneal eyes,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Winter wren,Animalia,Chordata,Aves,https://eol.org/pages/45510118,Troglodytes hiemalis (Winter Wren) is a species of birds in the family wrens. They rely on flight to move around.,tympanic middle ear,,,United States,cave,,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,,,,Curculionidae (weevils),,,,,,,,,,,,,,,,,,Baeolophus bicolor (Linnaeus 1766) (Tufted Titmouse),,,,,,,Plagiorhynchus (Plagiorhynchus) paulus Van Cleave & Williams 1950,,,,,,,,,,,,,,,,,,,,
0,Wompoo fruit dove,Animalia,Chordata,Aves,https://eol.org/pages/45516282,Ptilinopus magnificus (Wompoo Fruit Dove) is a species of birds in the family Columbidae. They are found in australasia. They are diurnal. They rely on flight to move around.,tympanic middle ear,australasia,,United States,subtropical,,,20 dB,flight,apatite,,corneal eyes,228 g,,,,,,Archontophoenix cunninghamiana (H. Wendl.) H. Wendl. & Drude,,,,,,,,,,,,,,,,diurnal,Ptilinopus magnificus (Temminck 1821) (Wompoo Fruit Dove),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Wonga pigeon,Animalia,Chordata,Aves,https://eol.org/pages/1049801,Leucosarcia melanoleuca (Wonga Pigeon) is a species of birds in the family Columbidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Australia,"terrestrial,terrestrial",,,,bipedal movement,,Decreasing,corneal eyes,445 g,,,,,,,,,,,,,,,,16.3 years,,429 g,,,,,,,1.695 watts,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Wood duck,Animalia,Chordata,Aves,https://eol.org/pages/1048531,Chenonetta jubata (Australian Wood Duck) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They are found in australasia. They rely on flight and drag powered swimming to move around.,tympanic middle ear,australasia,,United States,"coastal,freshwater habitat",,,20 dB,flight,apatite,Stable,corneal eyes,984 g,,,,,,Fabaceae (pea family),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Wood pipit,Animalia,Chordata,Aves,https://eol.org/pages/45515078,Anthus nyassae (Wood Pipit) is a species of birds in the family Motacillidae. They rely on flight to move around.,tympanic middle ear,,,Mozambique,grassland,,5000 Hz,10 dB,bipedal movement,apatite,,corneal eyes,25.9 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Wood sandpiper,Animalia,Chordata,Aves,https://eol.org/pages/45509207,"Tringa glareola (Wood Sandpiper) is a species of birds in the family Scolopacidae. They are associated with freshwater habitat. They are native to Asia, the Palearctic, Ethiopia, and Australia. They are solitary, nocturnal herbivores. They have parental care (pair provides care, cooperative breeding, female provides care, and paternal care). They rely on flight to move around.",,Antarctica,,United States,,,,,flight,,Stable,,,,,freshwater,invertivore,,,bilaterally symmetric,,seeds,,monogamous,Asia,,group living,,,,,,,,,,,,,,,,,,,,,parental care,,,,,,,,,,,,,,,,
0,Wood snipe,Animalia,Chordata,Aves,https://eol.org/pages/45516164,Gallinago nemoricola (Wood Snipe) is a species of birds in the family Scolopacidae. They are listed as vulnerable by IUCN. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,,Laos,"alpine,freshwater habitat",,,,flight,apatite,Decreasing,corneal eyes,198 g,vulnerable,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
