,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,body mass,eats,ecomorphological guild,geographic distribution includes,habitat,locomotion,mineralized skeleton contains,population trend,preys on,visual system,parasitized by,hearing range,hearing threshold,biogeographic realm,body shape,diet includes,mating system,native range includes,parental care,social system,trophic guild,bill length,life span,tarsus length,temperature at range midpoint latitude,visits flowers of,weight,conservation status,ecoregion,foraging habitat,initial mortality rate,invasive in,litters per year,prenatal development duration,behavioral circadian rhythm,type specimen repository,genome size,has ectoparasite,is vector for,is eaten by,Leaf Complexity,leaf morphology,leaf sheddability,photosynthetic pathway,plant growth form,plant lifeform,produces,visits,has host,parasite of,clutch/brood/litter size,growth rate,basal metabolic rate,mortality rate doubling time,motility,number of public records in bold,sensory system,host of,mineralized tissue contains,reproduction,fruit type,leaf lamina area,leaf mass per area,leaf nitrogen per dry mass,vegetative plant height,preyed upon by,onset of fertility,tarsometatarsus + middle toe length,trophic level,symbiont of,body length,mutualistic with
0,Ovenbird,Animalia,Chordata,Aves,https://eol.org/pages/7546,Furnariidae (Ovenbirds) is a family of birds. They rely on flight to move around.,tympanic middle ear,,,,,temperate,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,Martin Luther Universitaet,1.29 pg,,,,,,,,,,,,,,,,,,,836,,,,,,,,,,Mastigodryas boddaerti (Sentzen 1796),,,,,,
0,Owstons tit,Animalia,Chordata,Aves,https://eol.org/pages/47043474,Sittiparus owstoni (Owston's Tit) is a species of birds in the family Paridae. They rely on flight to move around.,tympanic middle ear,,,,,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pacific antwren,Animalia,Chordata,Aves,https://eol.org/pages/45509821,Myrmotherula pacifica (Pacific Antwren) is a species of birds in the family typical antbirds. They rely on flight to move around.,tympanic middle ear,10.1 g,,,United States,"mountain,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pacific baza,Animalia,Chordata,Aves,https://eol.org/pages/913095,Aviceda subcristata (Pacific Baza) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are associated with freshwater habitat. They are found in australasia. They rely on flight to move around.,tympanic middle ear,448 g,,,Indonesia,"freshwater,terrestrial",flight,apatite,Stable,Aviceda subcristata (Gould 1838) (Pacific Baza),corneal eyes,,,,australasia,,,,,,,,,,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pacific black duck,Animalia,Chordata,Aves,https://eol.org/pages/55547662,Pacific black duck megrivirus is a species of  in the family Picornavirus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pacific elaenia,Animalia,Chordata,Aves,https://eol.org/pages/45512967,Myiopagis subplacens (Pacific Elaenia) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,16.9 g,,,Ecuador,"tropical,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,,10 dB,The Neotropics,,,,,,,,,,,,,,,Ecuadorian Dry Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pacific emerald dove,Animalia,Chordata,Aves,https://eol.org/pages/45516212,Chalcophaps longirostris (Brown Capped Emerald Dove) is a species of birds in the family Columbidae. They rely on flight to move around.,tympanic middle ear,,,,Australia,"tropical,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pacific flatbill,Animalia,Chordata,Aves,https://eol.org/pages/45513142,Rhynchocyclus pacificus (Pacific Flatbill) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,otoliths,26.5 g,,,Colombia,"subtropical,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,10 dB,The Neotropics,,,,,,,,,,,,,,,Western Ecuador Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pacific golden plover,Animalia,Chordata,Aves,https://eol.org/pages/45509151,"Pluvialis fulva (Pacific Golden Plover) is a species of birds in the family Charadriidae. They are found in Oceania continent (Australia, NZ and islands), the palearctic, australasia, The Neotropics, the indo-malayan realm, and Afrotropics. They rely on flight to move around.",tympanic middle ear,139 g,,nectonic,New Zealand,tundra,flight,,Decreasing,,corneal eyes,,,,the indo-malayan realm,,,,,,,,,21.3 years,,,,135 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365 days,,,,,
0,Pacific gull,Animalia,Chordata,Aves,https://eol.org/pages/1049316,Larus pacificus (Pacific Gull) is a species of birds in the family Laridae. They are found in australasia. They rely on flight to move around.,,,CORRUPTED VALUE for trait R20-PK36735031,nectonic,Australia,marine,flight,,Stable,,,,,,australasia,,,,,,,,53.8 mm,14.5 years,,6.64 degrees celsius,,1313.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113 mm,,,,
0,Pacific hornero,Animalia,Chordata,Aves,https://eol.org/pages/1287261,Furnarius cinnamomeus (Pacific Hornero) is a species of birds in the family ovenbirds. They rely on flight to move around.,tympanic middle ear,,,,Ecuador,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pacific imperial pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516312,"Ducula pacifica (Pacific Imperial Pigeon) is a species of birds in the family Columbidae. They are found in australasia and Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,420 g,,,South Pacific,"tropical,terrestrial",flight,apatite,Decreasing,,corneal eyes,,,20 dB,australasia,,,,,,,,,,,,,,,Louisiade Archipelago Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pacific kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/46349528,Todiramphus sacer (Pacific Kingfisher) is a species of birds in the family Alcedinidae. They rely on flight to move around.,tympanic middle ear,,,,South Pacific,mountain,flight,apatite,,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pacific koel,Animalia,Chordata,Aves,https://eol.org/pages/45517815,Eudynamys orientalis (Black Billed Koel) is a species of birds in the family Cuculidae. They rely on flight to move around.,tympanic middle ear,,Myristica globosa Warb.,,Australia,terrestrial,bipedal movement,apatite,Stable,Eudynamys orientalis (Linnaeus 1766) (Black-billed Koel),corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anthochaera carunculata (Shaw 1790) (Red wattlebird),,,,,,,,,,,,,,,,,,,,,,,
0,Pacific loon,Animalia,Chordata,Aves,https://eol.org/pages/45508997,Gavia pacifica (Pacific Loon) is a species of birds in the family loons. They are associated with freshwater habitat. They are native to The Nearctic. They rely on drag powered swimming and flight to move around.,tympanic middle ear,2450 g,,nectonic,Mexico,"tundra,marine",flight,,Increasing,,corneal eyes,,,,the palearctic,bilaterally symmetric,,,The Nearctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pacific parakeet,Animalia,Chordata,Aves,https://eol.org/pages/45511634,Psittacara strenuus (Pacific Parakeet) is a species of birds in the family parrots. They are diurnal. They rely on flight to move around.,tympanic middle ear,,,,North Pacific,,flight,apatite,,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pacific parrotlet,Animalia,Chordata,Aves,https://eol.org/pages/1178011,Forpus coelestis (Celestial Parrotlet) is a species of birds in the family parrots. They are listed in cites appendix ii. They are found in The Neotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,,Morus nigra L. (black mulberry),,Peru,valley,bipedal movement,,Stable,,corneal eyes,,,,The Neotropics,,,,,,,,,10.4 years,,,,26.2 g,,,,,,,,,"Harvard UNiversity, Museum of Comparative Zoology",1.56 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pacific pygmy owl,Animalia,Chordata,Aves,https://eol.org/pages/1178274,Glaucidium peruanum (Pacific Pygmy Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,64.5 g,,,Peru,"subtropical,freshwater habitat",bipedal movement,,Stable,,corneal eyes,,,,The Neotropics,,,,,,,,,,,,,,cites appendix ii,,,,,,,,NHMUK,1.547 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pacific reef heron,Animalia,Chordata,Aves,https://eol.org/pages/45517770,"Egretta sacra (Pacific Reef Egret) is a species of birds in the family Ardeidae. They are found in Oceania continent (Australia, NZ and islands), the palearctic, the indo-malayan realm, and australasia. They rely on flight to move around.",tympanic middle ear,695 g,Aldrichetta forsteri (Valenciennes 1836) (Yellow-eye Mullet),nectonic,Timor Sea,"marine reef,terrestrial",flight,,Stable,Mugil cephalus Linnaeus 1758 (Black Mullet),corneal eyes,,,,"Oceania continent (Australia, NZ and islands)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pacific robin,Animalia,Chordata,Aves,https://eol.org/pages/47043218,Petroica pusilla (Pacific Robin) is a species of birds in the family australasian robins. They rely on flight to move around.,otoliths,,,,Vanuatu,tropical,bipedal movement,apatite,,,corneal eyes,,1000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pacific royal flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/1264412,Onychorhynchus occidentalis (Pacific Royal Flycatcher) is a species of birds in the family Tityridae. They are listed as vulnerable by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,Ecuador,"river,freshwater habitat",bipedal movement,apatite,Decreasing,,corneal eyes,,,10 dB,The Neotropics,,,,,,,,,,,,,,vulnerable,Tumbes-Piura Dry Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pacific screech owl,Animalia,Chordata,Aves,https://eol.org/pages/45511575,Megascops cooperi (Pacific Screech Owl) is a species of birds in the family typical owls. They rely on flight to move around.,tympanic middle ear,181 g,,,Costa Rica,"tropical,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,5000 Hz,-15 dB,,,,,,,,,,,,,,,,,,,,,,,(MLZ) - MLZ Bird Collection (Arctos) {http://www.oxy.edu/moore-lab-zoology},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pacific swallow,Animalia,Chordata,Aves,https://eol.org/pages/45517006,"Hirundo tahitica (Pacific Swallow) is a species of birds in the family swallows. They are found in Oceania continent (Australia, NZ and islands), australasia, the palearctic, and the indo-malayan realm. They rely on flight to move around.",tympanic middle ear,19 g,,,South Pacific,cliff,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,"Oceania continent (Australia, NZ and islands)",,,,,,,,,,,,,,,Banda Sea Islands Moist Deciduous Forests,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pacific swift,Animalia,Chordata,Aves,https://eol.org/pages/45510774,"Apus pacificus (Pacific Swift) is a species of birds in the family swifts. They are found in the palearctic, australasia, and the indo-malayan realm. They rely on flight to move around.",tympanic middle ear,54 g,,,South Pacific,"coastal,terrestrial",flight,apatite,Stable,,corneal eyes,,,20 dB,the palearctic,,,,,,,,,,,,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pacific tuftedcheek,Animalia,Chordata,Aves,https://eol.org/pages/1286235,Pseudocolaptes johnsoni (Pacific Tuftedcheek) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,Ecuador,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,The Neotropics,,,,,,,,,,,,,,,Northwestern Andean Montane Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pacific wren,Animalia,Chordata,Aves,https://eol.org/pages/45510119,Troglodytes pacificus (Pacific Wren) is a species of birds in the family wrens. They rely on flight to move around.,tympanic middle ear,,,,United States,coastal,bipedal movement,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Paddyfield pipit,Animalia,Chordata,Aves,https://eol.org/pages/45517658,"Anthus rufulus (Paddyfield Pipit) is a species of birds in the family Motacillidae. They are found in australasia, the indo-malayan realm, and the palearctic. They rely on flight to move around.",tympanic middle ear,22 g,,,Indian Ocean,"grassland,terrestrial",flight,apatite,Stable,,corneal eyes,,,10 dB,australasia,,,,,,,,,,,,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Paddyfield warbler,Animalia,Chordata,Aves,https://eol.org/pages/45515865,Acrocephalus agricola (Paddyfield Warbler) is a species of birds in the family Acrocephalidae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,11 g,,,North Atlantic,"marsh,terrestrial",flight,apatite,Decreasing,,corneal eyes,,,10 dB,the indo-malayan realm,,,,,,,,,,,,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pagan reed warbler,Animalia,Chordata,Aves,https://eol.org/pages/45518747,Acrocephalus yamashinae (Pagan Reed Warbler) is a species of birds in the family Acrocephalidae. They rely on flight to move around.,tympanic middle ear,,,,,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Painted bunting,Animalia,Chordata,Aves,https://eol.org/pages/1052082,Passerina ciris (Painted Bunting) is a species of birds in the family cardinals. They are native to The Neotropics and The Nearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,,,,United States,,flight,,Stable,,,,,,The Nearctic,bilaterally symmetric,,,The Neotropics,,,granivore,,12 years,,,,14.75 g,,,terrestrial,,,2 /year,11 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Painted bush quail,Animalia,Chordata,Aves,https://eol.org/pages/45515965,Perdicula erythrorhyncha (Painted Bush Quail) is a species of birds in the family Phasianidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,,United States,"coastal,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,5000 Hz,20 dB,the indo-malayan realm,,,,,,,,,,,,,,,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Painted buttonquail,Animalia,Chordata,Aves,https://eol.org/pages/45518727,Turnix varius (Painted Buttonquail) is a species of birds in the family buttonquails. They are native to Australia. They are omnivores. They have parental care (paternal care). They rely on flight to move around.,tympanic middle ear,85 g,,,Australia,coastal,flight,,Decreasing,,corneal eyes,,,,,bilaterally symmetric,insects,polyandrous,Australia,protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Painted finch,Animalia,Chordata,Aves,https://eol.org/pages/1050445,Emblema pictum (Painted Finch) is a species of birds in the family Estrildid finches. They are found in australasia. They rely on flight to move around.,tympanic middle ear,11 g,,,United States,"desert,terrestrial",bipedal movement,,Stable,,corneal eyes,,,,australasia,,,,,,,,12.9 mm,,14.3 mm,15.29 degrees celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Painted francolin,Animalia,Chordata,Aves,https://eol.org/pages/45515949,Francolinus pictus (Painted Francolin) is a species of birds in the family Phasianidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,340 g,,,India,"grassland,freshwater habitat",bipedal movement,apatite,Decreasing,,corneal eyes,,,20 dB,the indo-malayan realm,,,,,,,,,,,,,,,Sri Lanka Lowland Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Painted honeyeater,Animalia,Chordata,Aves,https://eol.org/pages/45518447,Grantiella picta (Painted Honeyeater) is a species of birds in the family honeyeaters. They are listed as vulnerable by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,25 g,,,Australia,"valley,terrestrial",flight,apatite,Decreasing,,corneal eyes,,,10 dB,australasia,,,,,,,,,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Painted manakin,Animalia,Chordata,Aves,https://eol.org/pages/52570858,Machaeropterus eckelberryi (Painted Manakin) is a species of birds in the family Manakins. They rely on flight to move around.,tympanic middle ear,,,,,"valley,terrestrial",flight,apatite,Stable,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Painted parakeet,Animalia,Chordata,Aves,https://eol.org/pages/45511635,Pyrrhura picta (Painted Parakeet) is a species of birds in the family parrots. They are listed in cites appendix ii. They are found in The Neotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,72 g,,,French Guiana,"mountain,terrestrial",flight,apatite,Decreasing,,corneal eyes,,,,The Neotropics,,,,,,,,,,,,,,cites appendix ii,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Painted quailthrush,Animalia,Chordata,Aves,https://eol.org/pages/45516726,Cinclosoma ajax (Painted Quail Thrush) is a species of birds in the family Psophodidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,,"subtropical,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,5000 Hz,10 dB,australasia,,,,,,,,,,,,,,,New Guinea Mangroves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Painted sandgrouse,Animalia,Chordata,Aves,https://eol.org/pages/1049530,Pterocles indicus (Painted Sandgrouse) is a species of birds in the family sand-grouse. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,208 g,,,India,"grassland,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,20 dB,the palearctic,,,,,,,,,,,,,,,Khathiar-Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Painted spurfowl,Animalia,Chordata,Aves,https://eol.org/pages/45516000,Galloperdix lunulata (Painted Spurfowl) is a species of birds in the family Phasianidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,285 g,,,India,terrestrial,bipedal movement,apatite,Stable,,corneal eyes,,,20 dB,the indo-malayan realm,,,,,,,,,,,,,,,Khathiar-Gir Dry Deciduous Forests,,,,,,,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Painted stork,Animalia,Chordata,Aves,https://eol.org/pages/45518774,Mycteria leucocephala (Painted Stork) is a species of birds in the family Ciconiidae. They are listed as near threatened by IUCN. They are associated with freshwater habitat. They are native to Asia. They are diurnal carnivores. They have parental care (paternal care and female provides care). They rely on flight to move around.,,,,,United States,,flight,,Decreasing,,,,,,the palearctic,bilaterally symmetric,amphibians,monogamous,Asia,provisioning,group living,piscivore,,28.6 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Painted tiger parrot,Animalia,Chordata,Aves,https://eol.org/pages/45518010,Psittacella picta (Painted Tiger Parrot) is a species of birds in the family Psittaculidae. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,68 g,,,Papua New Guinea,terrestrial,bipedal movement,apatite,Stable,,corneal eyes,,,20 dB,australasia,,,,,,,,,,,,,,cites appendix ii,Central Range Montane Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Painted todyflycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45513139,Todirostrum pictum (Painted Tody Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,8 g,,,Bolivia,"marine,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,10 dB,The Neotropics,,,,,,,,,,,,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Painted whitestart,Animalia,Chordata,Aves,https://eol.org/pages/45511127,Myioborus pictus (Painted Redstart) is a species of birds in the family New World warblers. They are found in The Neotropics and The Nearctic. They are diurnal. They rely on flight to move around.,tympanic middle ear,11.5 g,,,United States,,flight,,Decreasing,,corneal eyes,,,,The Neotropics,,,,,,,,,6.6 years,,,,9.75 g,,,,,,2 /year,13 days,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Palani laughingthrush,Animalia,Chordata,Aves,https://eol.org/pages/52571205,Montecincla fairbanki (Palani Laughingthrush) is a species of birds in the family Leiothrichidae. They rely on flight to move around.,tympanic middle ear,,,,,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Palau bush warbler,Animalia,Chordata,Aves,https://eol.org/pages/45518742,Horornis annae (Palau Bush Warbler) is a species of birds in the family Cettiidae. They rely on flight to move around.,otoliths,,,,Palau,terrestrial,bipedal movement,apatite,Stable,,corneal eyes,,1000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Palau cicadabird,Animalia,Chordata,Aves,https://eol.org/pages/52232666,Edolisoma monacha (Palau Cicadabird) is a species of birds in the family cuckoo-shrikes. They rely on flight to move around.,tympanic middle ear,,,,,subtropical,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Palau fantail,Animalia,Chordata,Aves,https://eol.org/pages/45518737,"Rhipidura lepida (Palau Fantail) is a species of birds in the family Rhipiduridae. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,,,,Palau,terrestrial,bipedal movement,apatite,Increasing,,corneal eyes,,5000 Hz,10 dB,"Oceania continent (Australia, NZ and islands)",,,,,,,,,,,,,,,Palau Tropical Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Palau flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45518257,"Myiagra erythrops (Mangrove Flycatcher) is a species of birds in the family monarch flycatchers. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,,,,Palau,terrestrial,bipedal movement,apatite,Stable,,corneal eyes,,5000 Hz,10 dB,"Oceania continent (Australia, NZ and islands)",,,,,,,,,,,,,,,Palau Tropical Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Palau fruit dove,Animalia,Chordata,Aves,https://eol.org/pages/1047267,"Ptilinopus pelewensis (Palau Fruit Dove) is a species of birds in the family Columbidae. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,93 g,,,Palau,terrestrial,bipedal movement,apatite,Stable,,corneal eyes,,5000 Hz,20 dB,"Oceania continent (Australia, NZ and islands)",,,,,,,,,,,,,,,Palau Tropical Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Palau ground dove,Animalia,Chordata,Aves,https://eol.org/pages/1047235,Alopecoenas canifrons (Palau Ground Dove) is a species of birds in the family Columbidae. They are listed as endangered by IUCN. They rely on flight to move around.,tympanic middle ear,,,,,terrestrial,flight,apatite,Decreasing,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Palau nightjar,Animalia,Chordata,Aves,https://eol.org/pages/45517874,Caprimulgus phalaena (Palau Nightjar) is a species of birds in the family Caprimulgidae. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,,,,Palau,terrestrial,flight,apatite,Stable,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Palau owl,Animalia,Chordata,Aves,https://eol.org/pages/45517843,Pyrroglaux podargina (Palau Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They rely on flight to move around.,otoliths,,,,Palau,"lagoon,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,1000 Hz,-15 dB,,,,,,,,,,,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Palau swiftlet,Animalia,Chordata,Aves,https://eol.org/pages/1178567,Aerodramus pelewensis (Palau Swiftlet) is a species of birds in the family swifts. They rely on flight to move around.,tympanic middle ear,,,,Palau,"subtropical,terrestrial",flight,apatite,Stable,,corneal eyes,,5000 Hz,20 dB,,,,,,,,insectivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echolocation,,,,,,,,,,,,,,,
0,Palawan blue flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45517449,Cyornis lemprieri (Palawan Blue Flycatcher) is a species of birds in the family Old World flycatchers. They are listed as near threatened by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,,The Philippines,"subtropical,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,,10 dB,the indo-malayan realm,,,,,,,,,,,,,,near threatened,,,,,,,,(CM) - CM Birds Collection {http://www.carnegiemnh.org/birds/index.html},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Palawan bulbul,Animalia,Chordata,Aves,https://eol.org/pages/4407967,Alophoixus frater (Palawan Bulbul) is a species of birds in the family bulbuls. They rely on flight to move around.,tympanic middle ear,,,,The Philippines,tropical,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Palawan flowerpecker,Animalia,Chordata,Aves,https://eol.org/pages/1051811,Prionochilus plateni (Palawan Flowerpecker) is a species of birds in the family Dicaeidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,9 g,,,The Philippines,"subtropical,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,,10 dB,the indo-malayan realm,,,,,,,,,,,,,,,Palawan Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
