,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,body mass,eats,ecomorphological guild,geographic distribution includes,habitat,locomotion,mineralized skeleton contains,population trend,preys on,visual system,parasitized by,hearing range,hearing threshold,biogeographic realm,body shape,diet includes,mating system,native range includes,parental care,social system,trophic guild,bill length,life span,tarsus length,temperature at range midpoint latitude,visits flowers of,weight,conservation status,ecoregion,foraging habitat,initial mortality rate,invasive in,litters per year,prenatal development duration,behavioral circadian rhythm,type specimen repository,genome size,has ectoparasite,is vector for,is eaten by,Leaf Complexity,leaf morphology,leaf sheddability,photosynthetic pathway,plant growth form,plant lifeform,produces,visits,has host,parasite of,clutch/brood/litter size,growth rate,basal metabolic rate,mortality rate doubling time,motility,number of public records in bold,sensory system,host of,mineralized tissue contains,reproduction,fruit type,leaf lamina area,leaf mass per area,leaf nitrogen per dry mass,vegetative plant height,preyed upon by,onset of fertility,tarsometatarsus + middle toe length,trophic level,symbiont of,body length,mutualistic with
0,Negros leaf warbler,Animalia,Chordata,Aves,https://eol.org/pages/45517050,Phylloscopus nigrorum (Negros Leaf Warbler) is a species of birds in the family Phylloscopidae. They rely on flight to move around.,otoliths,,,,The Philippines,tropical,bipedal movement,apatite,,,corneal eyes,,1000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Negros scops owl,Animalia,Chordata,Aves,https://eol.org/pages/1265926,Otus nigrorum (Negros Scops Owl) is a species of birds in the family typical owls. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,,,,The Philippines,terrestrial,flight,apatite,Decreasing,,corneal eyes,,5000 Hz,-15 dB,,,,,,,,,,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Negros striped babbler,Animalia,Chordata,Aves,https://eol.org/pages/45517297,Zosterornis nigrorum (Negros Striped Babbler) is a species of birds in the family white-eyes. They are listed as endangered by IUCN. They rely on flight to move around.,tympanic middle ear,,,,The Philippines,"subtropical,terrestrial",flight,apatite,Decreasing,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Nelicourvi weaver,Animalia,Chordata,Aves,https://eol.org/pages/45514987,Ploceus nelicourvi (Nelicourvi Weaver) is a species of birds in the family Weavers & allies. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,31 g,,,Madagascar,"mountain,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,10 dB,Afrotropics,,,,,,,,,,,,,,,Madagascar Lowland Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Nelsons sparrow,Animalia,Chordata,Aves,https://eol.org/pages/45511201,"Ammodramus nelsoni (Nelson's Sharp Tailed Sparrow) is a species of birds in the family Passerellidae. They are native to The Nearctic. They are solitary, diurnal omnivores. They have parental care (female provides care). They rely on flight to move around.",,,,,United States,marsh,flight,,,,,,,,The Nearctic,bilaterally symmetric,seeds,polygynous,The Nearctic,protection,solitary,,,7.1 years,,,,15.2 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Nene,Animalia,Chordata,Aves,https://eol.org/pages/595337,"Rhus sandwicensis (Neneleau) is a species of tree in the family Anacardiaceae. They have a self-supporting growth form. They are native to Hawaii. They have compound, broad leaves and drupe. Flowers are visited by apoid wasp and Honeybees.",,,,,The Hawaiian Islands,non-wetland,,,,,,,,,,,,,Hawaii,,,photoautotroph,,,,,,,,,,,,,,,NHMUK,,,,,compound,broad,deciduous,c3 photosynthetic plant,tree,terrestrial plant,oxygen,,,,,,,,,,,,,,,,,,,,,,,,,
0,Nepal cupwing,Animalia,Chordata,Aves,https://eol.org/pages/921206,Pnoepyga immaculata (Nepal Cupwing) is a species of birds in the family Pnoepygidae. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,20.5 g,,,India,"tropical,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,10 dB,the palearctic,,,,,,,,,,,,,,,,,,,,,,Zoologisches Forschungsmuseum Alexander Koenig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Nepal fulvetta,Animalia,Chordata,Aves,https://eol.org/pages/1052709,Alcippe nipalensis (Nepal Fulvetta) is a species of birds in the family Pellorneidae. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,20 g,,,Bangladesh,"subtropical,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,,10 dB,the palearctic,,,,,,,,,,,,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Nepal house martin,Animalia,Chordata,Aves,https://eol.org/pages/45517011,Delichon nipalense (Nepal House Martin) is a species of birds in the family swallows. They rely on flight to move around.,otoliths,,,,Bhutan,"cliff,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,1000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Neumanns starling,Animalia,Chordata,Aves,https://eol.org/pages/45515535,Onychognathus neumanni (Neumann's Starling) is a species of birds in the family starlings. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,Ficus lutea Vahl (Lagos rubbertree),,Nigeria,cave,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,Afrotropics,,,,,,,,,,,,,,,Sahelian Acacia Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Neumanns starling   ,Animalia,Chordata,Aves,https://eol.org/pages/45515535,Onychognathus neumanni (Neumann's Starling) is a species of birds in the family starlings. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,Ficus lutea Vahl (Lagos rubbertree),,Nigeria,cave,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,Afrotropics,,,,,,,,,,,,,,,Sahelian Acacia Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Neumanns warbler,Animalia,Chordata,Aves,https://eol.org/pages/45515407,Urosphena neumanni (Neumann's Warbler) is a species of birds in the family Cettiidae. They rely on flight to move around.,tympanic middle ear,,,,Uganda,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Britain boobook,Animalia,Chordata,Aves,https://eol.org/pages/45517858,Ninox odiosa (New Britain Boobook) is a species of birds in the family typical owls. They are listed as vulnerable by IUCN and in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,209 g,,,Papua New Guinea,terrestrial,bipedal movement,apatite,Decreasing,,corneal eyes,,,-15 dB,australasia,,,,,,,,,,,,,,vulnerable,New Britain-New Ireland Lowland Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Britain bronzewing,Animalia,Chordata,Aves,https://eol.org/pages/1049795,Henicophaps foersteri (New Britain Bronzewing) is a species of birds in the family Columbidae. They are listed as vulnerable by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,South Pacific,terrestrial,bipedal movement,apatite,Decreasing,,corneal eyes,,5000 Hz,20 dB,australasia,,,,,,,,,,,,,,vulnerable,New Britain-New Ireland Lowland Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Britain dwarf kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/42999965,Ceyx sacerdotis (New Britain Dwarf Kingfisher) is a species of birds in the family Alcedinidae. They rely on flight to move around.,tympanic middle ear,,,,,"tropical,freshwater habitat",flight,apatite,Decreasing,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Britain friarbird,Animalia,Chordata,Aves,https://eol.org/pages/45518461,Philemon cockerelli (New Britain Friarbird) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,147 g,,,South Pacific,"subtropical,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,10 dB,australasia,,,,,,,,,,,,,,,New Britain-New Ireland Montane Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Britain goshawk,Animalia,Chordata,Aves,https://eol.org/pages/1048398,Accipiter princeps (New Britain Goshawk) is a species of birds in the family Accipitridae. They are listed as vulnerable by IUCN and in cites appendix ii. They are found in australasia. They rely on flight to move around.,otoliths,,,,South Pacific,"montane forest,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,,20 dB,australasia,,,,,,,,,,,,,,vulnerable,New Britain-New Ireland Montane Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Britain sparrowhawk,Animalia,Chordata,Aves,https://eol.org/pages/1048018,Accipiter brachyurus (New Britain Sparrowhawk) is a species of birds in the family Accipitridae. They are listed as vulnerable by IUCN and in cites appendix ii. They are found in australasia. They rely on flight to move around.,otoliths,142 g,,,South Pacific,"subtropical,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,,20 dB,australasia,,,,,,,,,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Britain thicketbird,Animalia,Chordata,Aves,https://eol.org/pages/52571021,Cincloramphus grosvenori (New Britain Thicketbird) is a species of birds in the family Locustellidae. They rely on flight to move around.,tympanic middle ear,,,,,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Caledonian crow,Animalia,Chordata,Aves,https://eol.org/pages/45518675,Corvus moneduloides (New Caledonian Crow) is a species of birds in the family Corvidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,249 g,,,New Caledonia,"forest,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,10 dB,australasia,,,,,,,,,,,,,,,New Caledonia Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Caledonian cuckooshrike,Animalia,Chordata,Aves,https://eol.org/pages/52570943,Edolisoma anale (New Caledonian Cuckooshrike) is a species of birds in the family cuckoo-shrikes. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,,,,,"subtropical,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Caledonian friarbird,Animalia,Chordata,Aves,https://eol.org/pages/45518466,Philemon diemenensis (New Caledonian Friarbird) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,84 g,,,New Caledonia,terrestrial,bipedal movement,apatite,Stable,,corneal eyes,,5000 Hz,10 dB,australasia,,,,,,,,,,,,,,,New Caledonia Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Caledonian lorikeet,Animalia,Chordata,Aves,https://eol.org/pages/45517945,Charmosyna diadema (New Caledonian Lorikeet) is a species of birds in the family Psittaculidae. They are listed as critically endangered by IUCN and in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,New Caledonia,"lake,terrestrial",bipedal movement,apatite,Unknown,,corneal eyes,,,20 dB,australasia,,,,,,,,,,,,,,critically endangered,New Caledonia Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Caledonian myzomela,Animalia,Chordata,Aves,https://eol.org/pages/45518397,Myzomela caledonica (New Caledonian Myzomela) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,6.6 g,,,New Caledonia,"savanna,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,10 dB,australasia,,,,,,,,,,,,,,,New Caledonia Dry Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Caledonian nightjar,Animalia,Chordata,Aves,https://eol.org/pages/45517870,Eurostopodus exul (New Caledonian Nightjar) is a species of birds in the family Caprimulgidae. They are listed as critically endangered by IUCN. They rely on flight to move around.,tympanic middle ear,,,,,"savanna,terrestrial",flight,apatite,Unknown,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Caledonian owletnightjar,Animalia,Chordata,Aves,https://eol.org/pages/1178114,Aegotheles savesi (Enigmatic Owlet Nightjar) is a species of birds in the family owlet-nightjars. They are listed as critically endangered by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,,"valley,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,5000 Hz,20 dB,australasia,,,,,,,,,,,,,,critically endangered,New Caledonia Dry Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Caledonian parakeet,Animalia,Chordata,Aves,https://eol.org/pages/45517966,Cyanoramphus saisseti (New Caledonian Parakeet) is a species of birds in the family Psittaculidae. They are listed in cites appendix i. They rely on flight to move around.,tympanic middle ear,,,,New Caledonia,subtropical,bipedal movement,apatite,,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,cites appendix i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Caledonian rail,Animalia,Chordata,Aves,https://eol.org/pages/915542,Gallirallus lafresnayanus (New Caledonian Rail) is a species of birds in the family rails. They are listed as critically endangered by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,,terrestrial,bipedal movement,apatite,Unknown,,corneal eyes,,5000 Hz,20 dB,australasia,,,,,,,,,,,,,,critically endangered,New Caledonia Rain Forests,,,,,,,,,Rallicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Caledonian thicketbird,Animalia,Chordata,Aves,https://eol.org/pages/52571013,Cincloramphus mariae (New Caledonian Thicketbird) is a species of birds in the family Locustellidae. They rely on flight to move around.,tympanic middle ear,,,,,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Caledonian whistler,Animalia,Chordata,Aves,https://eol.org/pages/915916,Pachycephala caledonica (Melanesian Whistler) is a species of birds in the family whistlers. They are found in australasia. They rely on flight to move around.,tympanic middle ear,23 g,,,New Caledonia,terrestrial,bipedal movement,apatite,Stable,,corneal eyes,,5000 Hz,10 dB,australasia,,,,,,,,,,,,,,,New Caledonia Dry Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Georgia dwarf kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/42999949,Ceyx collectoris (New Georgia Dwarf Kingfisher) is a species of birds in the family Alcedinidae. They rely on flight to move around.,tympanic middle ear,,,,,"tropical,terrestrial",flight,apatite,Decreasing,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Guinea bronzewing,Animalia,Chordata,Aves,https://eol.org/pages/45516215,Henicophaps albifrons (New Guinea Bronzewing) is a species of birds in the family Columbidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,247 g,,,Indonesia,"subtropical,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,20 dB,australasia,,,,,,,,,,,,,,,Yapen Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Guinea flightless rail,Animalia,Chordata,Aves,https://eol.org/pages/45516122,Megacrex inepta (New Guinea Flightless Rail) is a species of birds in the family rails. They are found in australasia. They rely on flight to move around.,tympanic middle ear,1200 g,,,Indonesia,"subtropical,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,,20 dB,australasia,,,,,,,,,,,,,,,Northern New Guinea Lowland Rain And Freshwater Swamp Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Guinea friarbird,Animalia,Chordata,Aves,https://eol.org/pages/45518459,Philemon novaeguineae (New Guinea Friarbird) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,South Pacific,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,australasia,,,,,,,,,,,,,,,Southern New Guinea Freshwater Swamp Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Guinea scrubfowl,Animalia,Chordata,Aves,https://eol.org/pages/45517741,Megapodius decollatus (New Guinea Scrubfowl) is a species of birds in the family megapodes. They rely on flight to move around.,tympanic middle ear,692 g,,,South Pacific,"montane forest,freshwater habitat",flight,apatite,Stable,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Guinea thornbill,Animalia,Chordata,Aves,https://eol.org/pages/45516697,Acanthiza murina (New Guinea Thornbill) is a species of birds in the family Acanthizidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,9 g,,,Indonesia,"tropical,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,10 dB,australasia,,,,,,,,,,,,,,,Central Range Sub-Alpine Grasslands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Guinea woodcock,Animalia,Chordata,Aves,https://eol.org/pages/45516159,Scolopax rosenbergii (New Guinea Woodcock) is a species of birds in the family Scolopacidae. They rely on flight to move around.,tympanic middle ear,,,,Indonesia,terrestrial,flight,apatite,Stable,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Holland honeyeater,Animalia,Chordata,Aves,https://eol.org/pages/45518442,Phylidonyris novaehollandiae (New Holland Honeyeater) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,29 g,Duranta erecta L. (golden dewdrops),,South Pacific,terrestrial,flight,apatite,Stable,,corneal eyes,,,10 dB,australasia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banksia marginata Cav. (silver banksia),,,,,,,,,,,,,,,,,,,,,,,,
0,New Ireland boobook,Animalia,Chordata,Aves,https://eol.org/pages/45517857,Ninox variegata (Barred Boobook) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,Papua New Guinea,"mountain,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,,-15 dB,australasia,,,,,,,,,,,,,,cites appendix ii,New Britain-New Ireland Lowland Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Ireland dwarf kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/42999961,Ceyx mulcatus (New Ireland Dwarf Kingfisher) is a species of birds in the family Alcedinidae. They rely on flight to move around.,tympanic middle ear,,,,,"subtropical,freshwater habitat",flight,apatite,Unknown,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Ireland friarbird,Animalia,Chordata,Aves,https://eol.org/pages/45518462,Philemon eichhorni (New Ireland Friarbird) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,94 g,,,South Pacific,"subtropical,terrestrial",flight,apatite,Unknown,,corneal eyes,,,10 dB,australasia,,,,,,,,,,,,,,,New Britain-New Ireland Lowland Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Ireland myzomela,Animalia,Chordata,Aves,https://eol.org/pages/45518393,Myzomela pulchella (Olive Yellow Myzomela) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,11.5 g,,,South Pacific,"tropical,terrestrial",flight,apatite,Unknown,,corneal eyes,,,10 dB,australasia,,,,,,,,,,,,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Zealand bellbird,Animalia,Chordata,Aves,https://eol.org/pages/45518427,"Anthornis melanura (Bellbird) is a species of birds in the family honeyeaters. They are found in australasia. They visit flowers of New Zealand fuchsia, coast banksia, kowhai, and Vitex lucens. They rely on flight to move around.",tympanic middle ear,32 g,Melicytus ramiflorus J. R. Forster & G. Forster,,South Pacific,mountain,flight,,Decreasing,,corneal eyes,,,,australasia,,,,,,,,,,,,CORRUPTED VALUE for trait R20-PK36860359,,,,,,,,,,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,,,,,,,,Phormium colensoi Hook. fil. (mountain flax),,,,,,,,,,,,,,,,,,,,,,,
0,New Zealand bittern,Animalia,Chordata,Aves,https://eol.org/pages/45517758,Ixobrychus novaezelandiae (New Zealand Bittern) is a species of birds in the family Ardeidae. This species is extinct. They rely on flight to move around.,tympanic middle ear,,,,,freshwater habitat,flight,apatite,,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Zealand dotterel,Animalia,Chordata,Aves,https://eol.org/pages/1049098,Charadrius obscurus (New Zealand Plover) is a species of birds in the family Charadriidae. They are listed as critically endangered by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,168 g,,nectonic,New Zealand,freshwater habitat,flight,apatite,Decreasing,,corneal eyes,,,20 dB,australasia,,,,,,,,,,,,,,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Zealand falcon,Animalia,Chordata,Aves,https://eol.org/pages/1049203,Falco novaeseelandiae (New Zealand Falcon) is a species of birds in the family falcons. They are listed as near threatened by IUCN and in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,Anas platyrhynchos Linnaeus 1758 (Common Mallard),,New Zealand,"alpine,terrestrial",flight,apatite,Decreasing,Prosthemadera novaeseelandiae (Gmelin & JF 1788) (Tui),corneal eyes,,,,australasia,,,,,,,,,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Zealand fantail,Animalia,Chordata,Aves,https://eol.org/pages/45518659,Rhipidura fuliginosa (New Zealand Fantail) is a species of birds in the family Rhipiduridae. They are found in australasia. They visit flowers of European plum. They are diurnal. They rely on flight to move around.,tympanic middle ear,10 g,Prunus domestica ssp. domestica (European plum),,South Pacific,,flight,apatite,,Diptera,corneal eyes,,,10 dB,australasia,,,,,,,,,,,,Prunus domestica ssp. domestica (European plum),,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Zealand fernbird,Animalia,Chordata,Aves,https://eol.org/pages/52232829,Poodytes punctatus (New Zealand Fernbird) is a species of birds in the family Locustellidae. They rely on flight to move around.,tympanic middle ear,,,,,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Zealand grebe,Animalia,Chordata,Aves,https://eol.org/pages/1049459,Poliocephalus rufopectus (New Zealand Dabchick) is a species of birds in the family grebes. They are listed as near threatened by IUCN. They are associated with freshwater habitat. They are found in australasia. They rely on drag powered swimming and flight to move around.,tympanic middle ear,291 g,,nectonic,New Zealand,"freshwater,freshwater habitat",bipedal movement,apatite,Unknown,,corneal eyes,,,,australasia,,,,,,,,,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Zealand kaka,Animalia,Chordata,Aves,https://eol.org/pages/45517887,Nestor meridionalis (New Zealand Kaka) is a species of birds in the family Strigopidae. They are listed as endangered by IUCN and in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,555 g,Melicytus ramiflorus J. R. Forster & G. Forster,,New Zealand,terrestrial,flight,,Decreasing,CORRUPTED VALUE for trait R20-PK36854440,corneal eyes,,,,australasia,,,,,,,,,,,,,429 g,,,,,,,,,,,,,,,,,,,,,,,Melicytus ramiflorus J. R. Forster & G. Forster,,,,,,,,,,,,,,,,,,,,,,
0,New Zealand king shag,Animalia,Chordata,Aves,https://eol.org/pages/45517779,Leucocarbo carunculatus (New Zealand King Shag) is a species of birds in the family cormorants. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,,,,New Zealand,marine,bipedal movement,apatite,Stable,,corneal eyes,Ixodiphagus,5000 Hz,20 dB,,,,,,,,,,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Zealand merganser,Animalia,Chordata,Aves,https://eol.org/pages/1048505,Mergus australis (Auckland Merganser) is a species of birds in the family Anatidae. This species is extinct. They rely on drag powered swimming to move around.,tympanic middle ear,898 g,,,New Zealand,freshwater habitat,drag powered swimming,apatite,,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New Zealand quail,Animalia,Chordata,Aves,https://eol.org/pages/914967,Coturnix novaezelandiae (New Zealand Quail) is a species of birds in the family Phasianidae. This species is extinct. They are herbivores. They rely on flight to move around.,tympanic middle ear,220 g,,,South Pacific,"oceanic island,terrestrial",flight,,,,corneal eyes,,,,,bilaterally symmetric,leaves,,,no parental care,,folivore,,,,,,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
