,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,body mass,ecoregion,geographic distribution includes,habitat,hearing range,hearing threshold,locomotion,mineralized skeleton contains,population trend,visual system,type specimen repository,preys on,behavioral circadian rhythm,eats,conservation status,life span,weight,body shape,foraging habitat,growth rate,litters per year,native range includes,prenatal development duration,trophic guild,diet includes,clutch/brood/litter size,bill length,ecomorphological guild,mating system,social system,tarsometatarsus + middle toe length,tarsus length,temperature at range midpoint latitude,parental care,host of,visits flowers of,parasitized by,has ectoparasite,pathogen of,has host,genome size,is vector for,sensory system,basal metabolic rate,body length,is eaten by,trophic level,has endoparasite,mutualistic with,visits,is killed by,initial mortality rate,motility,onset of fertility,egg mass,body temperature,used for,symbiont of,mortality rate doubling time,harvested in,number of public records in bold,parasite of
0,Chipping sparrow,Animalia,Chordata,Aves,https://eol.org/pages/45511209,"Spizella passerina (Chipping Sparrow) is a species of birds in the family Passerellidae. They are native to The Neotropics and The Nearctic. They are diurnal herbivores. They have parental care (paternal care, cooperative breeding, and female provides care). They rely on flight to move around.",,,,,Ohio,,,,,,Increasing,,(MLZ) - MLZ Bird Collection (Arctos) {http://www.oxy.edu/moore-lab-zoology},,,,,,,bilaterally symmetric,terrestrial,,2 /year,The Neotropics,12 days,granivore,seeds,,,,promiscuous,group living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chiribiquete emerald,Animalia,Chordata,Aves,https://eol.org/pages/45512284,"Chlorostilbon olivaresi (Chiribiquete Emerald) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They visit flowers of Goudaea chrysostachys, Ferdinandusa sprucei, Retiniphyllum speciosum, and Decagonocarpus cornutus. They rely on flight to move around.",tympanic middle ear,The Neotropics,3.8 g,,Colombia,terrestrial,,20 dB,bipedal movement,apatite,Unknown,corneal eyes,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,Goudaea chrysostachys (É. Morren) W. Till & Barfuss,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chirinda apalis,Animalia,Chordata,Aves,https://eol.org/pages/45514561,Apalis chirindensis (Chirinda Apalis) is a species of birds in the family African warblers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,10.6 g,,Mozambique,"montane forest,terrestrial",,10 dB,flight,apatite,Stable,corneal eyes,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chiriqui foliagegleaner,Animalia,Chordata,Aves,https://eol.org/pages/52570879,Automolus exsertus (Chiriqui Foliage Gleaner) is a species of birds in the family ovenbirds. They rely on flight to move around.,tympanic middle ear,,,,,subtropical,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chiriqui quaildove,Animalia,Chordata,Aves,https://eol.org/pages/40090506,Zentrygon chiriquensis (Chiriqui Quail Dove) is a species of birds in the family Columbidae. They rely on flight to move around.,tympanic middle ear,,,,Costa Rica,"tropical,terrestrial",5000 Hz,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chiriqui yellowthroat,Animalia,Chordata,Aves,https://eol.org/pages/45511876,Geothlypis chiriquensis (Chiriqui Yellowthroat) is a species of birds in the family New World warblers. They rely on flight to move around.,tympanic middle ear,,,,Costa Rica,,5000 Hz,10 dB,flight,apatite,,corneal eyes,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chirping cisticola,Animalia,Chordata,Aves,https://eol.org/pages/45514491,Cisticola pipiens (Chirping Cisticola) is a species of birds in the family African warblers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,15.3 g,,Angola,"tropical,freshwater habitat",,10 dB,bipedal movement,apatite,Stable,corneal eyes,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chirruping wedgebill,Animalia,Chordata,Aves,https://eol.org/pages/45518151,Psophodes cristatus (Chirruping Wedgebill) is a species of birds in the family Psophodidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,44.5 g,Simpson Desert,Australia,freshwater habitat,5000 Hz,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chivi vireo,Animalia,Chordata,Aves,https://eol.org/pages/49993821,Vireo chivi (Chivi Vireo) is a species of birds in the family vireos. They rely on flight to move around.,otoliths,,,,Brazil,"coastal,terrestrial",1000 Hz,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Choco brushfinch,Animalia,Chordata,Aves,https://eol.org/pages/45513515,Atlapetes crassus (Choco Brushfinch) is a species of birds in the family Passerellidae. They rely on flight to move around.,tympanic middle ear,,,,,cloud forest,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Choco tinamou,Animalia,Chordata,Aves,https://eol.org/pages/45508939,Crypturellus kerriae (Choco Tinamou) is a species of birds in the family tinamous. They are listed as vulnerable by IUCN. They are found in The Neotropics. They are diurnal.,tympanic middle ear,The Neotropics,,,Colombia,"tropical,terrestrial",,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,diurnal,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Choco toucan,Animalia,Chordata,Aves,https://eol.org/pages/45512576,Ramphastos brevis (Choco Toucan) is a species of birds in the family Ramphastidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,482 g,,Colombia,terrestrial,,,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,125 mm,,,,,46.64 mm,21.73 degrees celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Choco tyrannulet,Animalia,Chordata,Aves,https://eol.org/pages/45513042,Zimmerius albigularis (Choco Tyrannulet) is a species of birds in the family tyrant flycatchers. They rely on flight to move around.,tympanic middle ear,,,,Ecuador,terrestrial,5000 Hz,10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Choco warbler,Animalia,Chordata,Aves,https://eol.org/pages/1251290,Myiothlypis chlorophrys (Choco Warbler) is a species of birds in the family New World warblers. They rely on flight to move around.,tympanic middle ear,,,,Ecuador,,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chocolate boobook,Animalia,Chordata,Aves,https://eol.org/pages/1266365,Ninox randi (Chocolate Boobook) is a species of birds in the family typical owls. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,,,,The Philippines,terrestrial,5000 Hz,-15 dB,flight,apatite,Decreasing,corneal eyes,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chocó poorwill,Animalia,Chordata,Aves,https://eol.org/pages/45512214,Nyctiphrynus rosenbergi (Choco Poorwill) is a species of birds in the family Caprimulgidae. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,52 g,,Ecuador,"tropical,terrestrial",,20 dB,flight,apatite,Decreasing,corneal eyes,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chocó screech owl,Animalia,Chordata,Aves,https://eol.org/pages/45511581,Megascops centralis (Choco Screech Owl) is a species of birds in the family typical owls. They rely on flight to move around.,tympanic middle ear,,,,,,5000 Hz,-15 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chocó screech owl   ,Animalia,Chordata,Aves,https://eol.org/pages/45511581,Megascops centralis (Choco Screech Owl) is a species of birds in the family typical owls. They rely on flight to move around.,tympanic middle ear,,,,,,5000 Hz,-15 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chocó tapaculo,Animalia,Chordata,Aves,https://eol.org/pages/45509863,Scytalopus chocoensis (Choco Tapaculo) is a species of birds in the family tapaculos. They rely on flight to move around.,otoliths,,20.1 g,,Colombia,"forest,terrestrial",1000 Hz,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chocó trogon,Animalia,Chordata,Aves,https://eol.org/pages/1178422,Trogon comptus (Blue Tailed Trogon) is a species of birds in the family Trogonidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,126 g,Western Ecuador Moist Forests,Colombia,terrestrial,5000 Hz,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chocó vireo,Animalia,Chordata,Aves,https://eol.org/pages/45513352,Vireo masteri (Choco Vireo) is a species of birds in the family vireos. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,otoliths,The Neotropics,11.4 g,,Colombia,"tropical,terrestrial",,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chocó woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/1177617,Veniliornis chocoensis (Choco Woodpecker) is a species of birds in the family woodpeckers. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,30 g,,Ecuador,"tropical,terrestrial",,20 dB,flight,apatite,Decreasing,corneal eyes,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Choiseul pigeon,Animalia,Chordata,Aves,https://eol.org/pages/1049837,Microgoura meeki (Choiseul Pigeon) is a species of birds in the family Columbidae. This species is extinct. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Solomon Islands Rain Forests,,terrestrial,5000 Hz,20 dB,flight,apatite,,corneal eyes,,,,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chopi blackbird,Animalia,Chordata,Aves,https://eol.org/pages/45513471,Gnorimopsar chopi (Chopi Blackbird) is a species of birds in the family New World blackbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,75 g,,Delaware,"grassland,terrestrial",,10 dB,flight,apatite,Stable,corneal eyes,,,,Trema micrantha (L.) Bl. (Florida trema),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chorister robinchat,Animalia,Chordata,Aves,https://eol.org/pages/45514753,Cossypha dichroa (Chorister Robin) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,56 g,,Swaziland,terrestrial,,10 dB,flight,apatite,Decreasing,corneal eyes,"University Museum of Zoology, Cambridge",,,Rauvolfia caffra Sond. (Quinine tree),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chotoy spinetail,Animalia,Chordata,Aves,https://eol.org/pages/284043,Schoeniophylax phryganophilus (Chotoy Spinetail) is a species of birds in the family ovenbirds. They rely on flight to move around.,tympanic middle ear,,22.5 g,,Bolivia,"tropical,terrestrial",5000 Hz,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chowchilla,Animalia,Chordata,Aves,https://eol.org/pages/45518138,Orthonyx spaldingii (Chowchilla) is a species of birds in the family logrunners. They are found in australasia. They are diurnal. They rely on flight to move around.,tympanic middle ear,australasia,,Einasleigh Upland Savanna,Australia,"tropical,terrestrial",,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Christmas Island swiftlet,Animalia,Chordata,Aves,https://eol.org/pages/48885829,Collocalia natalis (Christmas Island Swiftlet) is a species of birds in the family swifts. They rely on flight to move around.,tympanic middle ear,,,,Indian Ocean,,5000 Hz,20 dB,flight,apatite,,corneal eyes,NHMUK,,,,,,,,,,,,,insectivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Christmas Island swiftlet   ,Animalia,Chordata,Aves,https://eol.org/pages/48885829,Collocalia natalis (Christmas Island Swiftlet) is a species of birds in the family swifts. They rely on flight to move around.,tympanic middle ear,,,,Indian Ocean,,5000 Hz,20 dB,flight,apatite,,corneal eyes,NHMUK,,,,,,,,,,,,,insectivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Christmas boobook,Animalia,Chordata,Aves,https://eol.org/pages/45517854,Ninox natalis (Christmas Boobook) is a species of birds in the family typical owls. They are listed as vulnerable by IUCN and in cites appendix i. They rely on flight to move around.,tympanic middle ear,,215 g,,Christmas Island,"tropical,terrestrial",,-15 dB,bipedal movement,apatite,Stable,corneal eyes,NHMUK,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Christmas frigatebird,Animalia,Chordata,Aves,https://eol.org/pages/45516067,"Fregata andrewsi (Andrews' Frigatebird) is a species of birds in the family frigatebirds. They are listed as critically endangered by IUCN and in cites appendix i. They are native to Asia, Australia, and Indian Ocean. They are solitary, diurnal carnivores. They have parental care (female provides care, paternal care, and pair provides care). They rely on flight to move around.",,,,,Indian Ocean,,,,flight,,Decreasing,,,,,,,,,bilaterally symmetric,marine pelagic,,,Asia,,vertivore,eggs,,,nectonic,monogamous,group living,,,,provisioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Christmas imperial pigeon,Animalia,Chordata,Aves,https://eol.org/pages/1049936,Ducula whartoni (Christmas Imperial Pigeon) is a species of birds in the family Columbidae. They are listed as near threatened by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,700 g,,Cocos [Keeling] Islands,"tropical,terrestrial",,20 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Christmas shearwater,Animalia,Chordata,Aves,https://eol.org/pages/45511502,Puffinus nativitatis (Christmas Shearwater) is a species of birds in the family Procellariidae. They are found in The Neotropics. They are nocturnal. They have parental care (pair provides care). They rely on flight to move around.,,The Neotropics,,,Pacific Ocean,tropical,,,flight,,Stable,,,,,,,,36.7 g,,marine pelagic,,1 /year,,51 days,vertivore,,,,nectonic,,,,,,,,,,,,,,,,1.48808 watts,,,,,,,,,,,,,,,,,,
0,Christmas whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45518695,Zosterops natalis (Christmas Island White Eye) is a species of birds in the family white-eyes. They are listed as near threatened by IUCN. They are found in the indo-malayan realm and australasia. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,11.7 g,,Christmas Island,"subtropical,terrestrial",,,bipedal movement,apatite,Stable,corneal eyes,NHMUK,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chubbs cisticola,Animalia,Chordata,Aves,https://eol.org/pages/45514472,Cisticola chubbi (Chubb's Cisticola) is a species of birds in the family African warblers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,19 g,Albertine Rift Montane Forests,Burundi,,5000 Hz,10 dB,bipedal movement,apatite,,corneal eyes,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chubut steamer duck,Animalia,Chordata,Aves,https://eol.org/pages/1048522,Tachyeres leucocephalus (Chubut Steamer Duck) is a species of birds in the family Anatidae. They are listed as vulnerable by IUCN. They are found in The Neotropics. They rely on drag powered swimming to move around.,tympanic middle ear,The Neotropics,3013 g,,Argentina,"coastal,terrestrial",,,bipedal movement,apatite,Decreasing,corneal eyes,,,,,vulnerable,,,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chucao tapaculo,Animalia,Chordata,Aves,https://eol.org/pages/45512895,Scelorchilus rubecula (Chucao Tapaculo) is a species of birds in the family tapaculos. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,48 g,,Chile,"coastal,terrestrial",,,flight,apatite,Decreasing,corneal eyes,,Monomorium,,Gaultheria (snowberry),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chukar partridge,Animalia,Chordata,Aves,https://eol.org/pages/45510641,"Alectoris chukar (Chukar Partridge) is a species of birds in the family Phasianidae. They are native to Russia, Kyrgyzstan, Lebanon, Mongolia, the Palearctic, Saudi Arabia, Iraq, Turkmenistan, Kazakhstan, India, Tajikistan, Turkey, Syria, United Arab Emirates, Oman, Israel, Nepal, Ukraine, Iran, Jordan, Pakistan, and Uzbekistan. They are diurnal herbivores. They have parental care (pair provides care and female provides care). They rely on flight to move around.",,the indo-malayan realm,,,United States,,,,flight,,Stable,,,,,,,,,bilaterally symmetric,terrestrial,,,the Palearctic,,granivore,insects,,,,monogamous,group living,,,,protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Churring cisticola,Animalia,Chordata,Aves,https://eol.org/pages/45514479,Cisticola njombe (Churring Cisticola) is a species of birds in the family African warblers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,12.1 g,Southern Rift Montane Forest-Grassland Mosaic,Malawi,"tropical,terrestrial",,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chusquea tapaculo,Animalia,Chordata,Aves,https://eol.org/pages/45512933,Scytalopus parkeri (Chusquea Tapaculo) is a species of birds in the family tapaculos. They rely on flight to move around.,tympanic middle ear,,24.4 g,,Ecuador,"montane forest,terrestrial",5000 Hz,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chuuk monarch,Animalia,Chordata,Aves,https://eol.org/pages/45518241,"Metabolus rugensis (Truk Monarch) is a species of birds in the family monarch flycatchers. They are listed as endangered by IUCN. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",,Carolines Tropical Moist Forests,North Pacific,"tropical,terrestrial",,10 dB,flight,apatite,Decreasing,corneal eyes,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cinderella waxbill,Animalia,Chordata,Aves,https://eol.org/pages/45515677,Estrilda thomensis (Cinderella Waxbill) is a species of birds in the family Estrildid finches. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,8.5 g,Angolan Mopane Woodlands,Angola,"tropical,terrestrial",,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cinereous antshrike,Animalia,Chordata,Aves,https://eol.org/pages/45512665,Thamnomanes caesius (Cinereous Antshrike) is a species of birds in the family typical antbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,18 g,TapajóS-Xingu Moist Forests,South Atlantic,"subtropical,terrestrial",,10 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cinereous becard,Animalia,Chordata,Aves,https://eol.org/pages/45509905,Pachyramphus rufus (Cinereous Becard) is a species of birds in the family Tityridae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,20 g,,South Atlantic,"subtropical,freshwater habitat",,10 dB,flight,apatite,Stable,corneal eyes,"University Museum of Zoology, Cambridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
