,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,body mass,ecoregion,geographic distribution includes,habitat,hearing range,hearing threshold,locomotion,mineralized skeleton contains,population trend,visual system,type specimen repository,preys on,behavioral circadian rhythm,eats,conservation status,life span,weight,body shape,foraging habitat,growth rate,litters per year,native range includes,prenatal development duration,trophic guild,diet includes,clutch/brood/litter size,bill length,ecomorphological guild,mating system,social system,tarsometatarsus + middle toe length,tarsus length,temperature at range midpoint latitude,parental care,host of,visits flowers of,parasitized by,has ectoparasite,pathogen of,has host,genome size,is vector for,sensory system,basal metabolic rate,body length,is eaten by,trophic level,has endoparasite,mutualistic with,visits,is killed by,initial mortality rate,motility,onset of fertility,egg mass,body temperature,used for,symbiont of,mortality rate doubling time,harvested in,number of public records in bold,parasite of
0,Collared palm thrush,Animalia,Chordata,Aves,https://eol.org/pages/45514774,Cichladusa arquata (Collared Palm Thrush) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,38.3 g,Albertine Rift Montane Forests,Botswana,"subtropical,terrestrial",,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared petrel,Animalia,Chordata,Aves,https://eol.org/pages/45512126,Pterodroma brevipes (Collared Petrel) is a species of birds in the family Procellariidae. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,,,,Australia,marine,5000 Hz,20 dB,flight,apatite,Decreasing,corneal eyes,,,,Loligo (Loligo squid),vulnerable,,,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared plover,Animalia,Chordata,Aves,https://eol.org/pages/45509162,Charadrius collaris (Collared Plover) is a species of birds in the family Charadriidae. They are found in The Neotropics and The Nearctic. They rely on flight to move around.,tympanic middle ear,The Neotropics,31 g,,Mexico,"tropical,freshwater habitat",,20 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared pratincole,Animalia,Chordata,Aves,https://eol.org/pages/45512179,"Glareola pratincola (Collared Pratincole) is a species of birds in the family pratincoles. They are found in Afrotropics, the palearctic, and the indo-malayan realm. They are crepuscular. They have parental care (pair provides care). They rely on flight to move around.",tympanic middle ear,Afrotropics,85 g,,Africa,meadow,,,flight,,Decreasing,corneal eyes,NHMUK,,,,,,,,terrestrial,,,,,invertivore,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared puffbird,Animalia,Chordata,Aves,https://eol.org/pages/914718,Bucco capensis (Collared Puffbird) is a species of birds in the family Bucconidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,54 g,Caqueta Moist Forests,South Atlantic,terrestrial,5000 Hz,20 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared scops owl,Animalia,Chordata,Aves,https://eol.org/pages/1270996,Otus lettia (Collared Scops Owl) is a species of birds in the family typical owls. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,,Cardamom Mountains Rain Forests,Indonesia,terrestrial,5000 Hz,-15 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared sparrowhawk,Animalia,Chordata,Aves,https://eol.org/pages/1048021,Accipiter cirrocephalus (Collared Sparrowhawk) is a species of birds in the family Accipitridae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,300 g,Esperance Mallee,South Pacific,"hedge,terrestrial",,20 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45514894,Cinnyris mediocris (Eastern Double Collared Sunbird) is a species of birds in the family Sunbirds. They rely on flight to move around.,tympanic middle ear,,9.199999999999999 g,,United States,pasture,5000 Hz,10 dB,bipedal movement,apatite,,corneal eyes,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared towhee,Animalia,Chordata,Aves,https://eol.org/pages/45511931,Pipilo ocai (Collared Towhee) is a species of birds in the family Passerellidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,62.5 g,Trans-Mexican Volcanic Belt Pine-Oak Forests,Costa Rica,"tropical,terrestrial",,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared treepie,Animalia,Chordata,Aves,https://eol.org/pages/916509,Dendrocitta frontalis (Collared Treepie) is a species of birds in the family Corvidae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,Irrawaddy Moist Deciduous Forests,Bhutan,terrestrial,5000 Hz,10 dB,bipedal movement,apatite,Stable,corneal eyes,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared trogon,Animalia,Chordata,Aves,https://eol.org/pages/45511628,Trogon collaris (Collared Trogon) is a species of birds in the family Trogonidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,64.2 g,,South Pacific,"tropical,terrestrial",,,flight,apatite,Decreasing,corneal eyes,,,,Miconia tonduzii Cogn.,,,,,,,,,,,,,,,,,,,,,,,,,,,1.465 pg,,,,,,,,,,,,,,,,,,,,,
0,Collared warbling finch,Animalia,Chordata,Aves,https://eol.org/pages/1050388,Poospiza hispaniolensis (Collared Warbling Finch) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,16.5 g,Sechura Desert,Ecuador,"subtropical,terrestrial",,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Collared whitestart,Animalia,Chordata,Aves,https://eol.org/pages/45511893,Myioborus torquatus (Collared Redstart) is a species of birds in the family New World warblers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,10.5 g,Talamancan Montane Forests,Costa Rica,"mountain,terrestrial",,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Colombian chachalaca,Animalia,Chordata,Aves,https://eol.org/pages/45512020,Ortalis columbiana (Colombian Chachalaca) is a species of birds in the family Cracidae. They rely on flight to move around.,tympanic middle ear,,,,Colombia,"tropical,terrestrial",5000 Hz,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Colombian crake,Animalia,Chordata,Aves,https://eol.org/pages/45509118,Neocrex colombiana (Colombian Crake) is a species of birds in the family rails. They rely on flight to move around.,tympanic middle ear,,,,Colombia,"subtropical,terrestrial",5000 Hz,20 dB,bipedal movement,apatite,Unknown,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Colombian grebe,Animalia,Chordata,Aves,https://eol.org/pages/45512137,Podiceps andinus (Colombian Grebe) is a species of birds in the family grebes. This species is extinct. They rely on flight and drag powered swimming to move around.,tympanic middle ear,,,,Colombia,freshwater habitat,5000 Hz,20 dB,flight,apatite,,corneal eyes,,,,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Colombian mountain grackle,Animalia,Chordata,Aves,https://eol.org/pages/45513462,Macroagelaius subalaris (Colombian Mountain Grackle) is a species of birds in the family New World blackbirds. They are listed as endangered by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Cordillera Oriental Montane Forests,Colombia,"mountain,terrestrial",,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Colorful puffleg,Animalia,Chordata,Aves,https://eol.org/pages/45512408,Eriocnemis mirabilis (Colorful Puffleg) is a species of birds in the family hummingbirds. They are listed as endangered by IUCN and in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Northwestern Andean Montane Forests,Colombia,terrestrial,5000 Hz,20 dB,flight,apatite,Decreasing,corneal eyes,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Comb duck,Animalia,Chordata,Aves,https://eol.org/pages/1227004,Sarkidiornis sylvicola (American Comb Duck) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They rely on drag powered swimming and flight to move around.,tympanic middle ear,,,,,"tropical,terrestrial",5000 Hz,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common Murre,Animalia,Chordata,Aves,https://eol.org/pages/45509343,Uria aalge (Common Guillemot) is a species of birds in the family auks. They are native to Pacific Ocean and Atlantic Ocean. They are diurnal. Individuals can grow to 71 cm. They have parental care (pair provides care). They rely on flight and lift powered swimming to move around.,,,,,Faroe Islands,,,,,,Increasing,,,,,,,,,bilaterally symmetric,marine pelagic,0.201 /day,1 /year,Pacific Ocean,31 days,vertivore,,,,nectonic,,,,,,,,,,,,,,,,6.8224 watts,64 cm,,,,,,,,,,,,,,,,,
0,Common black hawk,Animalia,Chordata,Aves,https://eol.org/pages/45511410,Buteogallus anthracinus (Common Black Hawk) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are native to The Nearctic and The Neotropics. They rely on flight to move around.,,The Nearctic,,,Mexico,forest,,,flight,,Decreasing,,,,,,,13.5 years,837 g,bilaterally symmetric,,,1 /year,The Nearctic,38 days,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common blackbird,Animalia,Chordata,Aves,https://eol.org/pages/45510215,"Turdus merula (Common Blackbird) is a species of birds in the family thrushes. They are found in the indo-malayan realm, australasia, and the palearctic. They visit flowers of magnolia, Pyrus bourgaeana, True grasses, and common honeylocust. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",,the indo-malayan realm,,,United States,coastal,,,flight,,,,Zoologisches Forschungsmuseum Alexander Koenig,Mimas tiliae (Linnaeus 1758) (Lime Hawk),,,,21.8 years,103.2 g,,terrestrial,0.476 /day,,,15 days,invertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common bronzewing,Animalia,Chordata,Aves,https://eol.org/pages/1049798,Phaps chalcoptera (Common Bronzewing) is a species of birds in the family Columbidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,450 g,Eastern Australia Mulga Shrublands,United States,terrestrial,5000 Hz,20 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common bulbul,Animalia,Chordata,Aves,https://eol.org/pages/45514319,"Pycnonotus barbatus (Common Bulbul) is a species of birds in the family bulbuls. They are found in Afrotropics and the palearctic. They visit flowers of Aloe, Pine, gum, and African walnut. They are diurnal. They rely on flight to move around.",tympanic middle ear,Afrotropics,,,Mozambique,"terrestrial,terrestrial",,,flight,,Increasing,corneal eyes,,,diurnal,Euclea,,,,,,,,,,,,,,,,,,,,,,Bombax costatum Pellegrin & Vuillet (Red Silk Cotton),,,,,,Commiphora (myrrh),,,,,,,,,,,,,,,,,,,,
0,Common bush tanager,Animalia,Chordata,Aves,https://eol.org/pages/45511955,Chlorospingus flavopectus (Common Bush Tanager) is a species of birds in the family Passerellidae. They rely on flight to move around.,tympanic middle ear,,,,North Pacific,"mountain,terrestrial",5000 Hz,10 dB,flight,apatite,Decreasing,corneal eyes,,,,Palicourea (cappel),,,,,,,,,,,,,,,,,,,,,,,,,,,,Macleania rupestris (Kunth) A. C. Sm.,,,,,,,,,,,,,,,,,,,,
0,Common buttonquail,Animalia,Chordata,Aves,https://eol.org/pages/45513937,"Turnix sylvaticus (Small Buttonquail) is a species of birds in the family buttonquails. They are native to the Palearctic, Asia, and Ethiopia. They are diurnal omnivores. They have parental care (female provides care and paternal care). They rely on flight to move around.",,,,,Mozambique,tropical,,,flight,,Decreasing,corneal eyes,Museum of Zoology Senckenberg Dresden,,,,,,,bilaterally symmetric,,,,the Palearctic,,,seeds,,,,polyandrous,,,,,no parental care,,,,,,,1.258 pg,,,,,,,,,,,,,,,,,,,,,
0,Common buzzard,Animalia,Chordata,Aves,https://eol.org/pages/55559459,Common buzzard alphaherpesvirus is a species of  in the family herpes-viruses.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common cactus finch,Animalia,Chordata,Aves,https://eol.org/pages/1050335,Geospiza scandens (Common Cactus Finch) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,24 g,,Ecuador,"arid,terrestrial",,10 dB,flight,apatite,Stable,corneal eyes,,,,Opuntia galapageia Hensl. (Prickly pear),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common chaffinch,Animalia,Chordata,Aves,https://eol.org/pages/45510257,Fringilla coelebs (Chaffinch) is a species of birds in the family finches. They are found in the palearctic and australasia. They are diurnal. They rely on flight to move around.,,the palearctic,,,United States,lake,,,flight,,Increasing,,Staatliches Museum fuer Naturkund Stuttgart,Arytaina genistae (Latreille 1804) (Psyllid),,Sambucus nigra L. (Elder),,29 years,20.7 g,,,,,,12 days,,,,,,,,,,,,,,,,,,,,,0.373 watts,,,,,,,,,,,,,,,,,,
0,Common chiffchaff,Animalia,Chordata,Aves,https://eol.org/pages/4410554,Phylloscopus collybita collybita (Common Chiffchaff) is a subspecies of birds in the family Phylloscopidae. They rely on flight to move around.,tympanic middle ear,,,,,,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,Ixodes frontalis Panzer 1798,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common cicadabird,Animalia,Chordata,Aves,https://eol.org/pages/47313279,Edolisoma tenuirostre (Common Cicadabird) is a species of birds in the family cuckoo-shrikes. They rely on flight to move around.,otoliths,,,,Australia,,1000 Hz,10 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common crane,Animalia,Chordata,Aves,https://eol.org/pages/45510673,"Grus grus (Common Crane) is a species of birds in the family cranes. They are listed in cites appendix ii. They are associated with freshwater habitat. They are found in Afrotropics, the palearctic, and the indo-malayan realm. They are diurnal omnivores. They have parental care (pair provides care). They rely on flight to move around.",,Afrotropics,,,United States,savanna,,,flight,,Increasing,corneal eyes,Staatliches Museum fuer Naturkund Stuttgart,,,CORRUPTED VALUE for trait R20-PK37434931,,43 years,5500 g,,freshwater,0.054 /day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common cuckoo,Animalia,Chordata,Aves,https://eol.org/pages/45510716,"Cuculus canorus (Common Cuckoo) is a species of birds in the family Cuculidae. They are native to Asia, the Palearctic, and Ethiopia. They are solitary, diurnal carnivores. They rely on flight to move around.",,Afrotropics,,,United States,,,,flight,,Decreasing,,"University Museum of Zoology, Cambridge",,,,,,,bilaterally symmetric,,,,Asia,14 days,insectivore,insects,,,,,solitary,,,,,,,,,,,,,,0.838 watts,,,,,,,,,,,,,,,,,,
0,Common diuca finch,Animalia,Chordata,Aves,https://eol.org/pages/1050320,Diuca diuca (Common Diuca Finch) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,41 g,,Chile,"subtropical,terrestrial",,,flight,apatite,Stable,corneal eyes,"Harvard UNiversity, Museum of Comparative Zoology",,,Aristotelia chilensis (Molina) Stuntz (maquei),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common diving petrel,Animalia,Chordata,Aves,https://eol.org/pages/45517751,"Pelecanoides urinatrix (Common Diving Petrel) is a species of birds in the family Procellariidae. They are native to Pacific Ocean, Indian Ocean, and Atlantic Ocean. They are nocturnal carnivores. They have parental care (female provides care, paternal care, and pair provides care). They rely on lift powered swimming and flight to move around.",,australasia,,,Southern Ocean,,,,,,Decreasing,,NHMUK,,,,,,,bilaterally symmetric,marine pelagic,,,Pacific Ocean,,invertivore,crustaceans,,,nectonic,monogamous,group living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common eider,Animalia,Chordata,Aves,https://eol.org/pages/45510587,Somateria mollissima (Common Eider) is a species of birds in the family Anatidae. They are listed as near threatened by IUCN. They are associated with freshwater habitat. They are native to the Palearctic and The Nearctic. They are diurnal carnivores. Individuals can grow to 108 cm. They have parental care (female provides care). They rely on flight and drag powered swimming to move around.,,,,,Gulf Of Mexico,,,,,,Unknown,,,,,,,,,bilaterally symmetric,freshwater,,1 /year,the Palearctic,28 days,invertivore,mollusks,,,nectonic,monogamous,group living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common emerald dove,Animalia,Chordata,Aves,https://eol.org/pages/45516211,"Chalcophaps indica (Common Emerald Dove) is a species of birds in the family Columbidae. They are found in the indo-malayan realm, australasia, and the palearctic. They rely on flight to move around.",tympanic middle ear,the indo-malayan realm,,,New Caledonia,"cave,terrestrial",,20 dB,flight,apatite,Decreasing,corneal eyes,Museum of Zoology Senckenberg Dresden,,,Ficus subcordata Bl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common firecrest,Animalia,Chordata,Aves,https://eol.org/pages/45513684,Regulus ignicapilla (Common Firecrest) is a species of birds in the family Regulidae. They rely on flight to move around.,tympanic middle ear,,,,North Atlantic,"broadleaf forest,terrestrial",5000 Hz,10 dB,flight,apatite,Stable,corneal eyes,,,,Cotoneaster bullatus Bois ex Bilm. & Bois (hollyberry cotoneaster),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felis catus Linnaeus 1758 (cat),,,,,,,,,,,
0,Common flameback,Animalia,Chordata,Aves,https://eol.org/pages/45516586,Dinopium javanense (Common Flameback) is a species of birds in the family woodpeckers. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,90.40000000000001 g,,Indian Ocean,"mangrove swamp,terrestrial",,20 dB,flight,apatite,Decreasing,corneal eyes,SNSB-Zoologische Staatssammlung Muenchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common gallinule,Animalia,Chordata,Aves,https://eol.org/pages/45509129,Gallinula galeata (Common Gallinule) is a species of birds in the family rails. They rely on flight to move around.,tympanic middle ear,,,,United States,"tropical,terrestrial",5000 Hz,20 dB,flight,apatite,Stable,corneal eyes,,Anax junius (Drury 1773) (Common Green Darner),,Pomacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common goldeneye,Animalia,Chordata,Aves,https://eol.org/pages/45510601,"Bucephala clangula (Common Goldeneye) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They are native to The Nearctic and the Palearctic. They are diurnal carnivores. They have parental care (female provides care). They rely on swimming, drag powered swimming, and flight to move around.",,,,,United States,,,,,,Stable,,,,,,,,,bilaterally symmetric,freshwater,,1 /year,The Nearctic,30 days,invertivore,eggs,,,,monogamous,group living,,,,,,,,,,,,,,,,,,,,,,0.4 /year,,,,,,,,,,
0,Common grackle,Animalia,Chordata,Aves,https://eol.org/pages/45511164,"Quiscalus quiscula (Common Grackle) is a species of birds in the family New World blackbirds. They are listed as near threatened by IUCN. They are native to The Nearctic. They are diurnal carnivores. They have parental care (pair provides care, female provides care, cooperative breeding, and paternal care). They rely on flight to move around.",,The Neotropics,,,New York,,,,,,Decreasing,,,,,,,,,bilaterally symmetric,terrestrial,,1 /year,The Nearctic,14 days,omnivore,amphibians,,,,monogamous,group living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common grasshopper warbler,Animalia,Chordata,Aves,https://eol.org/pages/45513679,"Locustella naevia (Common Grasshopper Warbler) is a species of birds in the family Locustellidae. They are found in the indo-malayan realm, the palearctic, and Afrotropics. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",tympanic middle ear,the indo-malayan realm,,,North Atlantic,temperate,,,flight,,Stable,corneal eyes,,Ligidium hypnorum (Cuvier 1792),,,,5.9 years,13.3 g,,terrestrial,,,,,invertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common green magpie,Animalia,Chordata,Aves,https://eol.org/pages/916443,Cissa chinensis (Common Green Magpie) is a species of birds in the family Corvidae. They are found in the palearctic and the indo-malayan realm. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,the palearctic,127 g,,United States,"mountain,freshwater habitat",,,flight,apatite,Decreasing,corneal eyes,,,,,,,,,terrestrial,,,,,invertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common greenshank,Animalia,Chordata,Aves,https://eol.org/pages/45509202,"Tringa nebularia (Common Greenshank) is a species of birds in the family Scolopacidae. They are associated with freshwater habitat. They are found in the palearctic, Afrotropics, the indo-malayan realm, Oceania continent (Australia, NZ and islands), Antarctica, and australasia. They are diurnal. Individuals can grow to 70 cm. They have parental care (pair provides care). They rely on flight to move around.",,Afrotropics,,,Mozambique,marsh,,,flight,,Stable,,,Crangon crangon (Linnaeus 1758) (Common shrimp),,,,24.4 years,187 g,,freshwater,,,,,invertivore,,,,nectonic,,,,,,,,,,,,,,,,,70 cm,,,,,,,,,,,,,,,,,
0,Common ground dove,Animalia,Chordata,Aves,https://eol.org/pages/45509409,Columbina passerina (Common Ground Dove) is a species of birds in the family Columbidae. They are found in The Neotropics and The Nearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,The Neotropics,,,United States,,,,flight,,Stable,corneal eyes,,,,Rubiaceae (coffee family),,7.2 years,35 g,,terrestrial,,2.5 /year,,14 days,granivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common gull,Animalia,Chordata,Aves,https://eol.org/pages/1275988,Larus canus canus (Common Gull) is a subspecies of birds in the family Laridae. Individuals can grow to 130 cm. They rely on flight to move around.,tympanic middle ear,,552 g,,,,5000 Hz,20 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,130 cm,,,,,,,,,,,,,,,,,
0,Common hawkcuckoo,Animalia,Chordata,Aves,https://eol.org/pages/45518922,Hierococcyx varius (Common Hawk Cuckoo) is a species of birds in the family Cuculidae. They rely on flight to move around.,tympanic middle ear,,,,Bangladesh,"arid,terrestrial",5000 Hz,20 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CORRUPTED VALUE for trait R20-PK39170434,,,,,,,,,,,,,,,,,,,,,,
0,Common hill myna,Animalia,Chordata,Aves,https://eol.org/pages/45510975,Gracula religiosa (Common Hill Myna) is a species of birds in the family starlings. They are listed in cites appendix ii. They are native to Asia. They rely on flight to move around.,tympanic middle ear,the palearctic,229 g,,United States,desert,,,flight,,,corneal eyes,,,,Ficus virens W. T. Aiton,cites appendix ii,,,bilaterally symmetric,,,,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,
0,Common house martin,Animalia,Chordata,Aves,https://eol.org/pages/45511468,Delichon urbicum (Northern House Martin) is a species of birds in the family swallows. They are associated with freshwater habitat. They rely on flight to move around.,tympanic middle ear,,19.8 g,,United States,cave,,10 dB,flight,apatite,,corneal eyes,,,,,,15 years,14.5 g,,,0.354 /day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365 days,,,,,,,,
0,Common iora,Animalia,Chordata,Aves,https://eol.org/pages/915647,Aegithina tiphia (Common Iora) is a species of birds in the family Aegithinidae. They are found in the indo-malayan realm and the palearctic. They are diurnal. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,15 g,,Indian Ocean,"tropical,terrestrial",,,flight,,Unknown,corneal eyes,NHMUK,,diurnal,Ficus tinctoria Forst. fil. (Dye Fig),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common jery,Animalia,Chordata,Aves,https://eol.org/pages/45514463,Neomixis tenella (Common Jery) is a species of birds in the family African warblers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,,Madagascar,"tropical,terrestrial",,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,Commiphora (myrrh),,,,,,,,,,,,,,,,,,,,,,,,,,,,Commiphora (myrrh),,,,,,,,,,,,,,,,,,,,
0,Common kestrel,Animalia,Chordata,Aves,https://eol.org/pages/45510788,"Falco tinnunculus (Common Kestrel) is a species of birds in the family falcons. They are listed in cites appendix ii. They are native to the Palearctic, Ethiopia, and Asia. They are solitary, diurnal carnivores. They have parental care (occasionally breeds cooperatively, female provides care, and paternal care). They rely on flight and gliding to move around.",,the indo-malayan realm,,,United States,,,,,,Decreasing,,Staatliches Museum fuer Naturkund Stuttgart,,,,,,,bilaterally symmetric,terrestrial,0.294 /day,,the Palearctic,,vertivore,birds,,,,polygynous,solitary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/45516493,"Alcedo atthis (Common Kingfisher) is a species of birds in the family Alcedinidae. They are associated with freshwater habitat. They are native to Asia, the Palearctic, and Ethiopia. They are solitary, diurnal carnivores. They have parental care (female provides care, paternal care, and occasionally breeds cooperatively). They rely on flight to move around.",,australasia,,,Aegean Sea,,,,,,Unknown,,SNSB-Zoologische Staatssammlung Muenchen,,,,,,,bilaterally symmetric,freshwater,,,Asia,,vertivore,fish,,,,monogamous,solitary,,,,,,,,,,,,,,0.378 watts,,,,,,,,,,,,,,,,,,
0,Common linnet,Animalia,Chordata,Aves,https://eol.org/pages/45515746,Linaria cannabina (Common Linnet) is a species of birds in the family finches. They rely on flight to move around.,tympanic middle ear,,,,United States,"lake,terrestrial",5000 Hz,10 dB,flight,apatite,Decreasing,corneal eyes,SNSB-Zoologische Staatssammlung Muenchen,,,Capsella bursa-pastoris (L.) Medik. (shepherd's purse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Common loon,Animalia,Chordata,Aves,https://eol.org/pages/45508998,"Gavia immer (Common Loon) is a species of birds in the family loons. They are associated with freshwater habitat. They are native to the Palearctic and The Nearctic. They are diurnal carnivores. Individuals can grow to 147 cm. They have parental care (female provides care, paternal care, and pair provides care). They rely on drag powered swimming, swimming, and flight to move around.",,,,,Arctic Ocean,,,,,,Stable,,,,,,,,,bilaterally symmetric,freshwater,,1 /year,the Palearctic,1 months,vertivore,crustaceans,,,nectonic,monogamous,,,,,,,,,,,,,,,,,,,,,,,,,,5.67 oz,,,,,,,
