,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,body mass,geographic distribution includes,habitat,hearing threshold,locomotion,mineralized skeleton contains,population trend,type specimen repository,visual system,eats,foraging habitat,life span,prenatal development duration,weight,ecoregion,conservation status,hearing range,body shape,diet includes,mating system,native range includes,parental care,social system,trophic guild,growth rate,litters per year,has host,parasitized by,body temperature,egg mass,preys on,clutch/brood/litter size,basal metabolic rate,ecomorphological guild,body length,behavioral circadian rhythm,visits flowers of,genome size,visits,mutualistic with,number of public records in bold,bill length,tarsometatarsus + middle toe length,temperature at range midpoint latitude,host of,tarsus length,trophic level,middle toe length,symbiont of,has endoparasite,plant growth form,has ectoparasite,onset of fertility,is vector for,harvested in,used for,sensory system,is killed by,is eaten by,produces,spore arrangement,motility
0,Mountain illadopsis,Animalia,Chordata,Aves,https://eol.org/pages/45515454,Illadopsis pyrrhoptera (Mountain Illadopsis) is a species of birds in the family Pellorneidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,30 g,Uganda,"mountain,terrestrial",10 dB,flight,apatite,Stable,,corneal eyes,,,,,,East African Montane Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain imperial pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516323,Ducula badia (Mountain Imperial Pigeon) is a species of birds in the family Columbidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,665 g,Indonesia,"tropical,terrestrial",20 dB,flight,apatite,Decreasing,,corneal eyes,Ficus binnendijkii (Miq.) Miq.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/45516486,Syma megarhyncha (Mountain Kingfisher) is a species of birds in the family Alcedinidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Indonesia,"montane forest,terrestrial",20 dB,flight,apatite,Stable,,corneal eyes,,,,,,Huon Peninsula Montane Rain Forests,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain leaf warbler,Animalia,Chordata,Aves,https://eol.org/pages/45517049,Phylloscopus trivirgatus (Mountain Leaf Warbler) is a species of birds in the family Phylloscopidae. They are found in the indo-malayan realm and australasia. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,10 g,Malaysia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,Greater Negros-Panay Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain masked apalis,Animalia,Chordata,Aves,https://eol.org/pages/45514556,Apalis personata (Black Faced Apalis) is a species of birds in the family African warblers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,12 g,Burundi,"mountain,terrestrial",10 dB,bipedal movement,apatite,Stable,NHMUK,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain mousewarbler,Animalia,Chordata,Aves,https://eol.org/pages/58799859,Crateroscelis robusta (Mountain Mouse Warbler) is a species of  in the family pardalotes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain myzomela,Animalia,Chordata,Aves,https://eol.org/pages/45518395,Myzomela adolphinae (Midget Myzomela) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,7.4 g,Indonesia,"mountain,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,Vogelkop-Aru Lowland Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain oriole,Animalia,Chordata,Aves,https://eol.org/pages/45514276,Oriolus percivali (Black Tailed Oriole) is a species of birds in the family orioles. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,61 g,Uganda,"subtropical,terrestrial",10 dB,flight,apatite,Stable,NHMUK,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain owletnightjar,Animalia,Chordata,Aves,https://eol.org/pages/45516369,Aegotheles albertisi (Mountain Owlet Nightjar) is a species of birds in the family owlet-nightjars. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,35.2 g,Indonesia,"subtropical,terrestrial",20 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,Central Range Sub-Alpine Grasslands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain parakeet,Animalia,Chordata,Aves,https://eol.org/pages/311737,Psilopsiagon aurifrons (Mountain Parakeet) is a species of birds in the family parrots. They are listed in cites appendix ii. They are diurnal. They rely on flight to move around.,tympanic middle ear,,34.1 g,Chile,"grassland,terrestrial",20 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain peacockpheasant,Animalia,Chordata,Aves,https://eol.org/pages/45516040,Polyplectron inopinatum (Mountain Peacock Pheasant) is a species of birds in the family Phasianidae. They are listed as vulnerable by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,United States,"mountain,terrestrial",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,Tenasserim-South Thailand Semi-Evergreen Rain Forests,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain peltops,Animalia,Chordata,Aves,https://eol.org/pages/45518173,Peltops montanus (Mountain Peltops) is a species of birds in the family woodswallows. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,36 g,Indonesia,"mountain,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,Northern New Guinea Montane Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain pipit,Animalia,Chordata,Aves,https://eol.org/pages/45515077,Anthus hoeschi (Mountain Pipit) is a species of birds in the family Motacillidae. They are listed as near threatened by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,31 g,Lesotho,"mountain,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain plover,Animalia,Chordata,Aves,https://eol.org/pages/45509167,Charadrius montanus (Mountain Plover) is a species of birds in the family Charadriidae. They are listed as near threatened by IUCN and as endangered by COSEWIC. They are found in The Nearctic. They are diurnal. They have parental care (only male provides care). They rely on flight to move around.,tympanic middle ear,The Nearctic,,United States,aquatic,,flight,,Decreasing,,corneal eyes,,terrestrial,10 years,,100 g,,,,,,,,,,invertivore,,,,,,0.52 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain pygmy owl,Animalia,Chordata,Aves,https://eol.org/pages/45510740,Glaucidium gnoma (Mountain Pygmy Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are native to The Nearctic. They are crepuscular. They have parental care (pair provides care). They rely on flight to move around.,,The Neotropics,,United States,river,,flight,,Decreasing,,corneal eyes,Microtus (Mynomes) montanus (Peale 1848),terrestrial,,,,,,,bilaterally symmetric,,,The Nearctic,,,invertivore,,,,,,,Sciuridae (squirrels and relatives),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain quail,Animalia,Chordata,Aves,https://eol.org/pages/45508965,"Oreortyx pictus (Mountain Quail) is a species of birds in the family New World quails. They are found in Oceania continent (Australia, NZ and islands) and The Nearctic. They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",,United States,arid,,flight,,Stable,,corneal eyes,Amaranthus retroflexus L. (redroot amaranth),,,21 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9 mm,,5.23 degrees celsius,,36.3 mm,,,,,,,,,,,,,,,,
0,Mountain robin,Animalia,Chordata,Aves,https://eol.org/pages/45518322,Petroica bivittata (Mountain Robin) is a species of birds in the family australasian robins. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,9 g,Indonesia,"tropical,terrestrial",10 dB,flight,apatite,Stable,,corneal eyes,,,,,,Central Range Sub-Alpine Grasslands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain robinchat,Animalia,Chordata,Aves,https://eol.org/pages/45514742,Cossypha isabellae (Mountain Robin Chat) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,28 g,Cameroon,subtropical,10 dB,flight,apatite,,,corneal eyes,,,,,,Mount Cameroon And Bioko Montane Forests,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain sawwing,Animalia,Chordata,Aves,https://eol.org/pages/45515367,Psalidoprocne fuliginosa (Cameroon Mountain Saw Wing) is a species of birds in the family swallows. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,14 g,Cameroon,"mountain,freshwater habitat",10 dB,bipedal movement,apatite,Stable,NHMUK,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain scops owl,Animalia,Chordata,Aves,https://eol.org/pages/45518924,Otus spilocephalus (Mountain Scops Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,77 g,Vietnam,"mountain,terrestrial",-15 dB,flight,apatite,Stable,,corneal eyes,,,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain serin,Animalia,Chordata,Aves,https://eol.org/pages/45517712,Chrysocorythus estherae (Mountain Serin) is a species of birds in the family finches. They rely on flight to move around.,tympanic middle ear,,,The Philippines,mountain,10 dB,bipedal movement,apatite,,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain serpent eagle,Animalia,Chordata,Aves,https://eol.org/pages/1047578,Spilornis kinabaluensis (Mountain Serpent Eagle) is a species of birds in the family Accipitridae. They are listed as vulnerable by IUCN and in cites appendix ii. They are found in the indo-malayan realm. They rely on flight to move around.,otoliths,the indo-malayan realm,,Malaysia,"mountain,terrestrial",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,Borneo Montane Rain Forests,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain shrike,Animalia,Chordata,Aves,https://eol.org/pages/1050938,Lanius validirostris (Mountain Shrike) is a species of birds in the family true shrikes. They are listed as near threatened by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,44.9 g,The Philippines,"mountain,terrestrial",,bipedal movement,apatite,Stable,NHMUK,corneal eyes,,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain sooty boubou,Animalia,Chordata,Aves,https://eol.org/pages/45515191,Laniarius poensis (Mountain Boubou) is a species of birds in the family Bushshrike. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,48.9 g,Cameroon,mountain,10 dB,bipedal movement,apatite,,,corneal eyes,,,,,,Cameroonian Highlands Forests,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain starling,Animalia,Chordata,Aves,https://eol.org/pages/1051015,Aplonis santovestris (Mountain Starling) is a species of birds in the family starlings. They are listed as endangered by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,,"cloud forest,terrestrial",10 dB,bipedal movement,apatite,Decreasing,NHMUK,corneal eyes,,,,,,Vanuatu Rain Forests,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain swiftlet,Animalia,Chordata,Aves,https://eol.org/pages/45516385,Aerodramus hirundinaceus (Mountain Swiftlet) is a species of birds in the family swifts. They rely on flight to move around.,tympanic middle ear,,10.1 g,South Pacific,"alpine,terrestrial",20 dB,flight,apatite,Stable,,corneal eyes,,,,,,,,,,,,,,,insectivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echolocation,,,,,
0,Mountain tailorbird,Animalia,Chordata,Aves,https://eol.org/pages/52232978,Phyllergates cucullatus (Mountain Tailorbird) is a species of birds in the family Cettiidae. They rely on flight to move around.,tympanic middle ear,,,Bhutan,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain thornbill,Animalia,Chordata,Aves,https://eol.org/pages/45518122,Acanthiza katherina (Mountain Thornbill) is a species of birds in the family Acanthizidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,8.199999999999999 g,Australia,"mountain,terrestrial",10 dB,flight,apatite,Stable,,corneal eyes,,,,,,Cape York Peninsula Tropical Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain thrush,Animalia,Chordata,Aves,https://eol.org/pages/45510223,Turdus plebejus (American Mountain Thrush) is a species of birds in the family thrushes. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,91.90000000000001 g,North Pacific,"mountain,terrestrial",,flight,apatite,Decreasing,,corneal eyes,Clusia (attorney),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Myrsine coriacea (Sw.) R. Br. (leathery colicwood),,,,,,,,,,,,,,,,,,,,,,
0,Mountain trogon,Animalia,Chordata,Aves,https://eol.org/pages/45511627,Trogon mexicanus (Mountain Trogon) is a species of birds in the family Trogonidae. They are found in The Nearctic and The Neotropics. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,The Nearctic,71 g,El Salvador,"mountain,terrestrial",,flight,,Decreasing,,corneal eyes,,terrestrial,,,,,,,,,,,,,invertivore,,,,,,,CORRUPTED VALUE for trait R20-PK36826433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain velvetbreast,Animalia,Chordata,Aves,https://eol.org/pages/45512367,"Lafresnaya lafresnayi (Mountain Velvetbreast) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They visit flowers of Barnadesia spinosa, Centropogon, and Siphocampylus paramicola. They rely on flight to move around.",tympanic middle ear,The Neotropics,6.7 g,Colombia,"subtropical,terrestrial",,flight,,Stable,,corneal eyes,Bomarea (bomarea),,,,,,,,,,,,,,,,,,,,,,,,,,,Barnadesia spinosa L. fil.,1.2 pg,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain wagtail,Animalia,Chordata,Aves,https://eol.org/pages/45515063,Motacilla clara (Mountain Wagtail) is a species of birds in the family Motacillidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,24.5 g,Mozambique,"river,terrestrial",10 dB,flight,apatite,Stable,,corneal eyes,,,,,,Zambezian And Mopane Woodlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain wheatear,Animalia,Chordata,Aves,https://eol.org/pages/45514806,Myrmecocichla monticola (Mountain Wheatear) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,,,,terrestrial,10 dB,flight,apatite,Stable,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain wren,Animalia,Chordata,Aves,https://eol.org/pages/1052964,Troglodytes solstitialis (Mountain Wren) is a species of birds in the family wrens. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,11.4 g,Bolivia,"montane forest,terrestrial",10 dB,flight,apatite,Decreasing,,corneal eyes,Potentilla indica (Andr.) Wolf (Indian-Strawberry),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain wrenbabbler,Animalia,Chordata,Aves,https://eol.org/pages/920610,Napothera crassa (Mountain Wren Babbler) is a species of birds in the family Pellorneidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,29.2 g,Malaysia,mountain,10 dB,flight,apatite,,,corneal eyes,,,,,,Kinabalu Montane Alpine Meadows,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain yellow warbler,Animalia,Chordata,Aves,https://eol.org/pages/45515429,Iduna similis (Mountain Yellow Warbler) is a species of birds in the family Acrocephalidae. They rely on flight to move around.,tympanic middle ear,,,Burundi,"tropical,freshwater habitat",10 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,
0,Mourning collared dove,Animalia,Chordata,Aves,https://eol.org/pages/45518785,Streptopelia decipiens (African Mourning Dove) is a species of birds in the family Columbidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,140 g,Mozambique,"lake,terrestrial",20 dB,flight,apatite,Stable,,corneal eyes,,,,,,East African Montane Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mourning dove,Animalia,Chordata,Aves,https://eol.org/pages/45509402,"Zenaida macroura (Mourning Dove) is a species of birds in the family Columbidae. They are native to United States and The Nearctic. They are diurnal herbivores. They have parental care (pair provides care, female provides care, and paternal care). They rely on flight to move around.",,,,Delaware,,,,,Increasing,,,,terrestrial,,14 days,,,,,bilaterally symmetric,insects,monogamous,United States,,group living,granivore,,5 /year,,,,,,,0.736 watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mourning sierra finch,Animalia,Chordata,Aves,https://eol.org/pages/1050373,Phrygilus fruticeti (Mourning Sierra Finch) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,41.8 g,Bolivia,tropical,10 dB,flight,apatite,,,corneal eyes,,,,,,Central Andean Puna,,5000 Hz,,,,,,,,,,,Haemoproteus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mourning warbler,Animalia,Chordata,Aves,https://eol.org/pages/45511087,Geothlypis philadelphia (Mourning Warbler) is a species of birds in the family New World warblers. They rely on flight to move around.,tympanic middle ear,,,United States,"forest,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,,,5000 Hz,,,,,,,insectivore,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mourning wheatear,Animalia,Chordata,Aves,https://eol.org/pages/45514820,Oenanthe lugens (Mourning Wheatear) is a species of birds in the family Old World flycatchers. They are found in the palearctic and Afrotropics. They rely on flight to move around.,tympanic middle ear,the palearctic,22 g,Bahrain,desert,10 dB,flight,apatite,,NHMUK,corneal eyes,,,,,,Arabian Desert And East Sahero-Arabian Xeric Shrublands,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Moussiers redstart,Animalia,Chordata,Aves,https://eol.org/pages/45513714,Phoenicurus moussieri (Moussier's Redstart) is a species of birds in the family Old World flycatchers. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,the palearctic,15 g,Algeria,"mountain,terrestrial",10 dB,flight,apatite,Stable,,corneal eyes,,,,,,Tian Shan Foothill Arid Steppe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
