,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,body mass,geographic distribution includes,habitat,hearing threshold,locomotion,mineralized skeleton contains,population trend,type specimen repository,visual system,eats,foraging habitat,life span,prenatal development duration,weight,ecoregion,conservation status,hearing range,body shape,diet includes,mating system,native range includes,parental care,social system,trophic guild,growth rate,litters per year,has host,parasitized by,body temperature,egg mass,preys on,clutch/brood/litter size,basal metabolic rate,ecomorphological guild,body length,behavioral circadian rhythm,visits flowers of,genome size,visits,mutualistic with,number of public records in bold,bill length,tarsometatarsus + middle toe length,temperature at range midpoint latitude,host of,tarsus length,trophic level,middle toe length,symbiont of,has endoparasite,plant growth form,has ectoparasite,onset of fertility,is vector for,harvested in,used for,sensory system,is killed by,is eaten by,produces,spore arrangement,motility
0,Marabou stork,Animalia,Chordata,Aves,https://eol.org/pages/45513560,Leptoptilos crumenifer (Marabou Stork) is a species of birds in the family Ciconiidae. They rely on flight to move around.,tympanic middle ear,,,Mozambique,"arid,freshwater habitat",20 dB,bipedal movement,apatite,Increasing,,corneal eyes,Connochaetes taurinus mearnsi (Heller 1913) (Western white-bearded Wildebeest),,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Maracaibo todyflycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45513138,Todirostrum viridanum (Maracaibo Tody Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Colombia,"arid,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,Maracaibo Dry Forests,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marail guan,Animalia,Chordata,Aves,https://eol.org/pages/45512028,Penelope marail (Marail Guan) is a species of birds in the family Cracidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,1015 g,French Guiana,"tropical,terrestrial",,flight,,Decreasing,,corneal eyes,Oenocarpus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South America,meat,,,,,,
0,Marañón crescentchest,Animalia,Chordata,Aves,https://eol.org/pages/4408448,Melanopareia maranonica (Maranon Crescentchest) is a species of birds in the family Melanopareiidae. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,otoliths,The Neotropics,23 g,Ecuador,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Maranon pigeon,Animalia,Chordata,Aves,https://eol.org/pages/1064940,Patagioenas oenops (Maranon Pigeon) is a species of birds in the family Columbidae. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,,280 g,Ecuador,"subtropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,NHMUK,corneal eyes,,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marañón spinetail,Animalia,Chordata,Aves,https://eol.org/pages/1050207,Synallaxis maranonica (Maranon Spinetail) is a species of birds in the family ovenbirds. They are listed as critically endangered by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,13 g,Ecuador,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marañón thrush,Animalia,Chordata,Aves,https://eol.org/pages/921674,Turdus maranonicus (Maranon Thrush) is a species of birds in the family thrushes. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,70 g,Ecuador,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,Peruvian Yungas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marbled frogmouth,Animalia,Chordata,Aves,https://eol.org/pages/45516348,Podargus ocellatus (Marbled Frogmouth) is a species of birds in the family frogmouths. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,South Pacific,"tropical,terrestrial",20 dB,flight,apatite,Decreasing,,corneal eyes,,,,,,New Guinea Mangroves,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marbled godwit,Animalia,Chordata,Aves,https://eol.org/pages/45509186,"Limosa fedoa (Marbled Godwit) is a species of birds in the family Scolopacidae. They are associated with freshwater habitat. They are native to The Nearctic. They are diurnal carnivores. They have parental care (cooperative breeding, pair provides care, paternal care, and female provides care). They rely on flight to move around.",,,,Mexico,,,,,Decreasing,,,,terrestrial,,24 days,,,,,bilaterally symmetric,roots,monogamous,The Nearctic,,group living,invertivore,,1 /year,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marbled honeyeater,Animalia,Chordata,Aves,https://eol.org/pages/45518431,Pycnopygius cinereus (Marbled Honeyeater) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,46 g,Indonesia,"subtropical,terrestrial",10 dB,flight,apatite,Stable,,corneal eyes,Magnolia tsiampacca (L.) Figlar & Noot.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marbled murrelet,Animalia,Chordata,Aves,https://eol.org/pages/45509352,"Brachyramphus marmoratus (Marbled Murrelet) is a species of birds in the family auks. They are listed as endangered by IUCN and as threatened by COSEWIC. They are native to United States, Pacific Ocean, The Nearctic, and the Palearctic. They are crepuscular. They have parental care (pair provides care). They rely on flight and lift powered swimming to move around.",,the palearctic,,United States,alpine,,flight,,Decreasing,,,,marine pelagic,10 years,,222 g,,,,bilaterally symmetric,,,United States,,,invertivore,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marbled wood quail,Animalia,Chordata,Aves,https://eol.org/pages/45508979,Odontophorus gujanensis (Marbled Wood Quail) is a species of birds in the family New World quails. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,298 g,South Atlantic,"subtropical,terrestrial",,flight,apatite,Decreasing,NHMUK,corneal eyes,,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marbled wrenbabbler,Animalia,Chordata,Aves,https://eol.org/pages/920624,Napothera marmorata (Marbled Wren Babbler) is a species of birds in the family Pellorneidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,Indonesia,tropical,10 dB,flight,apatite,,NHMUK,corneal eyes,,,,,,Peninsular Malaysian Montane Rain Forests,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marcapata spinetail,Animalia,Chordata,Aves,https://eol.org/pages/920349,Cranioleuca marcapatae (Marcapata Spinetail) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,20.5 g,Peru,tropical,10 dB,bipedal movement,apatite,,,corneal eyes,,,,,,Central Andean Wet Puna,,5000 Hz,,,,,,,,,,,,,,,,,,,,,1.282 pg,,,,,,,,,,,,,,,,,,,,,,,,
0,Margarets batis,Animalia,Chordata,Aves,https://eol.org/pages/45515122,Batis margaritae (Boulton's Batis) is a species of birds in the family Afrikansiepot. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,15.5 g,Angola,terrestrial,10 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,Angolan Montane Forest-Grassland Mosaic,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mariana crow,Animalia,Chordata,Aves,https://eol.org/pages/45518741,"Corvus kubaryi (Guam Crow) is a species of birds in the family Corvidae. They are listed as critically endangered by IUCN. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",270 g,Guam,terrestrial,10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,Premna serratifolia L.,,,,,,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mariana fruit dove,Animalia,Chordata,Aves,https://eol.org/pages/1047266,"Ptilinopus roseicapilla (Mariana Fruit Dove) is a species of birds in the family Columbidae. They are listed as endangered by IUCN. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",103 g,Northern Mariana Islands,terrestrial,20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,Premna serratifolia L.,,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mariana kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/47042862,Todiramphus albicilla (Mariana Kingfisher) is a species of birds in the family Alcedinidae. They rely on flight to move around.,tympanic middle ear,,,North Pacific,tropical,20 dB,flight,apatite,,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mariana swiftlet,Animalia,Chordata,Aves,https://eol.org/pages/45510761,Aerodramus bartschi (Mariana Swiftlet) is a species of birds in the family swifts. They are listed as endangered by IUCN. They rely on flight to move around.,otoliths,,8 g,Costa Rica,"cave,terrestrial",,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,,endangered,,,,,,,,insectivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echolocation,,,,,
0,Marianne whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45514661,Zosterops semiflavus (Marianne White Eye) is a species of birds in the family white-eyes. They rely on flight to move around.,tympanic middle ear,,,,,10 dB,flight,apatite,,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marico flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45514715,Melaenornis mariquensis (Marico Flycatcher) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,,,,,10 dB,flight,apatite,,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marico sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45514900,Cinnyris mariquensis (Marico Sunbird) is a species of birds in the family Sunbirds. They rely on flight to move around.,tympanic middle ear,,17 g,United States,"arid,freshwater habitat",10 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marigold lorikeet,Animalia,Chordata,Aves,https://eol.org/pages/311598,Trichoglossus capistratus (Marigold Lorikeet) is a species of birds in the family Psittaculidae. They rely on flight to move around.,tympanic middle ear,,,,"forest,terrestrial",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Markhams storm petrel,Animalia,Chordata,Aves,https://eol.org/pages/45509016,Oceanodroma markhami (Markham's Storm Petrel) is a species of birds in the family storm petrels. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,53.1 g,Chile,coastal,20 dB,flight,apatite,,,corneal eyes,Engraulis australis (White 1790) (Australian anchovy),,,,,Atacama Desert,,,,,,,,,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marmoras warbler,Animalia,Chordata,Aves,https://eol.org/pages/45515472,Sylvia sarda (Marmora's Warbler) is a species of birds in the family Sylviidae. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,the palearctic,13.5 g,France,,10 dB,bipedal movement,apatite,,,corneal eyes,,,,,,mediterranean dry woodlands and steppe,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felis catus Linnaeus 1758 (cat),,,,
0,Maroon oriole,Animalia,Chordata,Aves,https://eol.org/pages/1051842,Oriolus traillii (Maroon Oriole) is a species of birds in the family orioles. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,81 g,Vietnam,"tropical,terrestrial",10 dB,flight,apatite,Stable,,corneal eyes,Ficus tinctoria Forst. fil. (Dye Fig),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Maroon shining parrot,Animalia,Chordata,Aves,https://eol.org/pages/45517959,"Prosopeia tabuensis (Maroon Shining Parrot) is a species of birds in the family Psittaculidae. They are listed in cites appendix ii. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",280 g,Tonga,"subtropical,terrestrial",,bipedal movement,,Decreasing,,corneal eyes,,,,,232 g,,cites appendix ii,,,,,,,,,0.162 /day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Maroon woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/45516604,Blythipicus rubiginosus (Maroon Woodpecker) is a species of birds in the family woodpeckers. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,92 g,Malaysia,"subtropical,freshwater habitat",20 dB,bipedal movement,apatite,Decreasing,NHMUK,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marquesan ground dove,Animalia,Chordata,Aves,https://eol.org/pages/1049815,Alopecoenas rubescens (Marquesan Ground Dove) is a species of birds in the family Columbidae. They are listed as endangered by IUCN. They rely on flight to move around.,tympanic middle ear,,,,"subtropical,terrestrial",20 dB,flight,apatite,Stable,,corneal eyes,,,,,,,endangered,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marquesan imperial pigeon,Animalia,Chordata,Aves,https://eol.org/pages/1049919,"Ducula galeata (Marquesan Imperial Pigeon) is a species of birds in the family Columbidae. They are listed as endangered by IUCN. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",,French Polynesia,terrestrial,20 dB,bipedal movement,apatite,Increasing,,corneal eyes,,,,,,Marquesas Tropical Moist Forests,endangered,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marquesan kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/1064909,Todiramphus godeffroyi (Marquesan Kingfisher) is a species of birds in the family Alcedinidae. They are listed as critically endangered by IUCN. They rely on flight to move around.,tympanic middle ear,,,South Pacific,"tropical,freshwater habitat",20 dB,flight,apatite,Decreasing,,corneal eyes,,,,,,,critically endangered,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marquesan monarch,Animalia,Chordata,Aves,https://eol.org/pages/45518222,"Pomarea mendozae (Marquesan Monarch) is a species of birds in the family monarch flycatchers. They are listed as endangered by IUCN. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",,South Pacific,"montane forest,terrestrial",10 dB,flight,apatite,Stable,,corneal eyes,,,,,,Marquesas Tropical Moist Forests,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marquesan swiftlet,Animalia,Chordata,Aves,https://eol.org/pages/1048597,Aerodramus ocistus (Marquesan Swiftlet) is a species of birds in the family swifts. They rely on flight to move around.,tympanic middle ear,,,South Pacific,subtropical,20 dB,flight,apatite,,,corneal eyes,,,,,,,,5000 Hz,,,,,,,insectivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dennyus,,,,,echolocation,,,,,
0,Marsh antwren,Animalia,Chordata,Aves,https://eol.org/pages/45512731,Stymphalornis acutirostris (Marsh Antwren) is a species of birds in the family typical antbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,10 g,Brazil,headwater,10 dB,bipedal movement,apatite,,,corneal eyes,,,,,,Serra Do Mar Coastal Forests,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marsh babbler,Animalia,Chordata,Aves,https://eol.org/pages/920762,Pellorneum palustre (Marsh Babbler) is a species of birds in the family Pellorneidae. They are listed as vulnerable by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,India,"marsh,terrestrial",10 dB,bipedal movement,apatite,Decreasing,NHMUK,corneal eyes,,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marsh grassbird,Animalia,Chordata,Aves,https://eol.org/pages/52570994,Helopsaltes pryeri (Marsh Grassbird) is a species of birds in the family Locustellidae. They rely on flight to move around.,tympanic middle ear,,,,,10 dB,flight,apatite,,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marsh owl,Animalia,Chordata,Aves,https://eol.org/pages/45518943,"Asio capensis (Marsh Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in Afrotropics, the palearctic, and the indo-malayan realm. They are crepuscular. They have parental care (pair provides care). They rely on flight to move around.",tympanic middle ear,Afrotropics,334 g,Mauritania,"marsh,freshwater habitat",,flight,,Stable,,corneal eyes,,terrestrial,,,,,cites appendix ii,,,,,,,,vertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marsh sandpiper,Animalia,Chordata,Aves,https://eol.org/pages/45509201,"Tringa stagnatilis (Marsh Sandpiper) is a species of birds in the family Scolopacidae. They are associated with freshwater habitat. They are found in Afrotropics, australasia, the palearctic, the indo-malayan realm, and Oceania continent (Australia, NZ and islands). They are diurnal. Individuals can grow to 59 cm. They have parental care (pair provides care). They rely on flight to move around.",,Afrotropics,,Somalia,steppe,,flight,,Decreasing,,corneal eyes,,freshwater,7.1 years,,77.5 g,,,,,,,,,,invertivore,,,,,,,,,,nectonic,55 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marsh seedeater,Animalia,Chordata,Aves,https://eol.org/pages/917122,Sporophila palustris (Marsh Seedeater) is a species of birds in the family tanagers. They are listed as endangered by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,7.5 g,Paraguay,"marsh,terrestrial",,bipedal movement,apatite,Decreasing,"Harvard UNiversity, Museum of Comparative Zoology",corneal eyes,,,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marsh tapaculo,Animalia,Chordata,Aves,https://eol.org/pages/45512914,Scytalopus iraiensis (Marsh Tapaculo) is a species of birds in the family tapaculos. They are listed as endangered by IUCN. They rely on flight to move around.,tympanic middle ear,,12.4 g,Brazil,"grassland,freshwater habitat",10 dB,flight,apatite,Decreasing,Museu Paraense Emilio Goeldi,corneal eyes,,,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marsh tchagra,Animalia,Chordata,Aves,https://eol.org/pages/45515176,Bocagia minuta (Marsh Tchagra) is a species of birds in the family Bushshrike. They rely on flight to move around.,tympanic middle ear,,,Angola,"tropical,freshwater habitat",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marsh tit,Animalia,Chordata,Aves,https://eol.org/pages/45515859,Poecile palustris (Marsh Tit) is a species of birds in the family Paridae. They rely on flight to move around.,tympanic middle ear,,14 g,North Pacific,temperate,,flight,,Decreasing,,corneal eyes,Rubus (blackberry),,11.9 years,,11.2 g,,,,,,,,,,,0.352 /day,,,,,,,,,,,,,,,,,,,,,,,,,,,,365 days,,,,,,,,,
0,Marsh warbler,Animalia,Chordata,Aves,https://eol.org/pages/45515425,Acrocephalus palustris (Marsh Warbler) is a species of birds in the family Acrocephalidae. They are found in Afrotropics and the palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,Afrotropics,,Mozambique,temperate,,flight,,Stable,,corneal eyes,,terrestrial,9.8 years,13 days,11.5 g,,,,,,,,,,invertivore,,,,,,,,,0.203 watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marsh widowbird,Animalia,Chordata,Aves,https://eol.org/pages/45515035,Euplectes hartlaubi (Marsh Whydah) is a species of birds in the family Weavers & allies. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,United States,"marsh,freshwater habitat",10 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,Cameroonian Highlands Forests,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marsh wren,Animalia,Chordata,Aves,https://eol.org/pages/45510091,Cistothorus palustris (Marsh Wren) is a species of birds in the family wrens. They are native to The Nearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,The Neotropics,,United States,lake,,flight,,Increasing,,corneal eyes,Coccidae (soft scale insects),terrestrial,,,,,,,bilaterally symmetric,,,The Nearctic,,,invertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marshalls iora,Animalia,Chordata,Aves,https://eol.org/pages/915645,Aegithina nigrolutea (Marshall's Iora) is a species of birds in the family Aegithinidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,14 g,India,terrestrial,10 dB,bipedal movement,apatite,Unknown,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},corneal eyes,,,,,,Upper Gangetic Plains Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Martial eagle,Animalia,Chordata,Aves,https://eol.org/pages/1048939,"Polemaetus bellicosus (Martial Eagle) is a species of birds in the family Accipitridae. They are listed as endangered by IUCN and in cites appendix ii. They are native to Ethiopia. They are diurnal carnivores. They have parental care (pair provides care, paternal care, and female provides care). They rely on flight to move around.",,Afrotropics,,Mozambique,desert,,flight,,Decreasing,,,,terrestrial,,,,,,,bilaterally symmetric,mammals,monogamous,Ethiopia,provisioning,,vertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Martinique oriole,Animalia,Chordata,Aves,https://eol.org/pages/1050846,Icterus bonana (Martinique Oriole) is a species of birds in the family New World blackbirds. They are listed as vulnerable by IUCN. They are native to The Neotropics. They are herbivores. They have parental care (paternal care and female provides care). They rely on flight to move around.,,The Neotropics,,North Atlantic,subtropical,,flight,,Decreasing,,corneal eyes,,,,,,,,,bilaterally symmetric,arthropods,monogamous,The Neotropics,protection,,frugivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marvellous spatuletail,Animalia,Chordata,Aves,https://eol.org/pages/45512467,Loddigesia mirabilis (Marvelous Spatuletail) is a species of birds in the family hummingbirds. They are listed as endangered by IUCN and in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,3 g,Peru,terrestrial,20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,Peruvian Yungas,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Masafuera rayadito,Animalia,Chordata,Aves,https://eol.org/pages/917984,Aphrastura masafuerae (Mas Afuera Rayadito) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,,tropical,10 dB,bipedal movement,apatite,,,corneal eyes,,,,,,Juan FernáNdez Islands Temperate Forests,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mascarene coot,Animalia,Chordata,Aves,https://eol.org/pages/45513934,Fulica newtonii (Mascarene Coot) is a species of birds in the family rails. This species is extinct. They rely on flight to move around.,tympanic middle ear,,,,freshwater habitat,20 dB,flight,apatite,,"University Museum of Zoology, Cambridge",corneal eyes,,,,,,,extinct,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mascarene grey parakeet,Animalia,Chordata,Aves,https://eol.org/pages/45514173,Psittacula bensoni (Mascarene Grey Parakeet) is a species of birds in the family Psittaculidae. They rely on flight to move around.,tympanic middle ear,,,,,20 dB,flight,apatite,,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mascarene martin,Animalia,Chordata,Aves,https://eol.org/pages/45515373,Phedina borbonica (Mascarene Martin) is a species of birds in the family swallows. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,25.8 g,Mozambique,"desert,marine",10 dB,flight,apatite,Stable,,corneal eyes,,,,,,Mascarene Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mascarene paradise flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45514292,Terpsiphone bourbonnensis (Mascarene Paradise Flycatcher) is a species of birds in the family monarch flycatchers. They are listed in cites appendix iii. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,Mauritius,terrestrial,10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,Mascarene Forests,cites appendix iii,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mascarene parrot,Animalia,Chordata,Aves,https://eol.org/pages/311748,Mascarinus mascarinus (Mascarene Parrot) is a species of birds in the family Psittaculidae. They rely on flight to move around.,tympanic middle ear,,,,,20 dB,flight,apatite,,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mascarene petrel,Animalia,Chordata,Aves,https://eol.org/pages/45513824,Pseudobulweria aterrima (Mascarene Petrel) is a species of birds in the family Procellariidae. They are listed as critically endangered by IUCN. They rely on flight to move around.,tympanic middle ear,,,Indian Ocean,"mountain,marine",20 dB,flight,apatite,Decreasing,,corneal eyes,Kondakovia longimana Filippova 1972,,,,,,critically endangered,,,,,,,,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mascarene swiftlet,Animalia,Chordata,Aves,https://eol.org/pages/1048585,Aerodramus francicus (Mascarene Swiftlet) is a species of birds in the family swifts. They are listed as near threatened by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,11.4 g,Fiji,"grassland,terrestrial",,bipedal movement,,Decreasing,,corneal eyes,,,,,,,near threatened,,,,,,,,insectivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echolocation,,,,,
0,Mascarene teal,Animalia,Chordata,Aves,https://eol.org/pages/7210285,Anas theodori (Mascarene Teal) is a species of birds in the family Anatidae. This species is extinct. They rely on flight and drag powered swimming to move around.,tympanic middle ear,,,,freshwater habitat,20 dB,flight,apatite,,"University Museum of Zoology, Cambridge",corneal eyes,,,,,,,extinct,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
