,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,hearing range,hearing threshold,locomotion,mineralized skeleton contains,visual system,biogeographic realm,body mass,ecoregion,geographic distribution includes,habitat,population trend,conservation status,weight,eats,type specimen repository,ecomorphological guild,behavioral circadian rhythm,genome size,has ectoparasite,body shape,diet includes,foraging habitat,native range includes,parental care,social system,trophic guild,body length,life span,preys on,parasitized by,basal metabolic rate,prenatal development duration,mating system,visits flowers of,is eaten by,host of,preyed upon by,growth rate,litters per year,visits,sensory system,body temperature,bill length,tarsus length,temperature at range midpoint latitude,mutualistic with,number of public records in bold,onset of fertility,used for,clutch/brood/litter size,leaf arrangement,life cycle habit,developmental mode,wing morphology,middle toe length,symbiont of,motility,supporting structures and enclosures,initial mortality rate
0,Pygmy antwren,Animalia,Chordata,Aves,https://eol.org/pages/45512681,Myrmotherula brachyura (Pygmy Antwren) is a species of birds in the family typical antbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,flight,apatite,corneal eyes,The Neotropics,7.8 g,Guianan Freshwater Swamp Forests,South Pacific,"subtropical,terrestrial",Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pygmy batis,Animalia,Chordata,Aves,https://eol.org/pages/45515135,Batis perkeo (Pygmy Batis) is a species of birds in the family Afrikansiepot. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,flight,apatite,corneal eyes,Afrotropics,8 g,Ethiopian Montane Forests,Indian Ocean,"grassland,terrestrial",Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pygmy bushtit,Animalia,Chordata,Aves,https://eol.org/pages/52571315,Aegithalos exilis (Pygmy Bushtit) is a species of birds in the family bushtits. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pygmy cormorant,Animalia,Chordata,Aves,https://eol.org/pages/45513570,Microcarbo pygmaeus (Pygmy Cormorant) is a species of birds in the family cormorants. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,Ukraine,"temperate,terrestrial",Increasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pygmy cupwing,Animalia,Chordata,Aves,https://eol.org/pages/45518826,"Pnoepyga pusilla (Pygmy Cupwing) is a species of birds in the family Pnoepygidae. They are found in australasia, the indo-malayan realm, and the palearctic. They rely on flight to move around.",tympanic middle ear,,10 dB,flight,apatite,corneal eyes,australasia,14 g,Mizoram-Manipur-Kachin Rain Forests,Indian Ocean,"montane forest,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pygmy eagle,Animalia,Chordata,Aves,https://eol.org/pages/7230843,Hieraaetus weiskei (New Guinea Hawk Eagle) is a species of birds in the family Accipitridae. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,,,,Indonesia,"subtropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pygmy falcon,Animalia,Chordata,Aves,https://eol.org/pages/45514150,"Polihierax semitorquatus (African Pygmy Falcon) is a species of birds in the family falcons. They are listed in cites appendix ii. They are native to Ethiopia. They are diurnal carnivores. They have parental care (cooperative breeding, female provides care, and paternal care). They rely on flight to move around.",,,,flight,,,Afrotropics,,,South Sudan,,Stable,,,,,,,,,bilaterally symmetric,birds,terrestrial,Ethiopia,protection,group living,vertivore,,,,,,,polyandrous,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pygmy flowerpecker,Animalia,Chordata,Aves,https://eol.org/pages/1051718,Dicaeum pygmaeum (Pygmy Flowerpecker) is a species of birds in the family Dicaeidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,the indo-malayan realm,5.6 g,Mindanao Montane Rain Forests,The Philippines,"montane forest,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pygmy flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45517562,Muscicapella hodgsoni (Pygmy Blue Flycatcher) is a species of birds in the family Old World flycatchers. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,the indo-malayan realm,,Northern Triangle Subtropical Forests,Bhutan,subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pygmy hanging parrot,Animalia,Chordata,Aves,https://eol.org/pages/1177934,Loriculus exilis (Pygmy Hanging Parrot) is a species of birds in the family Psittaculidae. They are listed as near threatened by IUCN and in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,australasia,,Sulawesi Lowland Rain Forests,Indonesia,terrestrial,Decreasing,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pygmy longbill,Animalia,Chordata,Aves,https://eol.org/pages/45516714,Oedistoma pygmaeum (Pygmy Longbill) is a species of birds in the family Melanocharitidae. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,North Pacific,"subtropical,terrestrial",Unknown,,,,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pygmy lorikeet,Animalia,Chordata,Aves,https://eol.org/pages/45517942,Charmosyna wilhelminae (Pygmy Lorikeet) is a species of birds in the family Psittaculidae. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,20 dB,bipedal movement,apatite,corneal eyes,australasia,,Huon Peninsula Montane Rain Forests,Indonesia,"tropical,terrestrial",Stable,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pygmy nightjar,Animalia,Chordata,Aves,https://eol.org/pages/45512195,Nyctipolus hirundinaceus (Pygmy Nightjar) is a species of birds in the family Caprimulgidae. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,,,,Brazil,"tropical,terrestrial",Decreasing,,,,SNSB-Zoologische Staatssammlung Muenchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pygmy nuthatch,Animalia,Chordata,Aves,https://eol.org/pages/45510139,"Sitta pygmaea (Pygmy Nuthatch) is a species of birds in the family Sittidae. They are native to The Nearctic. They visit flowers of Metrosideros. They are diurnal carnivores. They have parental care (cooperative breeding, paternal care, and female provides care). They rely on flight to move around.",,,,,,,The Nearctic,,,United States,,Increasing,,,,,,,,,bilaterally symmetric,insects,terrestrial,The Nearctic,,group living,granivore,,,,,,15 days,monogamous,,,,,,1 /year,,,,,,,,,,,,,,,,,,,,
0,Pygmy palm swift,Animalia,Chordata,Aves,https://eol.org/pages/1048609,Tachornis furcata (Pygmy Palm Swift) is a species of birds in the family swifts. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,20 dB,flight,apatite,corneal eyes,The Neotropics,6.5 g,,Venezuela,"subtropical,terrestrial",Decreasing,,,,(CM) - CM Birds Collection {http://www.carnegiemnh.org/birds/index.html},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pygmy sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45514845,Hedydipna platura (Pygmy Sunbird) is a species of birds in the family Sunbirds. They visit flowers of fire vine. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,7.5 g,,North Atlantic,terrestrial,Stable,,,Combretum paniculatum Vent. (fire vine),,,,,,,,,,,,,,,,,,,,Combretum paniculatum Vent. (fire vine),,,,,,,,,,,,,,,,,,,,,,,,,
0,Pygmy swiftlet,Animalia,Chordata,Aves,https://eol.org/pages/45516379,Collocalia troglodytes (Pygmy Swiftlet) is a species of birds in the family swifts. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,bipedal movement,apatite,corneal eyes,the indo-malayan realm,6.6 g,,The Philippines,"subtropical,freshwater habitat",Decreasing,,,,,,,,,,,,,,,insectivore,,,,,,,,,,,,,,,echolocation,,,,,,,,,,,,,,,,,,
0,Pygmy whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45517324,Oculocincta squamifrons (Pygmy Ibon) is a species of birds in the family white-eyes. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,the indo-malayan realm,7.1 g,Borneo Lowland Rain Forests,Malaysia,lower montane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pyrrhuloxia,Animalia,Chordata,Aves,https://eol.org/pages/1052071,Cardinalis sinuatus (Pyrrhuloxia) is a species of birds in the family cardinals. They are native to The Nearctic and The Neotropics. They rely on flight to move around.,,,,flight,,,The Neotropics,,,United States,desert,Decreasing,,35.2 g,,NHMUK,,,,,bilaterally symmetric,,,The Nearctic,,,,,,,,0.396495 watts,14 days,,,,,,,1 /year,,,,,,,,,,,,,,,,,,,,
0,Quailfinch,Animalia,Chordata,Aves,https://eol.org/pages/45515690,Ortygospiza atricollis (Quailfinch) is a species of birds in the family Estrildid finches. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,flight,apatite,corneal eyes,Afrotropics,12.4 g,,Mozambique,"marine,freshwater habitat",Stable,,,,,,,1.371 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Quailfinch indigobird,Animalia,Chordata,Aves,https://eol.org/pages/45515048,Vidua nigeriae (Quailfinch Indigobird) is a species of birds in the family Viduidae. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,14 g,,Nigeria,terrestrial,Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Quailplover,Animalia,Chordata,Aves,https://eol.org/pages/45513942,Ortyxelos meiffrenii (Lark Buttonquail) is a species of birds in the family buttonquails. They are native to Ethiopia. They are omnivores. They have parental care (paternal care). They rely on flight to move around.,tympanic middle ear,,,flight,,corneal eyes,Afrotropics,19.5 g,,North Atlantic,grassland,Unknown,,,,,,,,,bilaterally symmetric,seeds,,Ethiopia,protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Quebracho crested tinamou,Animalia,Chordata,Aves,https://eol.org/pages/45512004,Eudromia formosa (Quebracho Crested Tinamou) is a species of birds in the family tinamous. They are found in The Neotropics. They are diurnal.,otoliths,,20 dB,bipedal movement,apatite,corneal eyes,The Neotropics,,Southern Andean Yungas,Bolivia,"savanna,terrestrial",Decreasing,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rachels malimbe,Animalia,Chordata,Aves,https://eol.org/pages/45515003,Malimbus racheliae (Rachel's Malimbe) is a species of birds in the family Weavers & allies. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,Afrotropics,,Cross-Sanaga-Bioko Coastal Forests,Gabon,terrestrial,Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Raddes accentor,Animalia,Chordata,Aves,https://eol.org/pages/45515879,Prunella ocularis (Radde's Accentor) is a species of birds in the family accentors. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,the palearctic,25 g,Da Hinggan-Dzhagdy Mountains Conifer Forests,United Arab Emirates,grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Raddes warbler,Animalia,Chordata,Aves,https://eol.org/pages/45513672,Phylloscopus schwarzi (Radde's Warbler) is a species of birds in the family Phylloscopidae. They are found in the palearctic and the indo-malayan realm. They are diurnal. They rely on flight to move around.,tympanic middle ear,,10 dB,flight,apatite,corneal eyes,the palearctic,12 g,Chin Hills-Arakan Yoma Montane Forests,Japan,terrestrial,Stable,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Raiatea parakeet,Animalia,Chordata,Aves,https://eol.org/pages/45517965,Cyanoramphus ulietanus (Raiatea Parakeet) is a species of birds in the family Psittaculidae. This species is extinct. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,,terrestrial,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Railbabbler,Animalia,Chordata,Aves,https://eol.org/pages/45516979,Eupetes macrocerus (Malaysian Rail Babbler) is a species of birds in the family Eupetidae. They are listed as near threatened by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,the indo-malayan realm,,,Malaysia,"forest,terrestrial",Decreasing,near threatened,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Raimondis yellow finch,Animalia,Chordata,Aves,https://eol.org/pages/1050273,Sicalis raimondii (Raimondi's Yellow Finch) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,The Neotropics,15.8 g,Sechura Desert,Peru,"subtropical,terrestrial",Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rain quail,Animalia,Chordata,Aves,https://eol.org/pages/45515959,Coturnix coromandelica (Rain Quail) is a species of birds in the family Phasianidae. They are native to Australia and Asia. They are omnivores. They have parental care (paternal care and female provides care). They rely on flight to move around.,tympanic middle ear,,,flight,,corneal eyes,the indo-malayan realm,,,Thailand,valley,Stable,,,,,,,,,bilaterally symmetric,seeds,,Australia,provisioning,,,,,,,,,monogamous,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rainbow beeeater,Animalia,Chordata,Aves,https://eol.org/pages/45517881,"Merops ornatus (Rainbow Bee Eater) is a species of birds in the family bee-eaters. They are associated with freshwater habitat. They are native to Australia and Asia. They are diurnal carnivores. They have parental care (female provides care, paternal care, and cooperative breeding). They rely on flight to move around.",,,,flight,,,australasia,,,South Pacific,,Stable,,,,Museum of Zoology Senckenberg Dresden,fossorial,,,,bilaterally symmetric,insects,,Australia,,group living,insectivore,,,,,,,monogamous,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rainbow lorikeet,Animalia,Chordata,Aves,https://eol.org/pages/45517915,Trichoglossus moluccanus (Rainbow Lorikeet) is a species of birds in the family Psittaculidae. They visit flowers of Silky-oak. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,,terrestrial,Decreasing,,,Acacia mearnsii De Wild. (black wattle),,,,,,,,,,,,,,,,,,,,Grevillea (Silky-oak),Trichoglossus moluccanus (Gmelin & JF 1788) (Rainbow Lorikeet),,,,,,,,,,,,,,,,,,,,,,,,
0,Rainbow pitta,Animalia,Chordata,Aves,https://eol.org/pages/45518042,Pitta iris (Rainbow Pitta) is a species of birds in the family pittas. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,australasia,72.2 g,,Australia,"coastal,terrestrial",Decreasing,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rainbow starfrontlet,Animalia,Chordata,Aves,https://eol.org/pages/45512379,Coeligena iris (Rainbow Starfrontlet) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,20 dB,bipedal movement,apatite,corneal eyes,The Neotropics,8 g,,Ecuador,"tropical,terrestrial",Decreasing,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rainforest scops owl,Animalia,Chordata,Aves,https://eol.org/pages/1178222,Otus rutilus (Madagascar Scops Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,bipedal movement,apatite,corneal eyes,Afrotropics,121 g,,Madagascar,"marine,terrestrial",Stable,cites appendix ii,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Raja Ampat pitohui,Animalia,Chordata,Aves,https://eol.org/pages/45518641,Pitohui cerviniventris (Raja Ampat Pitohui) is a species of birds in the family orioles. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rajah scops owl,Animalia,Chordata,Aves,https://eol.org/pages/1178243,Otus brookii (Rajah Scops Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,-15 dB,bipedal movement,apatite,corneal eyes,the indo-malayan realm,,,Indonesia,"mountain,terrestrial",Decreasing,cites appendix ii,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rands warbler,Animalia,Chordata,Aves,https://eol.org/pages/920825,Randia pseudozosterops (Rand's Warbler) is a species of birds in the family Bernieridae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,Afrotropics,,Madagascar Lowland Forests,Indian Ocean,"subtropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ranongga whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45518700,Zosterops splendidus (Ranongga White Eye) is a species of birds in the family white-eyes. They are listed as vulnerable by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,australasia,,Solomon Islands Rain Forests,,"tropical,terrestrial",Decreasing,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rapa fruit dove,Animalia,Chordata,Aves,https://eol.org/pages/1049866,"Ptilinopus huttoni (Rapa Fruit Dove) is a species of birds in the family Columbidae. They are listed as critically endangered by IUCN. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,,20 dB,flight,apatite,corneal eyes,"Oceania continent (Australia, NZ and islands)",130 g,,South Pacific,"subtropical,terrestrial",Decreasing,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rapa shearwater,Animalia,Chordata,Aves,https://eol.org/pages/12127294,Puffinus myrtae (Rapa Shearwater) is a species of birds in the family Procellariidae. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rarotonga monarch,Animalia,Chordata,Aves,https://eol.org/pages/45518219,"Pomarea dimidiata (Rarotonga Monarch) is a species of birds in the family monarch flycatchers. They are listed as vulnerable by IUCN. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,,10 dB,flight,apatite,corneal eyes,"Oceania continent (Australia, NZ and islands)",23 g,,South Pacific,"tropical,terrestrial",Increasing,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rarotonga starling,Animalia,Chordata,Aves,https://eol.org/pages/1051029,"Aplonis cinerascens (Rarotonga Starling) is a species of birds in the family starlings. They are listed as vulnerable by IUCN. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,,,flight,apatite,corneal eyes,"Oceania continent (Australia, NZ and islands)",88 g,,South Pacific,"subtropical,terrestrial",Stable,vulnerable,,,Uebersee-Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Raso lark,Animalia,Chordata,Aves,https://eol.org/pages/45518947,Alauda razae (Raso Lark) is a species of birds in the family larks. They are listed as critically endangered by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,Afrotropics,24 g,,North Atlantic,"arid,terrestrial",Stable,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rattling cisticola,Animalia,Chordata,Aves,https://eol.org/pages/45514477,Cisticola chiniana (Rattling Cisticola) is a species of birds in the family African warblers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,flight,apatite,corneal eyes,Afrotropics,21.4 g,,Indian Ocean,"arid,terrestrial",Stable,,,,,,,1.239 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Razorbill,Animalia,Chordata,Aves,https://eol.org/pages/45509345,"Alca torda (Razorbill) is a species of birds in the family auks. They are listed as near threatened by IUCN. They are native to Atlantic Ocean and Arctic Ocean. They are diurnal carnivores. Individuals can grow to 68 cm. They have parental care (pair provides care, paternal care, and female provides care). They rely on flight and lift powered swimming to move around.",,,,,,,,,,North America,,Decreasing,,,,,nectonic,,,,bilaterally symmetric,,marine pelagic,Atlantic Ocean,,group living,vertivore,,,,,,30 days,,,,,,0.285 /day,1 /year,,,104.9 degrees fahrenheit,,,,,,,,,,,,,,,,,
0,Red avadavat,Animalia,Chordata,Aves,https://eol.org/pages/45511025,Amandava amandava (Amadavad) is a species of birds in the family Estrildid finches. They are native to Asia. They are diurnal omnivores. They have parental care (female provides care and paternal care). They rely on flight to move around.,,,,flight,,,australasia,,,United States,,Stable,,,,NHMUK,,,,,bilaterally symmetric,seeds,,Asia,protection,group living,granivore,,,,,,,monogamous,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Red collared dove,Animalia,Chordata,Aves,https://eol.org/pages/45515847,Streptopelia tranquebarica (Red Collared Dove) is a species of birds in the family Columbidae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,,20 dB,flight,apatite,corneal eyes,the indo-malayan realm,144 g,Huang He Plain Mixed Forests,United States,"desert,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Red crossbill,Animalia,Chordata,Aves,https://eol.org/pages/45510344,"Loxia curvirostra (Crossbill) is a species of birds in the family finches. They are native to The Nearctic and the Palearctic. They are diurnal herbivores. They have parental care (paternal care, occasionally breeds cooperatively, and female provides care). They rely on flight to move around.",,,,,,,,,,United States,,Stable,,,,(MVZ) - MVZ Bird Collection (Arctos) {http://mvz.berkeley.edu/Bird_Collection.html},,,,,bilaterally symmetric,seeds,terrestrial,The Nearctic,,group living,granivore,,,,,,14 days,monogamous,,,,,,2 /year,,,,,,,,,,,,,,,,,,,,
0,Red fody,Animalia,Chordata,Aves,https://eol.org/pages/45515018,Foudia madagascariensis (Madagascar Red Fody) is a species of birds in the family Weavers & allies. They are found in Afrotropics. They visit flowers of Gastonia. They rely on flight to move around.,tympanic middle ear,,,flight,apatite,corneal eyes,Afrotropics,18.3 g,,United States,"terrestrial,terrestrial",Stable,,,Gastonia,,,,,,,,,,,,,,,,,,,,Gastonia,,,,,,,,,,,,,,,,,,,,,,,,,
0,Red fox sparrow,Animalia,Chordata,Aves,https://eol.org/pages/45511181,"Passerella iliaca (Fox Sparrow) is a species of birds in the family Passerellidae. They are native to The Nearctic. They are solitary, diurnal omnivores. They have parental care (female provides care and paternal care). They rely on flight to move around.",,,,flight,,,The Nearctic,,,United States,,,,,,,,,,,bilaterally symmetric,fruit,,The Nearctic,no parental care,group living,,,10.3 years,,,,13 days,monogamous,,,,,,1 /year,,,,,,,,,,,,,,,,,,,,
0,Red goshawk,Animalia,Chordata,Aves,https://eol.org/pages/912812,Erythrotriorchis radiatus (Red Goshawk) is a species of birds in the family Accipitridae. They are listed as near threatened by IUCN and in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,20 dB,flight,apatite,corneal eyes,australasia,1370 g,,Australia,"savanna,terrestrial",Decreasing,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Red junglefowl,Animalia,Chordata,Aves,https://eol.org/pages/1274249,Gallus gallus murghi (Red Junglefowl) is a subspecies of birds in the family Phasianidae. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,,,,,,,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Red kite,Animalia,Chordata,Aves,https://eol.org/pages/45515827,"Milvus milvus (Black Kite) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are native to the Palearctic. They are diurnal carnivores. They have parental care (female provides care, paternal care, and occasionally breeds cooperatively). They rely on flight to move around.",,,,flight,,,the palearctic,,,Gibraltar,,Increasing,,,,,,,,,bilaterally symmetric,amphibians,terrestrial,the Palearctic,protection,group living,vertivore,,,,,,,monogamous,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Red knot,Animalia,Chordata,Aves,https://eol.org/pages/1228972,"Calidris canutus rufa (Rufa Red Knot) is a subspecies of birds in the family Scolopacidae. They are listed as endangered by COSEWIC. They are native to The Nearctic and The Neotropics. They are solitary, diurnal carnivores. They have parental care (female provides care and paternal care). They rely on flight to move around.",tympanic middle ear,,,flight,,corneal eyes,,,,,coastal,,,,,,,diurnal,,,bilaterally symmetric,arthropods,,The Nearctic,protection,group living,molluscivore,,,,,,,monogamous,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Red lark,Animalia,Chordata,Aves,https://eol.org/pages/45515320,Calendulauda burra (Red Lark) is a species of birds in the family larks. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,,,South Africa,"tropical,terrestrial",Decreasing,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Red lory,Animalia,Chordata,Aves,https://eol.org/pages/1177795,Eos bornea (Red Lory) is a species of birds in the family Psittaculidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,flight,,corneal eyes,australasia,179 g,,United States,"mangrove swamp,terrestrial",Decreasing,,156 g,,SNSB-Zoologische Staatssammlung Muenchen,,,,,,,,,,,,,24.7 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Red myzomela,Animalia,Chordata,Aves,https://eol.org/pages/45518391,Myzomela cruentata (Red Myzomela) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,australasia,8.6 g,Central Range Montane Rain Forests,Indonesia,subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
