,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,hearing range,hearing threshold,locomotion,mineralized skeleton contains,visual system,biogeographic realm,body mass,ecoregion,geographic distribution includes,habitat,population trend,conservation status,weight,eats,type specimen repository,ecomorphological guild,behavioral circadian rhythm,genome size,has ectoparasite,body shape,diet includes,foraging habitat,native range includes,parental care,social system,trophic guild,body length,life span,preys on,parasitized by,basal metabolic rate,prenatal development duration,mating system,visits flowers of,is eaten by,host of,preyed upon by,growth rate,litters per year,visits,sensory system,body temperature,bill length,tarsus length,temperature at range midpoint latitude,mutualistic with,number of public records in bold,onset of fertility,used for,clutch/brood/litter size,leaf arrangement,life cycle habit,developmental mode,wing morphology,middle toe length,symbiont of,motility,supporting structures and enclosures,initial mortality rate
0,Roraiman antbird,Animalia,Chordata,Aves,https://eol.org/pages/52233228,Myrmelastes saturatus (Roraiman Antbird) is a species of birds in the family typical antbirds. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,terrestrial,Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Roraiman antwren,Animalia,Chordata,Aves,https://eol.org/pages/45512719,Herpsilochmus roraimae (Roraiman Antwren) is a species of birds in the family typical antbirds. They are found in The Neotropics. They rely on flight to move around.,otoliths,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,The Neotropics,,Tepuis,Guyana,"subtropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Roraiman barbtail,Animalia,Chordata,Aves,https://eol.org/pages/1050168,Roraimia adusta (Roraiman Barbtail) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,The Neotropics,,Tepuis,Guyana,terrestrial,Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Roraiman flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45513082,Myiophobus roraimae (Roraiman Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,The Neotropics,14 g,Peruvian Yungas,Bolivia,"subtropical,terrestrial",Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Roraiman nightjar,Animalia,Chordata,Aves,https://eol.org/pages/45512200,Setopagis whitelyi (Roraiman Nightjar) is a species of birds in the family Caprimulgidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,The Neotropics,,Tepuis,Guyana,terrestrial,Stable,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Roraiman warbler,Animalia,Chordata,Aves,https://eol.org/pages/45298389,Myiothlypis roraimae (Roraiman Warbler) is a species of birds in the family New World warblers. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rose robin,Animalia,Chordata,Aves,https://eol.org/pages/45518319,Petroica rosea (Rose Robin) is a species of birds in the family australasian robins. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,australasia,11.5 g,Murray-Darling Woodlands And Mallee,Australia,"temperate,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Roseate spoonbill,Animalia,Chordata,Aves,https://eol.org/pages/45509056,Platalea ajaja (Roseate Spoonbill) is a species of birds in the family Threskiornithidae. They are associated with freshwater habitat. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,,,flight,,corneal eyes,,,,Mexico,coastal,Stable,,1036.97 g,,,nectonic,,,,,,freshwater,,,,vertivore,,28 years,,,,23 days,,,,,,,1 /year,,,,,,,,,,,,,,,,,,,,
0,Roseate tern,Animalia,Chordata,Aves,https://eol.org/pages/1267677,Sterna dougallii dougallii (Roseate Tern) is a subspecies of birds in the family Laridae. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,Aruba,,,threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rosy beeeater,Animalia,Chordata,Aves,https://eol.org/pages/45514081,Merops malimbicus (Rosy Bee Eater) is a species of birds in the family bee-eaters. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,Afrotropics,54 g,Eastern Congolian Swamp Forests,Algeria,freshwater habitat,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rosy minivet,Animalia,Chordata,Aves,https://eol.org/pages/45516783,Pericrocotus roseus (Rosy Minivet) is a species of birds in the family cuckoo-shrikes. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,10 dB,flight,apatite,corneal eyes,the palearctic,22 g,Kayah-Karen Montane Rain Forests,Vietnam,"montane forest,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rosy pipit,Animalia,Chordata,Aves,https://eol.org/pages/45517660,"Anthus roseatus (Rosy Pipit) is a species of birds in the family Motacillidae. They are found in the indo-malayan realm, australasia, and the palearctic. They rely on flight to move around.",tympanic middle ear,,10 dB,flight,apatite,corneal eyes,the indo-malayan realm,25 g,Northwestern Thorn Scrub Forests,Vietnam,freshwater habitat,Stable,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rosy starling,Animalia,Chordata,Aves,https://eol.org/pages/45513696,Pastor roseus (Rosy Starling) is a species of birds in the family starlings. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,83 g,,Bahrain,"steppe,terrestrial",Unknown,,,Salvadora persica L. (Gonimara),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rosy thrushtanager,Animalia,Chordata,Aves,https://eol.org/pages/45510517,Rhodinocichla rosea (Rosy Thrush Tanager) is a species of birds in the family Rhodinocichlidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,The Neotropics,51.8 g,Sinú Valley Dry Forests,Venezuela,"scrubland,terrestrial",Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rota whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/4417303,Zosterops rotensis (Rota White Eye) is a species of birds in the family white-eyes. They are listed as critically endangered by IUCN. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,North Pacific,"subtropical,terrestrial",Increasing,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rote boobook,Animalia,Chordata,Aves,https://eol.org/pages/1269891,Ninox rotiensis (Rote Boobook) is a species of birds in the family typical owls. They rely on flight to move around.,tympanic middle ear,5000 Hz,-15 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rote leaf warbler,Animalia,Chordata,Aves,https://eol.org/pages/52571068,Phylloscopus rotiensis (Rote Leaf Warbler) is a species of birds in the family Phylloscopidae. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,terrestrial,Decreasing,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rote myzomela,Animalia,Chordata,Aves,https://eol.org/pages/52571400,Myzomela irianawidodoae (Rote Myzomela) is a species of birds in the family honeyeaters. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rothschilds swift,Animalia,Chordata,Aves,https://eol.org/pages/1048551,Cypseloides rothschildi (Rothschild's Swift) is a species of birds in the family swifts. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,20 dB,flight,apatite,corneal eyes,The Neotropics,,Southern Andean Yungas,Argentina,"tropical,terrestrial",Stable,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rotuma myzomela,Animalia,Chordata,Aves,https://eol.org/pages/45518728,"Myzomela chermesina (Rotuma Myzomela) is a species of birds in the family honeyeaters. They are listed as vulnerable by IUCN. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,"Oceania continent (Australia, NZ and islands)",,fiji tropical moist forests,,"tropical,terrestrial",Stable,vulnerable,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rougets rail,Animalia,Chordata,Aves,https://eol.org/pages/45513915,Rougetius rougetii (Rouget's Rail) is a species of birds in the family rails. They are listed as near threatened by IUCN. They are associated with freshwater habitat. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,flight,apatite,corneal eyes,Afrotropics,220 g,,Ethiopia,"subtropical,freshwater habitat",Decreasing,near threatened,,,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Roviana rail,Animalia,Chordata,Aves,https://eol.org/pages/915554,Gallirallus rovianae (Roviana Rail) is a species of birds in the family rails. They are found in australasia. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,australasia,,Solomon Islands Rain Forests,Solomon Islands,tropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Royal cinclodes,Animalia,Chordata,Aves,https://eol.org/pages/284228,Cinclodes aricomae (Royal Cinclodes) is a species of birds in the family ovenbirds. They are listed as critically endangered by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,The Neotropics,50 g,Central Andean Wet Puna,Bolivia,freshwater habitat,Decreasing,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Royal parrotfinch,Animalia,Chordata,Aves,https://eol.org/pages/45518767,Erythrura regia (Royal Parrotfinch) is a species of birds in the family Estrildid finches. They are found in australasia. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,australasia,,Vanuatu Rain Forests,Vanuatu,marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Royal penguin,Animalia,Chordata,Aves,https://eol.org/pages/45512085,Eudyptes schlegeli (Royal Penguin) is a species of birds in the family penguins. They are listed as near threatened by IUCN. They are native to Pacific Ocean and Australia. They are diurnal. They have parental care (pair provides care). They rely on flight and lift powered swimming to move around.,,,,flight,,,australasia,,,Southern Ocean,,Stable,,,,,nectonic,,,,bilaterally symmetric,,marine pelagic,Pacific Ocean,,,invertivore,,,,,,,,,,,,,,,,,61 mm,,9.21 degrees celsius,,,,,,,,,,76.8 mm,,,,
0,Royal spoonbill,Animalia,Chordata,Aves,https://eol.org/pages/45516066,Platalea regia (Royal Spoonbill) is a species of birds in the family Threskiornithidae. They are associated with freshwater habitat. They are found in the indo-malayan realm and australasia. They rely on flight to move around.,tympanic middle ear,,,flight,,corneal eyes,the indo-malayan realm,1800 g,,South Pacific,"freshwater,terrestrial",Stable,,,,,nectonic,,,,,,,,,,,,,Oedicerotidae,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maritrema novaezealandense Martorelli, Fredensborg, Mouritsen & Poulin 2004",,,
0,Royal sunangel,Animalia,Chordata,Aves,https://eol.org/pages/45512397,Heliangelus regalis (Royal Sunangel) is a species of birds in the family hummingbirds. They are listed as endangered by IUCN and in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,20 dB,bipedal movement,apatite,corneal eyes,The Neotropics,3.7 g,,Peru,"subtropical,terrestrial",Decreasing,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Royal tern,Animalia,Chordata,Aves,https://eol.org/pages/45509311,Thalasseus maximus (Royal Tern) is a species of birds in the family Laridae. They are associated with freshwater habitat. They rely on flight to move around.,tympanic middle ear,,,flight,,corneal eyes,,,,United States,lagoon,Stable,,56 g,Clupeidae (herrings),,,,,,,,,,,,,,28.6 years,Sardinops sagax (Jenyns 1842) (Pacific sardine),,,28 days,,,,,,,1 /year,,,,,,,,,,,,,,,,,,,,
0,Ruaha chat,Animalia,Chordata,Aves,https://eol.org/pages/45514808,Myrmecocichla collaris (Ruaha Chat) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,Tanzania,subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rubeho akalat,Animalia,Chordata,Aves,https://eol.org/pages/45514770,Sheppardia aurantiithorax (Rubeho Akalat) is a species of birds in the family Old World flycatchers. They are listed as endangered by IUCN. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,Tanzania,"mountain,terrestrial",Decreasing,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rubeho forest partridge,Animalia,Chordata,Aves,https://eol.org/pages/45513814,Xenoperdix obscuratus (Rubeho Forest Partridge) is a species of birds in the family Phasianidae. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rubeho warbler,Animalia,Chordata,Aves,https://eol.org/pages/45514599,Scepomycter rubehoensis (Rubeho Warbler) is a species of birds in the family African warblers. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rücks blue flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45517443,Cyornis ruckii (Rück's Blue Flycatcher) is a species of birds in the family Old World flycatchers. They are listed as critically endangered by IUCN and in cites appendix ii. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,Indonesia,terrestrial,Unknown,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rudds apalis,Animalia,Chordata,Aves,https://eol.org/pages/45514553,Apalis ruddi (Rudd's Apalis) is a species of birds in the family African warblers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,Afrotropics,,Maputaland Coastal Forest Mosaic,Mozambique,"subtropical,terrestrial",Stable,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rudds lark,Animalia,Chordata,Aves,https://eol.org/pages/45515324,Heteromirafra ruddi (Rudd's Lark) is a species of birds in the family larks. They are listed as endangered by IUCN. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,27.2 g,,South Africa,"grassland,terrestrial",Decreasing,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ruddy crake,Animalia,Chordata,Aves,https://eol.org/pages/45509091,Laterallus ruber (Ruddy Crake) is a species of birds in the family rails. They are associated with freshwater habitat. They are native to The Nearctic and The Neotropics. They rely on flight to move around.,tympanic middle ear,,,flight,,corneal eyes,The Neotropics,48.9 g,,North Pacific,"freshwater,terrestrial",Unknown,,,,,,,,,bilaterally symmetric,,,The Nearctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,
0,Ruddy cuckoodove,Animalia,Chordata,Aves,https://eol.org/pages/45516199,Macropygia emiliana (Ruddy Cuckoo Dove) is a species of birds in the family Columbidae. They are found in australasia and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,australasia,,Western Java Rain Forests,Malaysia,terrestrial,Decreasing,,,,,,,,Campanulotes rotundatus Tendeiro 1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ruddy duck,Animalia,Chordata,Aves,https://eol.org/pages/45510613,"Oxyura jamaicensis (Ruddy Duck) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They are native to The Nearctic, The Neotropics, North America, and Mexico. They are solitary, diurnal omnivores. They have parental care (female provides care). They rely on flight, swimming, and drag powered swimming to move around.",,,,,,,the palearctic,,,United States,,Decreasing,,,,,,,,,bilaterally symmetric,leaves,freshwater,The Nearctic,,group living,invertivore,,,,,,23 days,monogamous,,,,,,1 /year,,,,,,,,,,,,,,,,,,,,
0,Ruddy foliagegleaner,Animalia,Chordata,Aves,https://eol.org/pages/49802269,Clibanornis rubiginosus (Ruddy Foliage Gleaner) is a species of birds in the family ovenbirds. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,South Pacific,terrestrial,Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ruddy ground dove,Animalia,Chordata,Aves,https://eol.org/pages/45509411,Columbina talpacoti (Ruddy Ground Dove) is a species of birds in the family Columbidae. They are found in The Neotropics. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,,,flight,,corneal eyes,The Neotropics,46 g,,United States,"tropical,terrestrial",Increasing,,,Zea mays L. (corn),,,,,,,,terrestrial,,,,granivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ruddy kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/45516466,"Halcyon coromanda (Ruddy Kingfisher) is a species of birds in the family Alcedinidae. They are found in the palearctic, the indo-malayan realm, and australasia. They rely on flight to move around.",tympanic middle ear,,20 dB,flight,apatite,corneal eyes,the palearctic,86.8 g,Northern Indochina Subtropical Forests,Indonesia,"temperate,freshwater habitat",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ruddy pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45509386,Patagioenas subvinacea (Ruddy Pigeon) is a species of birds in the family Columbidae. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,150 g,,South Pacific,terrestrial,Decreasing,vulnerable,,Billia rosea (Planch. & Linden) C. Ulloa & P. Jørg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ruddy quaildove,Animalia,Chordata,Aves,https://eol.org/pages/45509436,Geotrygon montana (Ruddy Quail Dove) is a species of birds in the family Columbidae. They are found in The Neotropics. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,,,flight,,corneal eyes,The Neotropics,,,United States,tropical,Decreasing,,,Cordia (cordia),,,,1.506 pg,,,,terrestrial,,,,granivore,,,,,,,,,,,,,,,,110 degrees fahrenheit,,,,,,,,,,,,,,,,,
0,Ruddy shelduck,Animalia,Chordata,Aves,https://eol.org/pages/45513543,"Tadorna ferruginea (Ruddy Shelduck) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They are found in Afrotropics, the indo-malayan realm, and the palearctic. They are diurnal omnivores. They have parental care (pair provides care). They rely on flight and drag powered swimming to move around.",tympanic middle ear,,,flight,,corneal eyes,Afrotropics,1236 g,,United States,"grassland,terrestrial",Unknown,,,,,nectonic,diurnal,,,,,freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ruddy spinetail,Animalia,Chordata,Aves,https://eol.org/pages/1050211,Synallaxis rutilans (Ruddy Spinetail) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,flight,apatite,corneal eyes,The Neotropics,18.5 g,,South Atlantic,"tropical,terrestrial",Decreasing,,,,,,,1.418 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ruddy todyflycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45513128,Poecilotriccus russatus (Ruddy Tody Flycatcher) is a species of birds in the family tyrant flycatchers. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,,,Guyana,"subtropical,terrestrial",Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ruddy treerunner,Animalia,Chordata,Aves,https://eol.org/pages/45511669,Margarornis rubiginosus (Ruddy Treerunner) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,The Neotropics,19.5 g,Talamancan Montane Forests,Costa Rica,"mountain,terrestrial",Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ruddy turnstone,Animalia,Chordata,Aves,https://eol.org/pages/55546293,Ruddy turnstone astrovirus is a species of  in the family Astrovirus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ruddy woodcreeper,Animalia,Chordata,Aves,https://eol.org/pages/45511700,Dendrocincla homochroa (Ruddy Woodcreeper) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,flight,apatite,corneal eyes,The Neotropics,45.3 g,,Belize,"tropical,terrestrial",Decreasing,,,Formicidae (ants),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufescent antshrike,Animalia,Chordata,Aves,https://eol.org/pages/52570788,Thamnistes rufescens (Rufescent Antshrike) is a species of birds in the family typical antbirds. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,Peru,tropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufescent darkeye,Animalia,Chordata,Aves,https://eol.org/pages/45517310,Tephrozosterops stalkeri (Rufescent Darkeye) is a species of birds in the family white-eyes. They are found in australasia. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,australasia,21 g,Seram Rain Forests,,"subtropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufescent imperial pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516316,Ducula chalconota (Rufescent Imperial Pigeon) is a species of birds in the family Columbidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,australasia,509 g,Huon Peninsula Montane Rain Forests,Indonesia,terrestrial,Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufescent prinia,Animalia,Chordata,Aves,https://eol.org/pages/916308,"Prinia rufescens (Rufescent Prinia) is a species of birds in the family African warblers. They are found in the palearctic, the indo-malayan realm, and Afrotropics. They rely on flight to move around.",tympanic middle ear,,10 dB,flight,apatite,corneal eyes,the palearctic,7 g,Hobyo Grasslands And Shrublands,Indian Ocean,"subtropical,terrestrial",Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufescent screech owl,Animalia,Chordata,Aves,https://eol.org/pages/1025839,Megascops ingens (Rufescent Screech Owl) is a species of birds in the family typical owls. They rely on flight to move around.,tympanic middle ear,,-15 dB,bipedal movement,apatite,corneal eyes,,181 g,,Bolivia,"tropical,terrestrial",Decreasing,,,,NHMUK,,,1.655 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufescent tiger heron,Animalia,Chordata,Aves,https://eol.org/pages/45511507,Tigrisoma lineatum (Rufescent Tiger Heron) is a species of birds in the family Ardeidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,The Neotropics,980 g,Juruá-Purus Moist Forests,South Pacific,freshwater habitat,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ruff,Animalia,Chordata,Aves,https://eol.org/pages/46527585,Ruffohyale is a genus of amphipods in the family Hyalidae. They rely on drag powered swimming to move around.,,,,drag powered swimming,calcium carbonate,compound eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exoskeleton,
0,Ruffed grouse,Animalia,Chordata,Aves,https://eol.org/pages/45510621,Bonasa umbellus (Pheasant) is a species of birds in the family Phasianidae. They are native to United States and The Nearctic. They are diurnal herbivores. They have parental care (female provides care). They rely on flight to move around.,,,,,,,,,,United States,,Decreasing,,,,,,,,,bilaterally symmetric,,terrestrial,United States,,,,,,,,2.3894 watts,21 days,,,,,,,1 /year,,,,15.4 mm,43.3 mm,-10.5 degrees celsius,,,,,,,,,,,,,,0.55 /year
0,Rufous antpitta,Animalia,Chordata,Aves,https://eol.org/pages/45512862,Grallaria rufula (Rufous Antpitta) is a species of birds in the family antpittas. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,The Neotropics,35.7 g,Magdalena Valley Montane Forests,Bolivia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous babbler,Animalia,Chordata,Aves,https://eol.org/pages/52571179,Argya subrufa (Rufous Babbler) is a species of birds in the family Leiothrichidae. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,terrestrial,Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous bristlebird,Animalia,Chordata,Aves,https://eol.org/pages/13834489,Dasyornis broadbenti litoralis (Lesser Rufous Bristlebird) is a subspecies of birds in the family bristlebirds. They are listed in cites appendix i. They rely on flight to move around.,otoliths,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,,,Australia,pasture,,cites appendix i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous casiornis,Animalia,Chordata,Aves,https://eol.org/pages/45513282,Casiornis rufus (Rufous Casiornis) is a species of birds in the family tyrant flycatchers. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,Bolivia,"subtropical,terrestrial",Decreasing,,,Miconia pepericarpa DC.,,,,,,,,,,,,,,,,Haemoproteus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous chatterer,Animalia,Chordata,Aves,https://eol.org/pages/52232781,Argya rubiginosa (Rufous Chatterer) is a species of birds in the family Leiothrichidae. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,terrestrial,Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
