,Common Name,Kingdom,Phylum,Class,Order,Family,Binomial Name,Link,Description
0,Helmeted Myna,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Basilornis galeatus,https://ebird.org/species/helmyn1,"A glossy-black starling with a big permanently raised crest that gives it a unique, broad-headed profile. Also note prominent whitish markings on sides of neck and breast, which appear like one large patch. Juvenile shorter-crested, with a brown chin and a bicolored bill. Frequents the canopy of lowland and hill forest in small groups or pairs, preferring pristine areas, but straying into edges and degraded patches too. Complex song involves whirring “weee-ow-weee-ow” mixed with “chur” and “chip” notes. Also gives a single, strident metallic “chip” call."
0,Helmeted Pygmy-Tyrant,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Lophotriccus galeatus,https://ebird.org/species/heptyr1,"Tiny flycatcher; common and widespread, but heard far more often than seen. When seen well, note pale eye and elongated crown feathers, giving this bird a hammer-headed appearance. Found in humid forest understory and second-growth as well as in savanna woodland. Frequently found near gaps and vine tangles where it sits quietly, then sallies upward to glean insects from leaves. Song is an irregular series of ticking notes that sometimes runs into a trill, often given for long periods throughout the day. Similar to Double-banded Pygmy-Tyrant, but vocalizations are less buzzy."
0,Helmeted Woodpecker,Animalia,Chordata,Aves,Piciformes,Picidae,Celeus galeatus,https://ebird.org/species/helwoo1,"Fairly large woodpecker. A usually rare inhabitant of extensive humid forests. Note cinnamon face, red head with a prominent crest, and white stripes on the side of the neck. Solid black back and wings, and heavily barred below with a pale rump. Males have a red moustache. A mimic of the much larger Robust Woodpecker."
0,Hemprich's Hornbill,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Lophoceros hemprichii,https://ebird.org/species/hemhor1,"A medium-sized dark-brown hornbill with a long tail. The bill is dull reddish and the belly white; there is white in the outer tail. The flight is floppy and loose. Found in dry savanna habitats, particularly on and around cliffs and other rocky microhabitats. Similar to Crowned Hornbill, but darker, with a duller bill and more white in the tail. The call starts with “keeya” notes, then usually progresses into a rapid piping."
0,Hen Harrier,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus cyaneus,https://ebird.org/species/norhar1,"Medium-sized harrier, flies with wings held in a V-shape, low over open fields and marshes, listening for rodents lurking below. Distinctive foraging behavior and conspicuous white patch on rump in all plumages. Five long primary ‘finger tips’ prominent in flight. Females and immatures are warm brown with streaky breasts. Adult male has plain mid-gray wings with black wingtips and paler belly."
0,Henderson Island Crake,Animalia,Chordata,Aves,Gruiformes,Rallidae,Zapornia atra,https://ebird.org/species/heicra1,"An entirely deep black crake with bright reddish-orange eye-ring and legs. Bill is yellowish green. Flightless, bold, and curious. No other similar birds occur within its range. Contact call is a nasal “kak” repeated rapidly. Also gives a loud, continuous churring call."
0,Henderson Island Fruit-Dove,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ptilinopus insularis,https://ebird.org/species/hifdov1,"Relatively subdued in coloration for a fruit-dove. Has a dusky gray chest and face, a yellow eye-ring, a magenta forehead patch, and mostly green wings and body. An adaptable species found at all elevations. Shares its range with no similar species. Call is typically a long series of “woot” notes, well spaced and gradually descending in pitch."
0,Henderson Petrel,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma atrata,https://ebird.org/species/henpet1,"A typical uniformly grayish-brown petrel with pale mottling at the base of the bill that gives it a somewhat “frosted” facial appearance. Pale bar along the leading edge of the underwing between the body and elbow is evident in flight. Highly pelagic, visiting land only to nest. Similar to Kermadec Petrel, but lacks the white primary shafts in the upperwing of that species and is overall more uniformly colored. Providence Petrel is similar but appears much heavier-chested and paler-faced, with more extensively mottled gray-brown tones across the body. Herald Petrel is very similar, but has much more contrasting dark-and-light underwing pattern. Henderson Petrel is silent at sea."
0,Henderson Island Reed Warbler,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus taiti,https://ebird.org/species/hirwar1,"A large warbler with a variably white head and body. Crown and uppersides often mottled olive-brown and white, underside often tinted yellow. Wing feathers and tail darker. Found in undisturbed forest. Common call is a high-pitched single note. Not known to sing."
0,Henslow's Sparrow,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Centronyx henslowii,https://ebird.org/species/henspa,"A large-headed and thick-billed sparrow, found exclusively in weedy grasslands with sparse shrubs. Distinctive color combination of olive-green nape, rufous wings, and crisp black streaks below. Also note large pinkish bill and flat crown. Singing males perch conspicuously in the breeding season; otherwise very secretive, especially in migration and winter. Populations declining sharply, perhaps due to pesticide use and destruction of native grasslands. Listen for its extremely short song, easy to pass off as an insect: “ts-lick.”"
0,Henst's Goshawk,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter henstii,https://ebird.org/species/hengos1,"A big, powerful goshawk. Adults are gray on the back with fine gray barring below; females much larger. Immatures have a brown back and thick streaks below. Endemic to Madagascar, where it is a scarce resident of all types of primary forest. Rarely sits in the open, and only occasionally soars. Territorial call is a loud repeated “khew” which is often given in flight. Males can be very hard to separate from similarly-sized female Madagascar Sparrowhawk. On Henst’s, look for fine bars on the undertail, a completely barred throat, and a central toe of normal length. Immatures may only be separable based on toe length. Also very similar to the rare Madagascar Serpent-Eagle. Subtle differences include slightly smaller size, evenly-spaced barring on the chest, thicker black bands on the tail, and an unbarred back."
0,Henst's Goshawk,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter henstii,https://ebird.org/species/hengos1,"A big, powerful goshawk. Adults are gray on the back with fine gray barring below; females much larger. Immatures have a brown back and thick streaks below. Endemic to Madagascar, where it is a scarce resident of all types of primary forest. Rarely sits in the open, and only occasionally soars. Territorial call is a loud repeated “khew” which is often given in flight. Males can be very hard to separate from similarly-sized female Madagascar Sparrowhawk. On Henst’s, look for fine bars on the undertail, a completely barred throat, and a central toe of normal length. Immatures may only be separable based on toe length. Also very similar to the rare Madagascar Serpent-Eagle. Subtle differences include slightly smaller size, evenly-spaced barring on the chest, thicker black bands on the tail, and an unbarred back."
0,Hepatic Tanager,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga flava,https://ebird.org/species/heptan,"Large, stocky tanager. Males are red with dusty wash on upperparts and sides (especially on northern populations); females are muted yellowish. Both sexes are brightest on the throat and crown. Also note stout bill and dark lores. Several separate populations occur from the southwestern U.S. to South America, probably comprising multiple different species. Northern birds prefer mountainous areas with mixed pine-oak forest. South American birds found in a variety of forested habitats, from open woodlands in the lowlands to scrubby areas in the high Andes. Most similar to Summer Tanager, but grayer tones to plumage and usually different habitat. Song is sweet like American Robin: mostly clear phrases with some hoarser notes."
0,Herald Petrel,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma heraldica,https://ebird.org/species/herpet2,"Medium-sized, lightly built petrel of offshore tropical waters across the Pacific; not seen from mainland. Plumage is highly variable (from white-bodied and dark-headed to wholly dark) and often very similar to larger and broader-winged Kermadec Petrel, which has a shorter and broader tail than Herald. Herald has white flashes on underside of wingtips, but lacks white shafts on upperside, which are diagnostic of Kermadec. Both species visit colonies in daytime, when pairs chase around high overhead."
0,Herero Chat,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Melaenornis herero,https://ebird.org/species/hercha1,"Brown chat with a dark face mask, a pale eyebrow, and very faint streaking on the underparts. Found very locally in a specific microhabitat: the bands of somewhat lusher woodland around the base of rocky escarpments at the edge of the Namib Desert. Usually in pairs. Quiet but distinctive song is a four-note series of mournful whistles. Fairly similar to Familiar Chat, but easily separated by bold face pattern."
0,Hermit Thrush,Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus guttatus,https://ebird.org/species/herthr,"Medium brown above with contrasting reddish tail. Dark spots on breast do not continue all the way down belly like Wood Thrush. Found in wooded areas; often hops on the ground or skulks in dense patches of shrubbery. Winters further north than other thrushes; many stay in the U.S. Listen for its beautiful song that is higher pitched than other thrushes with a steady introductory note; also gives low ""chup"" call note."
0,Hermit Warbler,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga occidentalis,https://ebird.org/species/herwar,"Yellow-faced warbler of western coniferous forests. Males are almost entirely yellow-headed with black nape and throat, gray upperparts with white wingbars, and whitish underparts. Females much duller with pale throat and dingy gray belly, and always show a blank yellow face (some with faint olive cheek patch). Hybridizes with Townsend's Warbler where ranges overlap. Favors conifers on breeding and wintering grounds. Migrants found in a variety of wooded habitats. Feeds on insects, often high in treetops."
0,Hermit Wood-Wren,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Henicorhina anachoreta,https://ebird.org/species/gybwow3,"Small, short-tailed wren endemic to the Santa Marta Mountains of Colombia. It has a white eyebrow and streaky face, though plumage is almost identical to that of Gray-breasted Wood-Wren. It can be identified by its faster, squeakier, and higher-pitched song, and it generally occurs at higher elevations with little overlap. Usually found in pairs that stay low in cloud forest understory. Quite common in the upper parts of El Dorado Nature Reserve, but not found near the lodge."
0,Heuglin's Bustard,Animalia,Chordata,Aves,Otidiformes,Otididae,Neotis heuglinii,https://ebird.org/species/heubus1,"A fairly large and lanky bustard. Males have a mostly black face, females a striped face. Both sexes have a gray neck and white belly. In flight, the wing is pale brown and black above and mostly pale below. A generally scarce species that is found in dry savanna, scrub, and other semi-desert habitats. Often in pairs. Similar to White-bellied Bustard, but the male is distinguished by his dark rather than pinkish bill, and the female by her gray rather than brownish neck."
0,Heuglin's Masked-Weaver,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Ploceus heuglini,https://ebird.org/species/hemwea1,"A small, yellow-eyed masked-weaver with a plain green back. The breeding male has a black face mask extending to a point on the upper breast, without a chestnut wash around the mask. Female and juvenile are duller, with a buff wash on the breast and a lightly streaked back. A fairly common resident throughout open savanna and semi-arid areas, often nesting colonially near ant and wasp nests. Many similar-looking weavers do not overlap in range with Heuglin’s: the larger Village and Vitelline Masked-Weavers have red eyes, and Lesser Masked-Weaver has a black (not yellow) forehead."
0,Heuglin's Wheatear,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe heuglini,https://ebird.org/species/heuwhe1,"A brownish wheatear with a rusty breast. Note the white eyebrow, dark mask, and pale throat. The tail is mostly black with a white base and rump, forming a thick “T” pattern that is conspicuous in flight. Found in short grassland, cultivated areas, and open savanna, often in rocky areas. Very similar to Red-breasted Wheater, but there is little overlap in range, and Heuglin’s is smaller and darker, with a duller pale throat. The song is a long, complex mix of many different components, sometimes given in a flight display."
0,Highland Elaenia,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Elaenia obscura,https://ebird.org/species/higela2,"Medium-sized flycatcher with a small head and long tail. Found in forests and second growth. Largely olive above with a light gray throat and flanks, and a yellow center to the belly. Note two pale wingbars."
0,Highland Guan,Animalia,Chordata,Aves,Galliformes,Cracidae,Penelopina nigra,https://ebird.org/species/higgua1,"Large, long-tailed game bird of humid evergreen forest in highlands and foothills. Mostly seen high in trees, as singles or pairs, where they can move quickly and slip away easily from view. Male is glossy black with bright red throat wattle and red legs (lacks whitish streaking on breast of the much larger Crested Guan). Female is barred brown and blackish overall. In spring, the male gives a piercing upslurred whistle, which it often alternates with an amazing crackling and crashing rattle in a gliding display flight."
0,Highland Rush Warbler,Animalia,Chordata,Aves,Passeriformes,Locustellidae,Bradypterus centralis,https://ebird.org/species/hirwar2,"A nondescript long-tailed, long-billed warbler of wetlands. Rusty-brown overall with blurry streaking on the breast. Found in wetland habitat, primarily reedbeds. Extremely secretive and skulking. Most often seen when it sits up to sing or gives a short display flight. Song starts with slow, hesitant, buzzy metallic notes that speed up, then ends with a trill made by beating the wings together at incredible speed. The variably streaked breast separates it from reed-warblers and swamp-warblers. Very similar to Little Rush Warbler, but there is little or no overlap in range, and Highland sings a much higher-pitched song."
0,Highland Tinamou,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Nothocercus bonapartei,https://ebird.org/species/higtin1,"Rotund chickenlike bird, far more often heard than seen. Like a dove but body is even more circular and tail shorter. Most similar to Great Tinamou but generally found at higher elevations; also warmer rufous-brown below with small buffy spots on back and grayer head. Lives on the ground in montane forests. Shy and difficult to see; most often seen running away along a trail. Listen for series of repeated nasal call notes."
0,Hildebrandt's Starling,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Lamprotornis hildebrandti,https://ebird.org/species/hilsta1,"A beautiful starling of savanna country. The upperparts are iridescent, with a purple sheen on the head and green on most of the wing. Also note the orange underparts and eye. Found in moderately moist savanna and woodland, often in small flocks, sometimes with other species of starlings. Similar to Superb Starling, but doesn’t have a white chest band, underwing patch, or vent, and the eye is orange rather than whitish. Also similar to Shelley’s Starling, but slightly larger and paler overall, with a paler rufous belly and a more contrasting green wing. The common call is a raspy “cherrcherrcherr” that is incorporated into the rambling song."
0,Hill Blue Flycatcher,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Cyornis whitei,https://ebird.org/species/hibfly1,"Medium-sized confusing flycatcher. Male is beautifully colored, with deep blue upperparts, orange throat and breast, and white belly. Note dark face and electric blue highlight on the forehead. Female is duller. Very similar to closely-related Large Blue Flycatcher: note marginally smaller bill without a noticeable hooked tip, less contrastingly pale throat, and darker legs. Male Hill Blue Flycatcher has more orange on the throat and a dark blue rump. Breeds in hilly and montane broadleaf thickets, often in areas with dense undergrowth; migratory birds winter at lower altitudes. Song mixes melodious warbling and whistling notes with harsh, rasping ones. Calls are a loud “chak” or “tak,” reminiscent of stones tapping."
0,Hill Partridge,Animalia,Chordata,Aves,Galliformes,Phasianidae,Arborophila torqueola,https://ebird.org/species/hilpar1,"A brightly-colored game bird with an intricate head pattern and a body shaped like a football. Brick-red on the crown serves to distinguish the male from the similar Rufous-throated Partridge, while male Hill Partridge also lacks orange on the throat. Female lacks the male's white chest band and brick-red crown and has less orange on the throat than Rufous-throated. Moves around in convoys through dense vegetation in mid- to high-altitude forests."
0,Hill Pigeon,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba rupestris,https://ebird.org/species/hilpig1,"Very similar in appearance to the wild-type Rock Pigeon, this flocking species inhabits open valleys and gorges also visits towns and cities. More pale-headed than Rock Pigeon, but the key distinguishing trait is a broad white stripe across its dark tail which is visible both in flight and when perched; the wild-type Rock Pigeon has a dark-tipped gray tail with no white. Forages on the ground in large flocks; can be quite tame and accommodating towards human presence."
0,Hill Prinia,Animalia,Chordata,Aves,Passeriformes,Cisticolidae,Prinia superciliaris,https://ebird.org/species/hilpri2,"A large, fierce-eyed prinia with a long, oft-cocked tail. Breeding adults have a gray head, white throat and brow, brown upperparts, and pale, brown-washed underparts. Nonbreeding adults lack the gray but retain the white brow and throat. May be confused at a distance with Yellow-bellied Prinia, but is much larger, and has a more extensive brow and no bright yellow anywhere on the body. Usually found in open, scrubby habitats, including overgrown fields and forest edges. Loud, strident song consists of one high liquid-sounding note being repeated over and over."
0,Hill Swallow,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo domicola,https://ebird.org/species/pacswa3,"A small dark blue-black swallow with rufous-chestnut on its face and a short tail. Except for a black triangular eye-stripe extending to the bill, the entire forehead, chin, throat, and upper breast are rufous-chestnut, without any dark necklace like that of Barn Swallow, the main confusion species. Hill Swallow’s dark upperparts have a blue-green sheen that is only visible when seen up close, while the underparts are dingy white with ashy-gray on the flanks. Juveniles have duller chestnut on the face. Mainly inhabits open areas such as grasslands, reservoirs, and tea estates in the high hills above 500 meters of elevation; very rare at lower elevations. Often seen wheeling and looping in the air after insects, with a swift flight action reminiscent of a Barn Swallow with a shorter tail."
0,Himalayan Beautiful Rosefinch,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carpodacus pulcherrimus,https://ebird.org/species/bearos1,"A rather dark and heavily marked rosefinch. Male is dark rosy-pink below and dark, streaky brown above with a dark pink brow. Female is brown and streaky with underparts streaking extending from the throat (where the streaks are extremely fine) to the belly (where the streaks are heavier and longer). Females also have a faint pale brow, but it is weak and not always noticeable; note the far more contrasting brow of Chinese and Himalayan White-browed Rosefinches. Inhabits montane and hilly scrub, forest edges, and village outskirts. Gives twitters and trills. The extremely similar Chinese Beautiful Rosefinch gives sharper and more metallic call notes than the Himalayan Beautiful Rosefinch."
0,Himalayan Bluetail,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Tarsiger rufilatus,https://ebird.org/species/himblu1,"Brightly-colored adult male is unmistakable in range: blazing sapphire blue with orange flanks and white throat and belly. Female is brown with a white throat, orange flanks, and pale blue rump and tail. Red-flanked Bluetail can be confusing where the two overlap in the latter’s migratory and winter range; note Himalayan’s brighter blue eyebrow and brighter, deeper blue upperparts in the male. Female is slightly more grayish than Red-flanked, but this identification can be much more difficult, and females may not be safely separable if not with male. Himalayan’s song is a simple, repeated “tcher-thcew-wee!”. Breeds in submontane forest up to the treeline; descends in the winter, often moving into edge habitats. A frequent sight along forest tracks."
0,Himalayan Bulbul,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus leucogenys,https://ebird.org/species/whcbul2,"Sharp-looking bulbul with a spiffy mohawk. Note black face and throat, bright white cheek spot, and yellow vent. A species of foothill and montane forested areas; also found in brush, gardens, and towns. Tame and unafraid of people. Typically in pairs or small flocks during the breeding season; congregates in large flocks at other times. Song is a short and rather nasal-sounding burst of gurgling warbles. Calls include dry raspings, chups, and squeaks."
0,Himalayan Buzzard,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo refectus,https://ebird.org/species/combuz9,"A large hawk with a confusing range and unclear identification criteria. Resident in the Himalayas and a breeder in adjacent areas of the Qinghai-Tibetan Plateau. A large “typical” buzzard, brown overall with blotchy patterning on the breast, dark upper “trousers,” and dark “elbows” and trailing edge on the underwing. Juvenile streakier below with a more finely barred tail and paler trailing edge. Compare with extremely similar Upland and Eastern Buzzards; note less eagle-like proportions than Upland, as well as marginally darker “trousers” and more prominent trailing edge than Eastern."
0,Himalayan Cuckoo,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cuculus saturatus,https://ebird.org/species/himcuc1,"Visually indistinguishable from Oriental Cuckoo. Adult male is gray above with a black-and-white-barred belly and a dark gray tail; females usually look similar, but some (known as hepatic morph birds) have cinnamon-brown upperparts with black barring throughout. Intermediate in size between Common and Lesser Cuckoos; distinguished from both species by buffy (not white) under-tail feathers and from Lesser Cuckoos by yellow iris. Song is a series of five notes, with the leading note being sharper and more distinct than the four that follow; compare with Oriental Cuckoo’s series of mellow paired notes. Breeds in a wide range of different lowland and hill forests; also more open habitats outside of breeding season."
0,Himalayan Cutia,Animalia,Chordata,Aves,Passeriformes,Leiothrichidae,Cutia nipalensis,https://ebird.org/species/cutia1,"A beautiful, stocky inhabitant of high-elevation broadleaf and mixed forests. Looks like a babbler, but much more closely related to laughingthrushes. Male has a black mask, blue-gray crown, white throat, barred sides, and bright rufous back. Female is paler, with a brown face and a more yellowish back lined with black streaks. Forages at middle and upper levels, often in small groups, picking invertebrates from leaf clusters, ferns and orchids, and mossy crevices of trunks and branches. Listen for its loud song, an extended series of high-pitched, piercing “chee!” notes."
0,Himalayan Flameback,Animalia,Chordata,Aves,Piciformes,Picidae,Dinopium shorii,https://ebird.org/species/himfla1,"A large woodpecker with a brilliant orange back, a black stripe through the eye and cheek, and black on the back of the neck. Inhabits mature lowland forest. It looks for invertebrates in trees, meticulously working its way up from the base of the trunk. Not shy; often mixes with other species, especially babblers and laughingthrushes. Very similar to Common Flameback, but the Himalayan Flameback has a longer bill and the cheek stripe splits into two near the bill. The call is a tinny, nasal series of notes similar to those of other flamebacks."
0,Himalayan Monal,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lophophorus impejanus,https://ebird.org/species/himmon1,"Decked out in all the colors of the rainbow, the male is the image of iridescence; green crested head, red neck, green shoulders, blue back, orange tail, and black underparts. When displaying or flushed, flashes a bright white patch on the back. Female is nowhere near as brightly-colored, with a pale blue eye patch, white throat, and streaky brown body. Found in Himalayan hill forest, typically in areas with extensive rhododendron and bamboo-dominated understory."
0,Himalayan Owl,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix nivicolum,https://ebird.org/species/himowl1,"A medium-sized brownish owl of montane forests, generally uncommon. Brownish overall with finely patterned underparts. Deep black eyes bracketed by bright white arcs impart a learned, severe expression. Asian counterpart to Europe's Tawny Owl. Calls loudly and slowly, a repeated pair of hoots."
0,Himalayan Prinia,Animalia,Chordata,Aves,Passeriformes,Cisticolidae,Prinia crinigera,https://ebird.org/species/strpri2,"A rather dull-plumaged songbird of fields, grasslands, forest edges, and farmland, mostly at moderate and high elevations. Often sparsely distributed and difficult to find. Gray-brown above with a pale belly and blackish streaking on head and wings. Breeding males become black-billed and darker on the face, losing the pale eyebrow that is usually shown in other plumages. Typically found singly or in pairs, clambering about in grasses and shrubbery. Often sings from an exposed perch, giving a loud but dry, rolling series of notes, slower than the song of Striped Prinia. Visually very similar to Striped Prinia, but usually separated by range. In the area of overlap, female and non-breeding male Himalayan Prinias show weaker streaking on the back and a duller rufous panel in the wings. Breeding males are distinguished by their darker faces without an eye-stripe. Also similar to Burmese Prinia, but there is little or no overlap in range, and Himalayan Prinia is distinguished by having more streaking, especially along the sides of the breast."
0,Himalayan Quail,Animalia,Chordata,Aves,Galliformes,Phasianidae,Ophrysia superciliosa,https://ebird.org/species/himqua1,"Extinct, last reported in 1876. Formerly west central Himalayas."
0,Himalayan Rubythroat,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Calliope pectoralis,https://ebird.org/species/himrub1,"Shy inhabitant of thickets and dense grassy areas from subalpine scrub to above treeline. Male is gunmetal gray with a white brow, bright orange throat, and a black patch extending from the face down to the breast. Very similar to the closely related Chinese Rubythroat, which has a white moustachial stripe. Chinese Rubythroat female averages browner than female Himalayan, but is best identified by range; Chinese breeds in central and south-central China, while Himalayan breeds along the Himalayas, in Xinjiang, and in Central Asia. Female Himalayan has a weaker eyebrow than female Siberian Rubythroat, and is darker overall."
0,Himalayan Shortwing,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Brachypteryx cruralis,https://ebird.org/species/whbsho4,"Tiny, stumpy bird of dense undergrowth. Male is dark slate-blue with broad white eyebrows that give him the appearance of a furious little old man. Female is warm pale brown all over. In areas of overlap with Chinese and Lesser Shortwings, look out for the all-dark lower belly, which is white in those species. Inhabits hill and montane forest, where it forages in dense undergrowth, frequently in proximity to streams. Song is composed of high thin whistles with short bursts of clicking chattering mixed in."
